my_id,Length,Aft_offset,Nose_radius,Height,Width,Max_width_pos,Bottom_tan,Drag,Side_force
42,1.196281476,-0.0255047557,0.5241040324,1.065028808,0.8664011392,-0.0685375361,0.8028668257,34.221,-926.128
43,1.137024143,0.0471791096,0.635267552,0.8467984501,0.8497855629,-0.3744157142,0.6384078625,38.8074,-905.625
44,1.116412158,-0.05692585,0.542307049,1.074506572,1.019839297,-0.2298146729,0.5170541225,37.7776,-923.783
45,1.303521711,0.020666136,0.6815262373,0.8138047629,1.029886703,-0.2622492934,0.8910205222,31.5406,-923.723
46,1.157028287,-0.0003823528,0.6683032069,0.84584781,1.020909638,-0.0846800918,1.052434082,34.269,-912.39
47,1.507138472,-0.0094293006,0.6027716878,1.190530091,0.8170326966,-0.2803920906,1.184124948,29.6123,-945.589
48,1.379522824,0.0126528426,0.6142093743,0.9183479863,1.050823309,-0.5375798358,0.8766954767,34.8649,-944.38
49,1.260328257,0.0360884708,0.5188998855,1.094279975,1.027582023,-0.1594281623,1.072748291,35.7463,-919.401
50,1.469835908,0.026077646,0.5857625181,1.019891355,0.9000509774,-0.4827192562,1.018243539,38.3978,-947.366
51,1.559200769,-0.0167562214,0.6955078917,0.9762713928,0.9399149267,-0.4887311563,0.9571025975,30.6452,-957.275
52,1.162184529,-0.0454087084,0.5636650129,1.097365883,1.076413781,-0.030045435,0.7206992711,42.5805,-928.349
53,1.349046361,0.0527944864,0.5706842136,0.9946996949,1.057876524,-0.5478437274,1.005714422,52.5949,-945.636
54,1.404823183,0.0540061332,0.6049322038,0.9077272727,0.9309459306,-0.1311895149,1.123732599,43.4045,-943.436
55,1.346746135,-0.0437037319,0.6454788968,1.127957523,0.9680668225,-0.2458863315,0.5564006034,36.6705,-965.672
56,1.366977186,-0.0594801792,0.6107152003,0.9833293725,1.141570375,-0.0528544138,1.013616697,39.4441,-950.365
57,1.148480194,0.0366327603,0.5874045623,0.8540212443,0.8084908221,-0.1922558663,0.8232616437,36.1115,-907.842
58,1.582959183,-0.031396275,0.5464503045,0.9518258928,0.8257661939,-0.5076981022,0.6910180396,34.229,-964.954
59,1.213890156,0.0310063381,0.5151858968,0.9541090324,0.9192753541,-0.2269718175,0.8844164727,37.4065,-933.861
60,1.129177721,-0.0494090507,0.689947736,0.9121239258,0.9426359004,-0.4315769252,1.042243272,34.4872,-926.929
61,1.487257844,-0.0183341103,0.6016742768,1.12459043,0.8417954998,-0.2192331925,0.9105704308,28.2275,-963.285
62,1.224857902,-0.041299431,0.588066307,0.9854536679,0.8904809801,-0.2746793183,0.8718392312,40.3962,-946.103
63,1.495308967,-0.0286205281,0.6992163631,0.8409592984,0.8047527,-0.2859937852,1.149369579,29.3613,-959.496
64,1.403035068,0.0349602322,0.6313674433,1.136170231,1.182237271,-0.5199832567,1.144514774,39.6465,-940.858
65,1.118091465,-0.0338531306,0.6374737274,1.031479447,1.08844253,-0.2861429883,1.058722286,32.1756,-917.303
66,1.178797538,-0.020983894,0.5945407761,1.071724352,1.160388917,-0.3712305215,1.045261535,32.1495,-919.709
67,1.317587371,0.0049942168,0.5956287903,1.189517071,0.991645629,-0.350775828,1.124533646,34.305,-937.107
68,1.503497911,0.021868448,0.56477235,0.8484263831,1.146228934,-0.1558155683,0.6438440742,32.387,-948.402
69,1.580582757,-0.0173670164,0.6764453852,1.125339377,1.053266177,-0.1509224404,0.5644329427,29.5566,-959.53
70,1.327135884,0.0083202701,0.5580443509,0.8079467372,0.8841879203,-0.0313909008,0.8438244062,32.6296,-926.834
71,1.211721046,0.0484753261,0.6148245546,1.052246734,1.144631809,-0.3958533013,1.074286658,42.7658,-917.994
72,1.278346798,0.0295790991,0.6777200868,1.193475767,1.097891824,-0.0965457987,0.8113287633,34.6783,-913.984
73,1.333150947,0.0591793381,0.5980493821,0.9421869629,0.8785744058,-0.5255393899,0.8085710954,51.2349,-932.094
74,1.310800728,-0.0007116721,0.5545725823,1.15034929,0.8605619934,-0.4031034337,0.7070180471,32.5367,-944.675
75,1.110937392,-0.0146387639,0.5261835581,0.8869267508,1.173588541,-0.20622769,0.8191535979,30.2699,-923.555
76,1.481775437,-0.0272031254,0.5072686445,0.8800977884,0.9583199123,-0.2590809888,0.8219537226,31.2773,-964.535
77,1.24226467,-0.0084712991,0.6825378531,1.122732493,1.106626797,-0.090785103,0.8264090485,30.0733,-916.208
78,1.229501503,0.0455292016,0.5894228983,1.013041785,0.9317917649,-0.0396124285,0.7299343808,33.9981,-907.834
79,1.564442198,-0.0020325517,0.5040435508,0.9467036721,0.9988289479,-0.2820754505,0.6484532401,31.4341,-976.894
80,1.387521861,0.014421133,0.5288019537,0.8362378384,0.9205933588,-0.4134058549,0.8519873469,33.0008,-944.102
81,1.438641589,0.0174355977,0.5829545913,1.095125007,0.9242809954,-0.4930957779,0.7664506256,34.0845,-953.482
82,1.20063474,-0.0405121922,0.5237884783,1.038508995,1.024723364,-0.2958687145,1.167013864,33.895,-947.543
83,1.497643912,-0.0520758857,0.6986709271,1.097668888,1.162038542,-0.3599351856,0.6000519798,34.8607,-964.789
84,1.555084362,0.0183249521,0.5478014914,1.147684978,1.128353617,-0.310740526,0.7462649289,32.3909,-957.998
85,1.35118372,0.002324426,0.5573292217,1.004660247,0.9218667457,-0.3424195144,0.7362241943,29.7706,-939.27
86,1.597684676,0.0557857544,0.5844213771,1.043455533,1.188511874,-0.0126228976,0.6546379233,46.3245,-927.004
87,1.466544048,-0.0298672608,0.6715576536,0.9697503678,1.082056178,-0.3722714031,0.9791836973,33.8103,-963.63
88,1.5171184,0.0154458352,0.5342959078,1.118562209,0.9029692911,-0.5002321523,0.8539325782,32.1064,-962
89,1.519153635,0.0189005066,0.641885002,1.145869884,1.072349775,-0.0241608848,1.116227729,31.3513,-941.451
90,1.320770651,0.057298822,0.5091576925,0.9059642618,1.159348588,-0.2354575587,0.7278846411,43.681,-934.491
91,1.414825577,-0.036366645,0.5268921613,0.9258957004,0.9280203139,-0.4706630093,1.039780619,32.131,-966.937
92,1.236595615,0.0239270373,0.5911326619,1.078171212,1.076842908,-0.0202714335,0.7490834875,30.9833,-912.309
93,1.356765249,-0.0343644187,0.6058903045,1.153535108,1.172453626,-0.4010179071,0.6795587358,31.0588,-942.708
94,1.248004252,-0.0068462819,0.6961675615,0.823019922,0.8689751338,-0.2317555516,0.9189223217,31.0764,-923.192
95,1.309404652,0.0017425941,0.6248019894,1.180984184,0.950186497,-0.3924410858,0.6870397972,31.5793,-933.332
96,1.133758514,0.0531263793,0.5932629761,0.893083303,1.042444722,-0.2761119954,0.5112954011,39.4424,-902.148
97,1.535109538,-0.0411454754,0.5775939682,1.04949983,1.085900353,-0.2676182502,0.7405111408,35.143,-997.528
98,1.268942474,-0.0359642525,0.6376199647,0.8007573803,1.023698219,-0.1732843029,0.7544102791,32.2113,-933.497
99,1.127841691,-0.0192523319,0.5731807431,1.184997074,0.9928342074,-0.2563474856,0.5776672015,30.8408,-928.832
100,1.508775881,-0.0018738701,0.685230571,1.059627515,0.8124416972,-0.1383427452,0.9156439322,28.6729,-940.17
101,1.262608024,0.0314935111,0.6699826667,1.076574049,1.151826786,-0.1705642542,1.101429289,34.0934,-911.868
102,1.131158924,-0.0260034555,0.6389544085,1.131281118,1.183840973,-0.5308204737,0.857067372,34.0795,-920.172
103,1.54342399,0.0196571397,0.6947079003,0.9690125446,0.9053493592,-0.3633062305,0.721916833,30.803,-940.056
104,1.114729458,0.0409628256,0.5903954384,1.070004271,0.8854965182,-0.212228474,0.8332556263,37.5395,-895.724
105,1.570422769,0.041591734,0.5915713024,0.8840246345,1.120417484,-0.389526585,0.9630476969,39.7899,-932.166
106,1.428305337,-0.0161216377,0.5105362816,1.197971408,1.157183023,-0.2643006022,1.171391921,32.281,-964.756
107,1.530279995,0.046359038,0.5962455124,0.8797631881,1.152853926,-0.357078115,1.061357532,42.9494,-929.193
108,1.510754106,0.0343452337,0.5597926757,1.154786851,1.166226864,-0.3481826861,0.8625844642,34.5111,-939.737
109,1.492654228,-0.0046715258,0.6436114544,0.8152615978,1.187067361,-0.4136474187,0.8305509064,29.7779,-945.003
110,1.276356055,0.0354820356,0.5123424581,1.104529114,0.8709346597,-0.5112834658,0.6569759142,38.3605,-939.932
111,1.523147103,-0.0535383421,0.6230765244,0.9227416785,0.8768689863,-0.0348643988,0.7087835165,38.755,-958.64
112,1.41115364,-0.0485547303,0.6264402996,0.9151261966,1.010235011,-0.0378593178,0.6307478339,39.9435,-967.879
113,1.426577345,0.0266526537,0.5761520852,0.9609852581,1.049270426,-0.1788502662,0.7580319978,34.9182,-930.87
114,1.191422233,-0.0059122221,0.529766544,0.959822631,0.8409660447,-0.1856002441,0.9514155535,34.5117,-938.077
115,1.205875881,-0.0373273549,0.6090261336,0.9784183869,1.137114343,-0.3033176903,0.6994301146,33.0923,-927.789
116,1.585479162,-0.0080251831,0.641432466,1.182906242,0.8754002889,-0.1631498945,1.097156767,31.8384,-951.832
117,1.113044125,-0.0390565554,0.655972743,0.921297176,1.177853661,-0.5056567225,0.5823942596,31.1408,-920.644
118,1.123905109,0.0306530207,0.632464645,0.9658618738,0.9656693284,-0.3458642302,0.6247478833,35.3523,-902.015
119,1.234294216,-0.0108358853,0.5566181248,1.017736078,1.005855866,-0.0262782892,0.6332703128,30.7869,-917.792
120,1.376712762,0.0533681499,0.567057265,1.099353539,0.9063432229,-0.5442532398,1.195554616,47.2255,-925.684
121,1.25917939,-0.040102502,0.6797461094,1.078578812,1.094536475,-0.5023731559,0.986982979,30.0631,-939.169
122,1.33048767,-0.0236137917,0.621879211,1.150714223,0.9370640966,-0.1123543959,0.8160081699,31.7639,-937.735
123,1.362416781,0.021465027,0.5515303009,0.8501687981,0.8626304724,-0.4527918292,0.6160335324,32.7004,-944.55
124,1.573607923,0.0116356105,0.5864296701,0.8082565477,0.8534792015,-0.4777109287,0.5399176519,31.3418,-950.44
125,1.359778031,-0.0228140004,0.5205349337,1.165565936,1.075078325,-0.0366271315,0.9888533093,32.1054,-951.325
126,1.450018501,-0.0187200627,0.6604103681,1.037204937,0.9484871521,-0.3831036574,1.15085853,30.5655,-954.645
127,1.100939061,-0.0274599389,0.5650476286,1.061884674,1.14001696,-0.2162106939,1.085293576,30.6281,-925.43
128,1.599309291,0.0162758132,0.5067791737,1.138333771,1.038638079,-0.0428756795,1.078533058,39.2896,-980.539
129,1.193146601,0.0467374673,0.5695002028,1.055139705,1.16934489,-0.4256033745,0.9310348719,44.8363,-922.462
130,1.177529019,0.0066697078,0.5412251946,0.9804380156,1.11663215,-0.1165022025,0.7968751665,33.2461,-923.278
131,1.147399128,0.0489150851,0.6915810562,0.8946705511,0.898717154,-0.002671117,1.177171644,38.2192,-902.328
132,1.560417643,-0.0232760315,0.6575043484,1.001381547,0.858265939,-0.1268203141,0.783701807,31.5518,-951.108
133,1.553130023,0.0229754196,0.6775528186,1.049821299,1.05957629,-0.4404041912,0.7144817562,32.9575,-935.025
134,1.238151474,-0.0435071052,0.6980333223,0.8189443943,1.130008675,-0.0064390784,1.182119217,34.1534,-919.182
135,1.422301032,0.0586164478,0.6885126811,0.9677601279,0.9104384431,-0.1295422226,0.8948536883,42.7956,-922.858
136,1.521444496,-0.0202065468,0.533492952,1.003089711,0.8934580725,-0.3063574241,0.6058247027,31.894,-980.524
137,1.325655014,-0.0589915065,0.6280932885,1.11582803,0.9743463768,-0.3144732057,0.5238863242,37.7977,-949.765
138,1.388403333,0.0373794771,0.5489051658,0.8980438456,1.195574573,-0.2141191576,1.19752942,37.3926,-926.848
140,1.207775766,0.0429550459,0.6876074401,0.9721762097,1.01822833,-0.0453739217,0.6275153621,36.6325,-897.34
141,1.337608003,0.0456586155,0.5362685899,1.012210414,1.01315703,-0.1046048344,0.5028672766,38.8767,-932.683
142,1.342379258,0.0280847913,0.530843886,0.859826073,1.143014228,-0.3614901076,0.5970723575,38.4559,-942.228
143,1.245236,-0.015667476,0.6198290792,0.8113720483,0.9969690901,-0.2254603888,0.530093213,29.1244,-931.51
144,1.453939075,-0.052852554,0.5385901615,0.8925718722,1.189408306,-0.5395565955,1.131309143,35.1193,-986.32
145,1.443545796,-0.0220212038,0.6040070016,1.007323039,0.8275913723,-0.3864421234,0.7917835439,35.3558,-956.598
146,1.474935503,-0.0572175181,0.5921859487,0.8730518088,1.069290911,-0.4272679546,0.9705362932,41.7366,-1005.67
147,1.231381423,-0.0127326681,0.6477739002,1.174893939,1.167732853,-0.0736918066,1.119965477,29.8014,-925.107
148,1.513877429,0.0110504301,0.5097310543,0.8782532025,0.972659587,-0.3225166565,1.157343881,33.5156,-948.793
149,1.536584867,-0.0426487095,0.5745865784,1.02570453,1.117233622,-0.2898676552,1.142998246,37.3636,-990.507
150,1.103031243,-0.0376384972,0.6246805115,1.083173397,0.8566132826,-0.1208172343,0.60259411,31.466,-911.471
151,1.461380241,-0.007262223,0.6101515438,1.168609331,0.9701503628,-0.4875050291,0.6475307226,31.5059,-959.049
152,1.40635402,-0.055722946,0.6424846285,1.187385159,0.9950916137,-0.0676068722,0.9592671319,40.9096,-950.53
153,1.579689001,0.0320021392,0.6838317179,0.8370190941,0.8557114322,-0.5147496853,1.178166342,37.6977,-933.367
154,1.478181318,0.0433271257,0.5534755967,0.9369700493,0.9629620952,-0.1392707024,1.033651031,35.5075,-943.27
155,1.444469222,-0.0097064589,0.6841843259,0.996679571,1.033037727,-0.0705763583,1.027255579,30.1824,-945.283
156,1.185985112,-0.0132832118,0.6911960862,1.016271305,0.8963794741,-0.2219780344,0.7695988116,31.8899,-911.176
157,1.57433886,-0.0123021615,0.6482474124,0.9296222886,0.9120665925,-0.3979823916,0.7412224196,30.0281,-956.794
158,1.577722531,-0.042181544,0.6786825033,1.015923079,1.111018606,-0.019365225,0.8823629751,35.1335,-964.134
159,1.328475876,0.0551485249,0.6337182874,1.176756079,0.8330735534,-0.5095678133,0.5067123867,45.7126,-931.309
160,1.2746391,-0.0555369102,0.697362276,1.05649937,1.175399593,-0.0798645039,0.9941486813,37.8555,-938.672
161,1.273723834,0.0272634462,0.5998135694,0.9488501554,1.030670949,-0.3804323,0.7997267769,35.1945,-919.438
162,1.338421927,0.0096840673,0.6393569133,1.008115566,0.9332750775,-0.2077916043,1.11046763,32.7539,-941.349
163,1.569367104,0.02771851,0.6932658871,0.8254743839,0.8826234497,-0.19419352,0.9239033093,32.3543,-935.856
164,1.198621254,-0.0397879273,0.505433056,0.9626082833,1.138250542,-0.0561128371,1.003838393,36.0769,-941.173
165,1.394062669,-0.0546277835,0.5347391641,0.804629203,1.012785542,-0.1491799829,0.9393888771,37.9244,-971.197
166,1.424320614,-0.0483517708,0.5231759012,0.864594033,0.813507655,-0.5188347603,0.5908417988,33.2459,-974.322
167,1.529478416,-0.0030166614,0.6083741225,1.112676416,1.170339495,-0.2792899736,0.5541638991,31.8627,-960.154
169,1.588590608,0.0076914114,0.5607879423,1.170122621,1.000345426,-0.1663004574,0.5706156928,32.0196,-955.143
170,1.306413711,-0.0141120961,0.6233155914,1.17818746,0.8109871105,-0.2021483954,1.031267613,30.113,-937.641
171,1.152618457,-0.0526654158,0.5113455462,0.868877498,1.003193076,-0.4187709112,0.8401193488,36.6869,-944.34
172,1.252915714,-0.0279841931,0.5182523566,0.9336955164,1.103167725,-0.3771817842,0.698722063,32.7111,-947.198
173,1.292737086,-0.0225199953,0.630411848,0.989862155,1.086571387,-0.0154005765,0.6903733588,29.9901,-928.454
174,1.174646017,-0.0564438619,0.6857683005,0.927247782,0.9760134734,-0.4084192973,0.8889116735,33.5794,-931.421
175,1.18175073,0.0328652307,0.6645083675,0.9634953494,0.8251993829,-0.2424017373,0.651852483,33.3645,-906.478
176,1.355490574,0.0563841494,0.5013633805,1.13312503,0.9250665212,-0.009856723,1.106935957,41.4216,-932.501
177,1.383292807,-0.0090847652,0.6213880057,0.9152239148,1.126650798,-0.0775504022,0.5495006221,29.5747,-935.685
178,1.138527732,-0.0476402135,0.5701354231,0.9577389986,1.197053082,-0.3390647601,0.945526866,35.26,-923.504
179,1.594333194,0.0221925693,0.5936110113,0.8512671391,1.097126,-0.2603717082,1.192234355,37.3057,-951.545
180,1.488906728,0.0059839755,0.601167668,1.045117842,0.9822937497,-0.2482396167,1.035925026,30.4297,-949.841
181,1.504200339,0.0075280713,0.6489317095,0.8395945168,1.15001102,-0.1564207831,1.115332255,31.5815,-950.312
182,1.287827273,0.0449517414,0.6611522507,1.021084004,0.9862384262,-0.4221588969,0.9837402545,38.1836,-913.154
183,1.545114385,-0.0240051615,0.5399048916,0.9355580633,1.003558026,-0.2400312671,0.8745441042,31.0855,-971.498
184,1.271855032,-0.032858831,0.6295938454,0.9446094084,0.9888171485,-0.3378058381,0.7648226879,33.5307,-940.591
185,1.361888623,-0.0011444629,0.5175850612,1.156871169,1.043678695,-0.3054788805,0.6758149504,30.3581,-953.192
186,1.540112144,0.0542618916,0.6676420588,1.033551534,0.8059121099,-1.564881393E-005,0.6600121911,37.6855,-919.839
187,1.26618817,-0.00523081,0.5823292702,1.073042044,1.054546762,-0.4558560552,0.921050188,30.8148,-928.81
188,1.416630984,-0.0289499612,0.5001126549,0.9043888131,1.008370693,-0.188907124,0.7117468876,30.8009,-965.691
189,1.384484801,-0.0385991917,0.5537627359,1.053098739,1.134721151,-0.1029935581,0.8646473397,32.5982,-952.25
190,1.532999808,-0.0430412593,0.6720177972,1.103289561,1.101402107,-0.4607353961,0.5322719165,33.2877,-976.292
191,1.168142772,0.0141924993,0.6893383164,1.155464753,1.185072298,-0.1901141368,0.7178868958,30.328,-900.663
192,1.161523824,0.010261049,0.5553534525,0.8193238467,0.833703626,-0.1840682046,0.7332971546,37.4021,-924.947
193,1.282592898,-0.0506564353,0.6263554406,0.9912621597,0.9600812431,-0.5342750146,0.5356315733,35.7717,-948.773
194,1.294502993,-0.0027204159,0.6183654037,0.9324022405,1.177061083,-0.5258461976,0.5428606533,30.1255,-935.305
195,1.218078988,0.0497058341,0.6206664485,0.9521774073,1.131394445,-0.1682868964,0.9347737812,41.9988,-919.914
196,1.515583428,0.0130034109,0.5608744791,0.9000858016,0.9799481998,-0.087373188,1.162566884,30.9423,-949.019
197,1.167064782,0.0046164234,0.635161154,1.114926144,1.064133294,-0.3676293647,1.139429532,30.2363,-910.586
198,1.232268171,0.0149008627,0.6736746016,1.159016931,1.016601489,-0.2924899855,0.7243835506,30.2907,-918.6
199,1.364078215,-0.0580660763,0.6563554868,1.116925762,1.080932526,-0.4063896779,0.5845305463,35.6393,-948.03
200,1.563408713,-0.0466639798,0.503572665,1.080793713,0.9469981037,-0.3441703536,0.7941391501,35.777,-993.734
201,1.214682879,-0.0211949545,0.6589445813,1.111798129,0.8919382297,-0.0492092278,0.807167479,33.4569,-922.081
202,1.483089404,0.010813398,0.5024562889,0.9994860602,1.109714202,-0.1360400512,0.9677802351,30.9239,-962.626
203,1.381894615,-0.0334974625,0.6497610816,1.068778264,0.9875882038,-0.0469794368,1.088182045,31.162,-944.633
204,1.187650912,0.0172431023,0.6186035976,0.9016477003,1.026730408,-0.1986152779,0.9116724728,33.5184,-917.072
205,1.14316064,0.040454044,0.5800604637,1.167874815,0.851396965,-0.3327361263,0.9082276529,37.494,-905.782
206,1.419168993,0.0501064682,0.6299986091,0.8306067181,0.9278662206,-0.0999490304,0.7626623621,38.6245,-921.897
207,1.246975529,-0.0322885269,0.5798978849,0.9430961147,0.9535133686,-0.061437842,1.136780162,33.853,-926.899
208,1.170376966,0.037785321,0.6635892022,1.004822302,0.8314280776,-0.2095698007,1.025122504,35.5217,-901.378
209,1.150698107,-0.0516185626,0.6332557078,1.067086997,1.114784938,-0.0073805285,0.6787831721,37.7205,-919.66
210,1.313727379,0.0568327299,0.6517173786,0.8663170979,1.156463994,-0.2724810338,0.666816678,43.0794,-920.939
211,1.393412768,0.0166625314,0.5507082972,1.107510637,0.8679133485,-0.0522329992,0.9497618158,31.4531,-948.869
212,1.412783396,0.0510390892,0.5056405652,0.8713282896,1.163281367,-0.4234181398,0.5604635356,42.9277,-944.762
213,1.141386806,-0.0037064597,0.6617102971,0.9376679305,1.092383259,-0.0138434865,0.7883211238,31.2392,-906.762
214,1.280960246,-0.0367906942,0.5382583703,0.8613501002,1.108406786,-0.1441666907,0.9278175967,35.9628,-950.744
216,1.145548241,0.0321659918,0.5480591911,1.14426531,1.04535027,-0.3363256701,0.9416887997,37.0743,-916.104
217,1.318789547,0.0137577142,0.6650720958,0.9105410821,0.8031041816,-0.3091484194,0.519965772,30.9374,-919.999
218,1.345359301,0.0423290387,0.5216819702,0.9746556376,1.125661148,-0.3873640636,0.5882100411,42.9803,-948.574
219,1.158584918,0.0385896536,0.6626364679,0.9485387131,0.8192156517,-0.4385370688,1.054644486,40.3936,-917.107
220,1.56667612,-0.0463585325,0.5084256684,0.9809794894,0.8726915311,-0.2538666363,0.7751783993,36.6634,-996.326
221,1.441552251,0.0003507695,0.5720191997,1.040273438,0.9446282791,-0.1113989373,1.108325411,33.5706,-951.731
222,1.108665576,-0.0168757869,0.6867117665,1.129619901,0.8208441726,-0.1067172241,1.049282193,30.1761,-912.558
223,1.221131651,0.0381204463,0.5317406383,1.172573255,0.9645003331,-0.0638629579,0.5467459444,37.9068,-935.522
224,1.105644981,0.0444654487,0.6598258373,1.142656881,1.190489721,-0.0983083593,1.007563648,35.7023,-896.216
225,1.454976565,0.0287618192,0.5452405851,0.8276230529,0.8954419622,-0.0273355919,0.9044188594,33.1831,-951.668
226,1.434087802,-0.0509093518,0.6541555057,1.034202702,1.105249538,-0.3166150015,0.5514895556,34.9414,-964.578
227,1.299617138,0.0233166053,0.597249071,0.9093990313,1.119990172,-0.0588782996,1.080251501,32.409,-921.387
228,1.499613132,-0.0200599107,0.5991421273,0.81700649,1.194951793,-0.3658380974,1.000610899,31.3885,-956.209
229,1.353801893,0.0513716822,0.5656498708,0.8214227659,1.123111671,-0.1768512464,0.8798301829,38.4161,-920.03
230,1.209192042,-0.0311098556,0.6152711549,0.8058238747,1.133002642,-0.4976766832,0.7548465092,34.5513,-929.469
231,1.183815224,0.0493763597,0.6467245899,0.8443458896,0.9671098835,-0.1232724326,0.6710536115,38.721,-896.849
232,1.47287507,0.0504980221,0.6114586036,1.161990561,1.123860371,-0.3294479901,1.166044839,46.5803,-943.326
233,1.436515205,-0.0100987827,0.5445302111,0.8258536784,0.8399763316,-0.4846047749,0.9327337776,32.4317,-970.128
234,1.399860003,0.0356823226,0.5681611316,1.023241636,0.8888415568,-0.467961212,1.186464644,38.1949,-948.98
235,1.315305248,-0.0354846317,0.6121460437,1.090496378,0.8303057601,-0.4475057576,1.133573968,32.3122,-950.852
