eval_id,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,obj_fn_1,obj_fn_2,nln_ineq_con_1
131,7.24E-001,1.25E-001,4.07E-001,4.51E-001,5.80E-001,5.17E-001,3.37E-001,3.52E-001,2.88E-001,2.57E+000,2.53E+001,4.60E+000,48.9177,74.3651,510.13
132,7.10E-001,4.79E-001,4.18E-001,6.81E-001,7.70E-002,4.69E-001,2.87E-001,2.53E-001,1.93E-001,4.67E+000,6.81E+000,-1.09E+001,47.1899,55.1357,657.264
133,3.55E-001,2.96E-001,3.38E-001,3.29E-001,6.35E-001,6.45E-001,3.45E-001,2.03E-001,2.38E-001,5.31E+000,3.54E+001,-2.54E+000,42.9471,162.192,465.721
134,6.94E-001,6.27E-002,7.95E-001,8.27E-001,4.26E-002,9.76E-001,2.21E-001,2.18E-001,1.49E-001,3.66E+000,1.49E+001,-7.21E+000,37.9654,44.0505,364.35
135,4.24E-001,3.18E-001,5.15E-001,4.93E-001,5.65E-001,9.61E-001,2.88E-001,3.86E-001,3.70E-001,2.16E-001,2.92E+001,-1.05E+001,47.3707,125.475,580.088
136,1.83E-001,2.57E-001,1.05E-002,4.32E-001,4.07E-001,7.59E-001,3.38E-001,2.68E-001,1.77E-001,2.52E+000,1.83E+000,3.45E+000,42.4986,10.5801,314.976
137,5.02E-001,4.73E-001,5.49E-001,5.70E-001,6.73E-001,5.69E-001,3.11E-001,3.51E-001,2.48E-001,7.90E+000,1.59E+001,-1.12E+001,52.3465,157.227,837.599
138,3.41E-002,2.45E-001,3.30E-001,8.23E-001,3.74E-001,9.03E-001,2.50E-001,2.64E-001,2.03E-001,2.77E+000,3.23E+001,-9.07E+000,36.8083,84.9474,237.503
139,7.22E-001,3.23E-001,8.77E-002,6.86E-002,9.38E-001,6.40E-001,2.49E-001,2.05E-001,2.15E-001,4.21E+000,9.56E+000,-9.00E+000,40.1397,41.2232,442.077
140,3.97E-001,4.70E-001,1.49E-001,3.13E-001,4.54E-001,2.63E-001,2.37E-001,3.40E-001,2.89E-001,8.46E+000,1.88E+001,2.28E+000,43.6648,111.54,530.397
141,2.90E-001,1.60E-001,1.44E-001,9.02E-001,2.64E-001,6.00E-001,2.28E-001,3.15E-001,2.13E-001,7.65E+000,1.16E+001,1.72E+000,38.0677,37.5206,257.959
142,1.57E-001,4.79E-001,2.11E-001,3.67E-001,5.33E-001,9.18E-001,2.91E-001,2.89E-001,2.00E-001,1.95E+000,2.08E+001,-7.85E-001,44.2399,101.438,542.894
143,1.35E-001,9.08E-002,5.92E-001,4.77E-001,4.13E-001,7.28E-001,3.88E-001,3.22E-001,3.80E-001,3.81E+000,3.89E+001,-5.31E+000,48.3016,139.96,275.17
144,3.76E-001,2.65E-001,4.49E-001,6.35E-001,5.40E-001,8.31E-001,3.77E-001,3.11E-001,2.43E-001,6.91E+000,1.22E+000,-1.29E+001,49.9762,38.6942,573.971
145,3.14E-001,1.72E-001,5.21E-001,8.49E-001,4.70E-001,3.97E-001,3.84E-001,3.39E-001,1.60E-001,5.57E+000,1.55E+001,-1.34E+001,46.6314,63.7703,418.339
146,5.64E-001,5.94E-001,6.70E-001,9.37E-001,2.04E-001,4.59E-001,3.24E-001,2.22E-001,3.15E-001,3.47E-001,1.08E+001,-1.07E+000,58.9386,78.2201,823.285
147,4.84E-001,5.62E-001,1.43E-001,8.54E-001,9.87E-001,1.80E-001,3.36E-001,2.02E-001,3.06E-001,2.95E+000,7.47E+000,3.38E+000,50.2638,62.0506,760.968
148,1.13E-001,7.64E-001,1.25E-001,4.53E-001,9.52E-001,8.39E-001,3.95E-001,3.10E-001,1.85E-001,5.77E+000,2.58E+001,2.54E+000,60.2872,265.479,992.09
149,2.65E-001,3.27E-001,7.42E-001,3.03E-001,4.14E-001,5.48E-001,2.64E-001,2.66E-001,1.12E-001,7.76E+000,2.90E-001,-7.85E+000,40.8096,27.8277,425.54
150,1.07E-002,7.99E-001,4.55E-001,2.91E-001,7.45E-001,5.88E-001,3.21E-001,2.46E-001,2.84E-001,9.61E-001,1.49E+001,-7.68E+000,62.4358,142.518,991.289
151,3.45E-001,1.65E-001,4.99E-001,7.80E-001,6.51E-001,4.67E-001,3.36E-001,2.31E-001,1.72E-001,4.00E+000,2.88E+001,-1.40E+001,40.8823,92.5858,370.951
152,5.52E-001,4.48E-001,7.15E-001,4.86E-001,9.35E-001,5.06E-002,2.44E-001,3.11E-001,3.14E-001,9.22E+000,2.59E+001,1.76E+000,47.6764,202.424,697.015
153,4.98E-001,6.41E-001,5.12E-001,1.34E-001,7.34E-002,3.48E-001,3.64E-001,2.47E-001,2.14E-001,4.39E+000,3.64E+001,3.16E+000,54.562,230.98,690.695
154,2.74E-001,6.70E-001,7.40E-001,2.23E-001,5.15E-002,1.56E-001,2.97E-001,3.97E-001,2.57E-001,1.03E+000,3.35E+001,-9.96E+000,54.6933,189.472,650.341
155,2.73E-001,6.38E-001,5.67E-001,7.49E-001,4.79E-001,3.14E-001,3.14E-001,3.94E-001,2.45E-001,2.70E-001,3.49E+001,1.09E+000,54.2702,218.39,787.877
156,2.17E-001,6.77E-001,6.29E-001,3.82E-001,7.85E-001,9.45E-001,3.34E-001,2.34E-001,2.55E-001,8.24E+000,1.54E+001,-2.20E+000,58.5226,210.164,989.745
157,7.84E-001,3.90E-001,4.46E-001,8.39E-002,2.32E-001,7.83E-001,3.49E-001,3.98E-001,1.17E-001,1.06E+000,2.73E+001,-9.02E+000,51.8769,98.6221,672.499
158,4.05E-001,5.99E-001,4.50E-002,4.78E-001,1.35E-001,8.29E-001,3.60E-001,3.43E-001,1.10E-001,9.63E+000,3.79E+001,-1.47E+001,51.8262,231.903,671.079
159,1.50E-001,7.47E-001,4.10E-001,6.79E-001,3.85E-001,1.04E-001,2.34E-001,2.06E-001,3.41E-001,3.67E+000,1.79E+001,-1.95E+000,48.6732,124.928,643.212
160,7.25E-001,4.52E-002,2.45E-001,3.37E-001,2.29E-001,8.75E-001,3.19E-001,2.55E-001,3.55E-001,3.53E+000,2.23E+001,-8.19E+000,44.7396,44.1751,322.682
161,5.19E-001,3.98E-001,5.50E-001,6.30E-001,1.11E-001,4.59E-001,3.86E-001,2.29E-001,2.61E-001,7.88E+000,1.12E+001,-6.04E+000,51.9447,104.17,648.511
162,1.92E-002,6.30E-001,2.69E-001,8.06E-001,2.77E-001,8.80E-001,2.39E-001,3.97E-001,2.77E-001,5.60E+000,2.07E+001,-1.11E+001,45.3564,114.584,495.001
163,7.01E-001,5.57E-001,2.69E-001,9.69E-001,2.88E-001,8.83E-001,2.05E-001,2.01E-001,3.16E-001,2.30E+000,1.24E+001,-1.06E+001,41.7276,56.0285,573.924
164,3.51E-002,4.33E-001,8.59E-002,2.67E-001,6.38E-001,6.13E-001,3.00E-001,2.85E-001,2.52E-001,9.65E+000,1.39E+001,-1.29E+001,43.9542,93.6892,470.47
165,3.04E-001,6.90E-001,4.61E-001,5.45E-001,5.78E-001,6.96E-001,3.16E-001,2.83E-001,3.89E-001,3.94E+000,3.61E+001,-1.28E+001,55.6344,287.489,844.581
166,6.55E-001,6.07E-001,3.45E-001,7.55E-001,5.69E-001,1.41E-001,2.45E-001,2.14E-001,3.45E-001,4.44E+000,3.41E+001,-3.37E+000,45.5361,197.299,720.431
167,7.58E-001,2.36E-001,5.72E-001,6.49E-001,9.81E-001,2.43E-002,2.39E-001,2.60E-001,3.69E-001,4.36E-001,1.66E+000,-4.52E+000,47.8162,1.6394,555.274
168,2.29E-001,7.14E-001,5.56E-001,9.70E-003,9.65E-001,6.12E-001,3.69E-001,3.95E-001,3.31E-001,5.10E+000,2.93E+001,1.91E+000,64.2839,312.4,998.953
169,2.20E-001,2.76E-001,6.09E-001,5.38E-001,1.54E-001,1.96E-001,3.25E-001,3.33E-001,3.44E-001,2.15E+000,3.99E+000,-6.84E+000,51.7541,19.9522,449.991
170,1.99E-001,5.54E-001,7.77E-001,5.08E-001,1.50E-001,8.52E-001,3.97E-001,3.59E-001,2.46E-001,7.17E+000,2.93E+001,-8.52E+000,60.3725,255.03,746.333
171,7.66E-001,2.43E-003,6.95E-001,7.42E-002,1.77E-002,2.81E-001,3.03E-001,2.53E-001,2.34E-001,4.85E+000,2.38E+001,-3.61E+000,43.9369,61.4468,299.913
172,3.38E-001,4.50E-001,4.23E-001,5.02E-001,6.31E-001,1.62E-001,2.43E-001,3.90E-001,3.72E-001,3.75E+000,3.53E+001,3.49E+000,45.7851,173.306,570.927
173,1.88E-001,7.21E-001,3.49E-001,4.65E-001,6.56E-001,9.32E-001,3.06E-001,3.49E-001,1.67E-001,4.91E+000,3.92E+001,3.32E+000,51.9976,299.988,802.287
174,2.31E-001,2.04E-001,7.59E-001,3.31E-001,4.93E-001,4.48E-001,3.51E-001,2.29E-001,3.78E-001,5.67E+000,9.33E+000,-1.85E+000,54.1303,71.4654,498.622
175,6.64E-001,5.03E-002,2.43E-001,3.69E-001,2.63E-001,1.18E-001,2.39E-001,3.99E-001,3.69E-001,5.73E-001,3.81E+001,5.39E-001,43.3828,21.8471,332.959
176,3.31E-001,1.78E-001,3.65E-001,6.41E-001,7.13E-001,4.32E-002,2.13E-001,2.44E-001,1.87E-001,3.44E+000,2.55E+001,-8.07E+000,34.6416,55.1527,275.573
177,6.31E-001,5.98E-001,4.30E-001,6.68E-001,8.19E-001,7.40E-001,3.41E-001,2.25E-001,1.26E-001,7.79E+000,1.86E+001,-6.37E+000,51.5864,202.131,960.039
178,1.47E-001,7.05E-002,7.43E-001,1.03E-001,7.02E-001,8.02E-001,3.84E-001,2.66E-001,1.28E-001,2.67E+000,3.97E+001,1.19E+000,40.7516,82.5464,183.861
179,6.99E-001,6.45E-001,3.47E-001,4.23E-002,1.23E-001,4.93E-001,2.34E-001,3.32E-001,1.37E-001,7.69E+000,3.08E+001,1.81E+000,45.5347,166.994,627.516
180,6.81E-001,2.98E-001,1.46E-001,8.84E-001,9.53E-001,7.17E-001,2.21E-001,2.03E-001,3.27E-001,8.47E+000,3.83E+001,-9.18E+000,36.8738,122.8,430.401
181,2.94E-001,4.54E-001,1.33E-001,8.76E-001,8.18E-001,5.84E-001,3.05E-001,3.33E-001,1.12E-001,1.72E-001,3.03E+001,4.06E+000,43.2051,126.453,632.4
182,6.49E-001,6.05E-001,4.58E-001,6.18E-001,1.55E-001,9.42E-001,3.33E-001,2.67E-001,1.99E-001,4.28E+000,2.62E+001,-4.84E+000,52.8661,174.43,798.071
183,2.05E-001,2.39E-001,2.54E-001,1.98E-001,9.60E-001,9.46E-001,2.77E-001,3.58E-001,1.97E-001,1.21E+000,3.98E+001,-1.76E+000,39.3045,95.6959,311.172
184,2.99E-001,6.02E-001,4.85E-001,7.01E-001,6.91E-001,1.88E-001,2.74E-001,2.10E-001,1.11E-001,5.78E+000,2.72E+001,-1.01E+001,43.5954,183.893,686.183
185,4.58E-002,7.55E-001,3.83E-001,8.13E-001,2.18E-001,3.87E-001,2.42E-001,2.12E-001,2.21E-001,1.82E+000,1.90E+001,-1.49E+001,46.0642,100.951,552.063
186,5.74E-001,3.29E-001,2.63E-001,7.15E-001,2.59E-001,9.21E-001,2.54E-001,3.73E-001,2.48E-001,5.50E+000,2.00E+001,-4.75E+000,44.7486,85.5911,568.938
187,4.97E-002,1.63E-001,4.03E-001,3.09E-001,7.29E-001,9.77E-001,2.16E-001,3.19E-001,1.75E-001,1.07E-001,2.44E+001,-1.24E+001,35.1264,50.9436,202.062
188,4.47E-001,3.66E-001,4.74E-001,5.21E-001,7.00E-001,7.30E-001,2.71E-001,2.92E-001,3.41E-001,2.35E+000,1.00E+001,-1.04E+001,48.4728,62.5436,654.794
189,7.83E-001,7.26E-001,3.79E-001,6.13E-001,9.49E-001,6.69E-001,2.48E-001,2.58E-001,2.86E-001,5.11E+000,2.40E+001,-3.28E+000,51.0696,200.371,941.524
190,3.96E-001,6.57E-001,2.64E-001,3.68E-001,4.28E-001,3.75E-001,2.84E-001,3.77E-001,3.86E-001,2.70E+000,1.57E+001,2.94E+000,56.2233,108.784,793.757
191,4.53E-001,5.23E-001,2.91E-001,7.59E-002,4.17E-001,1.16E-001,2.68E-001,3.79E-001,1.51E-001,5.69E+000,1.15E+001,-3.39E+000,46.3574,78.7439,619.771
192,6.90E-001,1.05E-001,2.23E-001,1.14E-001,7.73E-001,3.40E-001,2.14E-001,2.22E-001,2.66E-001,9.47E+000,2.49E+001,-1.34E+001,35.5991,61.1963,276.308
193,4.97E-003,7.46E-001,1.39E-001,1.18E-001,1.88E-001,7.92E-001,3.89E-001,2.06E-001,3.56E-001,3.27E+000,1.82E+001,-1.46E+001,60.9773,129.987,731.636
194,5.73E-001,3.25E-001,6.58E-001,1.90E-002,6.50E-001,1.24E-001,2.43E-001,3.72E-001,1.68E-001,3.93E+000,8.00E+000,8.02E-001,44.5563,46.9778,549.764
195,7.20E-001,3.98E-001,9.37E-002,3.66E-001,8.84E-002,6.64E-001,2.56E-001,2.41E-001,3.61E-001,4.98E+000,3.33E+001,-1.12E+001,42.3219,95.4012,463.086
196,4.60E-001,7.65E-001,1.96E-001,6.94E-001,1.34E-001,2.51E-001,2.76E-001,2.30E-001,1.63E-001,6.51E-001,3.81E+001,4.97E+000,48.1936,172.449,649.815
197,3.40E-001,2.98E-001,3.37E-001,9.73E-001,6.54E-001,3.53E-001,2.23E-001,3.26E-001,3.79E-001,1.88E+000,3.74E+001,-2.29E+000,40.0396,113.236,402.523
198,2.54E-001,4.85E-001,2.30E-001,3.52E-002,8.61E-001,9.16E-001,2.24E-001,3.85E-001,2.58E-001,2.17E+000,3.32E+001,-8.22E+000,40.9525,132.469,492.715
199,5.41E-001,3.05E-001,7.65E-001,6.90E-001,6.82E-001,4.33E-001,3.97E-001,2.27E-001,3.58E-001,1.58E+000,5.37E+000,-9.25E+000,58.4582,44.0122,774.636
200,1.31E-001,1.10E-002,2.05E-002,3.40E-001,4.00E-001,8.06E-001,2.42E-001,3.51E-001,3.41E-001,6.63E+000,1.92E+001,2.52E+000,39.799,7.80909,73.2858
201,3.78E-001,7.47E-001,2.57E-001,1.56E-001,2.30E-001,5.46E-002,3.00E-001,3.74E-001,2.44E-001,2.71E+000,7.07E+000,-1.89E-001,57.782,55.5632,771.47
202,6.52E-001,6.11E-001,2.07E-001,2.42E-001,8.67E-001,6.57E-001,3.25E-001,3.90E-001,1.18E-001,9.91E-001,1.78E+001,-1.48E+001,54.8362,99.548,946.335
203,7.87E-001,3.64E-001,5.38E-004,3.26E-001,8.51E-001,7.64E-002,2.41E-001,3.94E-001,1.43E-001,8.55E+000,2.85E+001,-4.54E+000,44.9555,126.085,628.905
204,7.61E-001,3.37E-001,4.27E-003,7.25E-001,5.49E-001,8.37E-001,3.34E-001,3.97E-001,1.52E-001,2.25E+000,1.74E+001,-1.41E+001,52.6384,51.3155,739.765
205,5.11E-001,3.73E-001,2.84E-001,9.65E-001,9.42E-001,4.84E-001,3.76E-001,3.21E-001,1.73E-001,9.92E+000,9.79E+000,-5.70E+000,49.4685,119.053,714.177
206,7.48E-001,5.22E-001,2.50E-001,2.86E-002,4.96E-001,6.28E-001,3.39E-001,2.56E-001,1.07E-001,5.56E+000,1.30E+001,4.04E+000,48.329,107.638,761.832
207,3.73E-002,7.93E-001,6.46E-002,4.23E-001,7.97E-001,8.49E-001,2.56E-001,2.59E-001,3.74E-001,2.42E+000,1.06E+001,-9.66E+000,51.8285,77.2965,757.161
208,7.89E-001,1.80E-002,7.18E-001,9.15E-001,2.02E-001,3.88E-001,3.94E-001,2.40E-001,2.10E-001,1.12E+000,5.84E+000,-6.34E+000,49.3475,14.2275,402.901
209,3.54E-001,3.51E-001,6.40E-001,2.88E-002,1.79E-001,5.45E-001,3.30E-001,3.63E-001,1.85E-001,8.20E+000,1.07E+001,-2.57E+000,48.8916,86.9474,537.348
210,3.77E-001,2.73E-001,4.79E-001,6.42E-001,4.30E-001,8.31E-001,2.43E-001,2.04E-001,3.39E-001,7.58E+000,2.95E+001,3.27E+000,40.8439,147.276,418.142
211,8.54E-002,5.14E-001,1.52E-001,9.25E-001,2.69E-001,3.60E-001,2.33E-001,3.65E-001,2.93E-001,9.99E+000,2.89E+001,-1.16E+001,40.7023,128.401,393.322
212,6.40E-002,6.99E-001,7.21E-001,8.47E-001,5.42E-001,1.72E-001,3.28E-001,3.90E-001,2.75E-001,9.31E+000,3.45E+001,4.87E+000,59.3032,338.076,805.243
213,6.99E-001,3.65E-001,4.04E-001,2.88E-001,1.49E-001,4.63E-002,2.30E-001,2.33E-001,1.14E-001,1.29E+000,2.38E+001,2.23E+000,37.2882,56.519,420.342
214,5.28E-001,2.65E-001,2.77E-002,3.78E-001,2.85E-001,6.64E-002,2.44E-001,2.73E-001,1.62E-001,4.10E+000,1.40E+001,3.84E+000,38.2792,35.6607,349.54
215,2.37E-001,1.03E-001,2.36E-001,5.53E-001,3.87E-001,7.18E-001,3.02E-001,3.37E-001,1.97E-001,8.42E+000,1.93E+001,-3.83E+000,40.6458,52.1546,244.588
216,1.46E-001,5.96E-001,7.12E-001,6.78E-001,9.16E-001,2.95E-001,3.36E-001,2.77E-001,1.12E-001,1.51E+000,2.79E+001,-9.63E+000,49.965,191.218,768.561
217,5.97E-001,6.37E-001,4.02E-001,6.91E-001,7.94E-001,6.81E-001,2.61E-001,3.35E-001,3.82E-001,2.21E+000,6.79E+000,-8.58E-001,57.6888,64.7486,1003.51
218,4.74E-001,2.89E-001,2.93E-001,2.80E-001,2.36E-001,2.69E-002,3.29E-001,3.73E-001,1.95E-001,6.45E+000,2.65E+001,-1.29E+001,45.3939,98.338,465.747
219,1.22E-001,1.13E-002,2.82E-001,3.91E-001,4.50E-001,9.04E-001,2.90E-001,2.77E-001,1.67E-001,8.93E+000,2.11E+001,-7.17E+000,37.6249,28.219,107.207
220,7.75E-001,4.30E-001,1.34E-003,7.36E-002,8.56E-001,6.70E-001,2.27E-001,2.27E-001,2.25E-001,9.66E-001,3.48E+001,3.37E+000,39.538,99.7548,515.385
221,7.90E-001,5.57E-002,2.43E-001,5.07E-001,6.28E-001,4.24E-001,2.92E-001,2.46E-001,2.79E-001,2.05E+000,2.27E+001,-1.40E+001,42.9459,30.37,347.701
222,1.60E-001,6.05E-001,4.40E-002,7.59E-001,6.65E-001,8.50E-001,3.37E-001,2.66E-001,3.72E-001,2.50E+000,5.58E+000,-1.36E+001,54.1082,43.2827,742.849
223,7.40E-001,4.58E-001,7.38E-001,3.39E-001,5.04E-002,3.37E-001,3.26E-001,2.46E-001,2.04E-001,5.88E+000,5.46E-001,-5.14E+000,53.674,39.2277,694.218
224,5.30E-002,4.95E-001,2.27E-001,1.43E-001,5.15E-001,1.84E-001,2.48E-001,3.67E-001,2.70E-001,1.17E+000,3.67E+001,-4.57E+000,42.1999,138.221,416.567
225,7.96E-001,4.11E-001,1.26E-001,5.55E-002,5.18E-001,1.10E-001,3.23E-001,3.44E-001,2.57E-001,7.19E+000,3.04E+001,-1.75E-001,50.4242,163.229,678.756
226,6.59E-001,6.02E-001,6.79E-001,3.39E-001,2.09E-001,3.28E-001,3.12E-001,2.63E-001,2.39E-001,9.21E+000,1.06E+001,6.59E-001,56.0491,138.999,820.869
227,4.94E-001,2.41E-001,4.53E-001,7.90E-001,5.52E-001,7.25E-001,2.72E-001,3.96E-001,2.85E-001,1.13E+000,3.96E+001,-2.76E+000,44.1953,120.727,527.858
228,6.07E-001,1.27E-001,4.47E-001,4.97E-001,6.43E-001,7.04E-001,3.91E-001,2.99E-001,2.49E-001,5.31E+000,3.05E+001,-4.28E+000,47.2146,114.587,472.361
229,6.11E-001,1.45E-001,3.12E-001,1.74E-001,3.88E-001,7.60E-001,2.34E-001,3.89E-001,2.50E-001,4.63E+000,2.70E+001,-3.54E+000,41.1639,64.7445,382.061
230,2.35E-001,5.17E-002,3.55E-001,7.82E-001,5.34E-001,8.55E-002,3.53E-001,3.20E-001,2.06E-001,7.06E+000,2.21E+000,-1.35E+001,44.5198,15.5532,214.221
231,3.26E-001,7.61E-001,4.17E-001,1.35E-001,4.24E-001,2.75E-001,2.09E-001,2.74E-001,2.81E-001,3.63E+000,3.06E+001,-1.37E+001,43.9569,164.935,603.905
232,2.37E-001,1.61E-001,7.68E-001,6.77E-001,1.37E-001,1.33E-001,2.37E-001,3.22E-001,2.08E-001,7.94E+000,1.54E-001,4.49E+000,42.2766,21.3848,317.232
233,7.08E-001,2.13E-001,5.74E-001,9.57E-001,4.90E-002,9.40E-001,3.54E-001,3.81E-001,3.68E-001,6.72E+000,2.63E+001,-7.92E+000,53.5151,152.344,661.857
234,2.42E-001,1.84E-001,3.27E-001,4.85E-001,7.03E-001,3.14E-001,3.50E-001,2.75E-001,2.02E-001,2.27E+000,2.19E+001,5.63E-001,43.3055,65.5573,350.041
235,3.53E-001,5.87E-001,3.88E-001,6.34E-001,4.43E-001,3.04E-002,3.45E-001,2.86E-001,2.26E-001,7.43E+000,3.61E+001,1.64E+000,51.6573,256.221,731.565
236,3.63E-001,3.48E-001,1.36E-001,7.12E-001,2.89E-001,6.02E-001,3.45E-001,2.61E-001,1.20E-001,1.53E+000,2.74E+001,-5.26E+000,42.3859,84.2859,463.845
237,4.21E-001,4.42E-001,2.75E-001,9.48E-001,3.62E-001,6.40E-001,2.86E-001,2.25E-001,3.64E-001,8.85E+000,3.82E+001,-1.30E+001,42.4532,191.251,517.448
238,5.86E-001,7.20E-001,6.89E-001,5.56E-001,1.67E-001,6.78E-001,2.14E-001,3.05E-001,1.64E-001,8.22E+000,3.14E+000,-6.26E+000,49.5144,74.0851,749.324
239,7.59E-001,7.33E-001,7.71E-001,5.63E-001,3.05E-001,7.84E-002,3.75E-001,2.60E-001,1.42E-001,3.96E-001,7.21E+000,-6.44E+000,66.0692,51.0436,1067.42
240,6.62E-001,7.32E-002,7.19E-001,5.52E-001,2.82E-001,9.40E-001,3.78E-001,3.05E-001,1.83E-001,2.09E+000,1.40E+001,-4.18E+000,48.8564,44.3117,462.127
241,5.04E-001,7.03E-001,7.53E-003,1.30E-001,6.06E-001,5.62E-001,2.96E-001,3.69E-001,3.89E-001,9.19E+000,1.98E+001,-1.37E+001,55.237,181.615,839.468
242,2.81E-001,1.48E-001,2.78E-001,2.43E-001,7.77E-001,7.91E-001,2.94E-001,3.82E-001,3.98E-001,1.93E+000,3.84E+001,2.59E+000,43.9905,102.136,320.34
243,4.76E-001,1.07E-001,3.10E-001,3.29E-001,1.26E-002,6.35E-001,2.85E-001,3.19E-001,2.70E-001,3.98E+000,3.27E+001,1.46E+000,41.4261,65.6795,292.673
244,1.94E-001,2.75E-001,6.14E-001,6.03E-001,5.95E-001,2.58E-002,2.07E-001,3.93E-001,3.44E-001,8.44E+000,2.67E+001,4.43E+000,42.8676,130.723,398.946
245,1.71E-001,3.89E-001,5.32E-001,4.08E-002,4.80E-001,1.11E-001,3.90E-001,2.09E-001,3.34E-001,5.86E-002,5.32E+000,6.90E-001,54.4881,30.0075,574.807
246,3.42E-001,7.67E-001,3.17E-001,2.70E-001,4.57E-001,6.00E-002,2.79E-001,3.55E-001,3.62E-001,3.61E+000,4.23E+000,-1.28E+000,58.3475,53.3598,865.344
247,4.80E-001,7.19E-001,7.45E-001,9.68E-001,5.01E-001,1.49E-001,3.18E-001,3.50E-001,2.71E-001,7.30E+000,3.38E+001,-5.18E+000,60.853,322.864,970.972
248,6.37E-001,2.56E-001,1.73E-002,4.91E-001,3.00E-001,7.06E-001,2.53E-001,3.02E-001,1.71E-001,5.27E+000,1.51E+001,1.43E+000,41.0813,46.3591,423.785
249,1.64E-001,7.90E-001,7.03E-001,6.22E-001,8.96E-001,4.83E-001,3.03E-001,3.43E-001,1.39E-001,3.79E-001,2.53E+000,-1.27E+000,58.2915,20.5099,985.633
250,2.26E-001,6.29E-001,1.40E-001,9.93E-001,4.77E-001,4.64E-001,2.16E-001,2.39E-001,3.91E-001,9.25E+000,3.10E+000,-1.75E+000,44.8151,59.7932,541.737
251,3.82E-001,2.99E-001,1.47E-001,1.19E-001,3.79E-001,6.67E-001,3.54E-001,3.31E-001,3.88E-001,6.22E+000,3.10E+001,-8.63E+000,47.4766,120.995,452.124
252,2.92E-001,4.87E-001,3.74E-001,2.37E-001,7.62E-001,2.24E-001,3.61E-001,2.41E-001,2.31E-001,5.64E+000,3.58E+001,-1.72E+000,49.0903,246.248,696.393
253,4.24E-002,3.94E-001,3.01E-001,5.92E-001,1.27E-001,9.34E-001,2.14E-001,3.03E-001,1.20E-001,3.37E+000,1.23E+001,-6.98E+000,37.103,36.8447,279.246
254,4.86E-001,5.71E-001,6.62E-001,7.66E-001,6.60E-001,1.45E-001,2.25E-001,3.60E-001,2.51E-001,8.43E+000,3.65E+000,-8.69E+000,49.3444,84.2645,809.224
255,7.81E-001,2.54E-001,3.77E-001,2.56E-001,3.34E-001,6.77E-001,2.32E-001,3.63E-001,3.00E-001,5.52E+000,1.58E+000,-1.16E+001,47.424,30.3818,561.149
256,1.38E-001,3.33E-001,3.44E-001,8.15E-001,7.81E-001,7.32E-001,2.27E-001,3.37E-001,2.97E-001,7.99E+000,3.86E+001,-1.49E+001,38.1303,149.435,369.516
257,9.71E-002,3.39E-001,5.19E-001,9.42E-002,3.29E-001,1.58E-001,3.54E-001,2.35E-001,2.99E-001,5.62E+000,2.43E+001,-1.32E+001,46.7234,125.126,444.435
258,4.76E-001,6.84E-001,6.24E-001,4.81E-001,2.54E-002,8.77E-001,3.62E-001,3.78E-001,3.65E-001,8.06E+000,1.70E+001,-5.36E+000,67.4172,211.099,999.381
259,5.77E-002,4.90E-001,5.80E-001,2.01E-001,5.58E-001,9.30E-001,2.31E-001,2.89E-001,2.59E-001,3.48E+000,2.67E+001,-8.75E+000,42.2015,155.84,504.081
260,7.69E-001,2.27E-001,1.67E-001,3.31E-001,8.40E-001,3.55E-001,2.91E-001,3.50E-001,1.37E-001,6.51E+000,1.96E+001,-1.49E+001,44.5091,76.7829,539.829
261,1.01E-001,1.41E-001,5.22E-001,5.05E-001,6.92E-001,1.82E-001,2.82E-001,3.19E-001,3.60E-001,6.78E+000,8.96E+000,3.70E+000,46.7874,43.88,307.214
262,6.19E-001,4.61E-001,6.48E-001,7.42E-001,6.33E-001,5.21E-002,2.36E-001,2.21E-001,2.16E-001,9.28E+000,4.16E+000,3.11E+000,44.4685,82.2703,667.758
263,5.06E-001,1.33E-001,6.68E-001,2.49E-001,6.99E-001,9.26E-001,3.23E-001,2.20E-001,3.20E-001,8.03E+000,5.73E+000,-1.26E+001,47.231,50.093,462.026
264,4.68E-001,1.12E-001,4.73E-001,8.32E-002,2.23E-001,1.17E-001,2.81E-001,3.27E-001,1.09E-001,4.77E-001,2.76E+001,-5.86E+000,38.5866,32.6911,255.997
265,1.92E-001,2.08E-001,4.46E-001,2.83E-003,4.75E-001,5.22E-001,3.33E-001,2.97E-001,1.83E-001,2.61E+000,2.39E+001,-1.47E+001,42.3322,77.3388,333.991
266,1.03E-001,1.31E-001,5.07E-001,9.26E-001,1.84E-001,2.17E-001,2.55E-001,2.93E-001,2.92E-001,1.02E+000,3.03E+001,-8.88E+000,39.0899,68.2255,204.124
267,7.35E-001,4.77E-001,2.45E-001,3.12E-001,4.48E-002,8.43E-001,2.08E-001,3.65E-001,2.65E-001,1.27E-001,8.53E+000,4.19E+000,47.1669,17.6262,586.695
268,5.04E-001,3.71E-001,4.62E-001,8.67E-001,3.26E-001,4.46E-001,2.29E-001,3.83E-001,3.71E-001,4.79E+000,8.58E+000,-5.90E-003,48.4959,62.9623,641.836
269,4.45E-001,7.32E-001,7.17E-002,2.44E-001,1.76E-001,7.34E-001,3.99E-001,2.45E-001,1.96E-001,2.88E+000,3.55E+001,-8.43E+000,60.5847,227.739,800.832
