eval_id,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,obj_fn_1,obj_fn_2,nln_ineq_con_1
270,7.81E-001,5.38E-001,4.75E-001,9.09E-001,7.67E-001,9.59E-004,3.87E-001,3.99E-001,2.68E-001,5.15E+000,3.50E+001,-1.17E+001,63.4377,279.078,1120.9
271,2.04E-001,4.04E-001,2.15E-001,5.89E-001,8.20E-001,4.80E-001,2.75E-001,3.70E-001,2.69E-001,8.27E+000,3.88E+000,-9.30E+000,45.6694,57.2978,554.806
272,6.31E-001,7.50E-003,1.59E-001,2.97E-001,7.64E-001,2.80E-001,2.74E-001,2.14E-001,1.16E-001,9.05E+000,1.94E+001,-5.84E+000,35.8943,27.9362,181.474
273,4.21E-001,1.07E-001,8.99E-002,8.33E-001,9.09E-001,8.34E-001,2.03E-001,3.24E-001,2.46E-001,7.61E+000,1.60E+001,-3.52E+000,37.4469,40.0971,288.337
274,7.45E-001,6.31E-001,6.91E-001,1.16E-001,2.48E-001,6.03E-001,3.31E-001,2.74E-001,1.28E-001,2.82E+000,1.97E+001,-1.04E-001,54.7931,141.404,842.728
275,1.29E-001,6.54E-001,4.72E-001,2.22E-001,4.55E-001,5.05E-001,3.58E-001,3.12E-001,3.52E-001,4.72E-001,2.57E+001,1.26E+000,62.1668,199.615,813.294
276,2.58E-001,3.35E-003,1.86E-001,8.41E-001,9.22E-001,3.27E-001,2.83E-001,3.58E-001,2.11E-001,9.33E+000,2.37E+001,-8.13E+000,39.639,33.8333,167.355
277,2.27E-001,5.87E-001,6.64E-001,5.11E-002,2.51E-001,1.12E-001,3.26E-001,3.82E-001,2.75E-001,8.10E+000,2.50E+001,-1.41E+001,54.6591,199.614,689.276
278,7.76E-001,5.21E-001,2.41E-001,5.64E-001,2.08E-002,5.57E-002,2.19E-001,2.75E-001,1.93E-001,5.05E+000,3.42E+001,-8.48E+000,41.8833,114.039,568.92
279,8.61E-002,6.90E-001,3.39E-001,8.51E-001,4.20E-001,6.84E-001,2.91E-001,2.61E-001,3.83E-001,2.10E+000,3.06E+001,-8.60E+000,52.1589,201.308,675.408
280,3.39E-001,1.56E-001,4.01E-001,1.87E-001,1.51E-001,1.93E-001,3.18E-001,2.94E-001,2.95E-001,1.98E+000,9.07E+000,-4.16E+000,46.3594,24.6872,308.474
281,5.33E-001,7.81E-001,5.13E-001,4.28E-001,7.59E-001,4.79E-001,3.58E-001,2.95E-001,1.82E-001,9.78E+000,3.17E+000,-7.59E-001,66.1443,143.517,1228.31
282,6.41E-001,1.66E-001,7.35E-001,5.27E-001,8.64E-002,6.87E-001,3.04E-001,2.62E-001,1.21E-001,4.86E+000,2.43E+001,-1.14E+001,41.7151,82.7261,425.426
283,6.74E-001,2.43E-001,6.01E-001,5.50E-001,9.97E-001,6.38E-001,2.24E-001,3.12E-001,2.52E-001,8.50E+000,9.63E+000,-6.58E+000,44.5457,82.8552,579.19
284,7.14E-001,4.08E-002,3.58E-001,3.48E-001,5.03E-001,1.76E-002,2.28E-001,3.74E-001,3.40E-001,4.18E+000,2.01E+001,-3.59E+000,44.2212,37.0194,375.063
285,2.64E-001,4.36E-001,2.81E-001,4.04E-001,3.65E-001,8.19E-001,3.76E-001,2.98E-001,2.42E-001,6.49E+000,1.03E+001,2.65E+000,50.5876,88.9091,624.642
286,1.20E-001,5.38E-001,1.16E-001,9.86E-001,8.82E-001,9.53E-001,2.68E-001,3.44E-001,3.21E-001,5.08E+000,2.57E+001,-7.96E+000,45.1894,140.76,572.95
287,5.38E-002,2.81E-001,7.04E-001,5.75E-001,9.83E-001,8.60E-001,2.04E-001,3.02E-001,2.44E-001,6.39E+000,3.52E+001,-1.22E+001,37.0278,146.712,303.696
288,4.37E-001,4.64E-001,1.06E-001,4.26E-002,3.05E-001,8.13E-002,3.17E-001,3.42E-001,2.97E-001,5.82E+000,1.99E+001,3.57E-001,49.4184,103.998,564.348
289,6.77E-001,3.39E-004,6.19E-001,6.98E-001,4.31E-001,5.77E-001,3.08E-001,3.33E-001,3.05E-001,9.25E+000,1.82E+001,-5.94E+000,49.0966,92.6753,459.497
290,7.46E-001,3.36E-001,7.29E-001,1.62E-001,9.93E-002,7.90E-001,2.88E-001,2.20E-001,2.03E-001,6.02E+000,1.80E+001,-1.18E+001,45.0546,111.804,561.343
291,5.79E-001,5.55E-001,3.97E-002,9.36E-001,3.35E-001,3.85E-001,3.57E-001,3.57E-001,3.63E-001,9.37E+000,1.48E+001,-8.59E+000,57.0622,148.673,812.774
292,7.56E-001,3.91E-001,7.71E-002,9.44E-001,4.81E-002,2.45E-001,3.02E-001,3.12E-001,1.10E-001,1.96E+000,2.56E+001,-7.49E+000,46.7331,64.3858,592.094
293,7.64E-002,5.76E-001,6.45E-001,2.72E-001,5.62E-001,5.50E-001,3.23E-001,3.74E-001,1.30E-001,8.19E+000,6.41E+000,-1.20E+001,52.5331,89.3818,718.682
294,3.20E-001,1.95E-001,5.66E-001,3.94E-001,7.15E-001,3.81E-002,2.56E-001,2.83E-001,1.57E-001,5.98E-001,3.49E+001,-1.16E+001,36.9403,79.8959,316.52
295,1.63E-001,7.70E-001,3.54E-001,1.42E-001,8.34E-002,7.97E-001,3.46E-001,2.96E-001,3.94E-001,5.06E+000,3.00E+001,-1.22E+001,60.3343,230.675,745.02
296,3.29E-001,1.38E-001,6.22E-002,1.16E-001,8.05E-001,4.04E-001,3.57E-001,2.37E-001,2.23E-001,6.41E+000,5.87E+000,-1.50E+001,42.5351,24.8185,264.692
297,5.35E-001,1.39E-001,1.57E-001,7.81E-001,8.32E-001,1.68E-001,3.30E-001,2.85E-001,3.35E-001,7.45E+000,1.98E+001,-2.71E-001,45.4336,73.2781,419.03
298,8.83E-002,2.87E-001,8.42E-002,8.99E-001,7.54E-001,7.63E-001,2.34E-001,2.89E-001,2.09E-001,4.59E+000,1.53E+001,1.67E+000,38.2778,49.8042,305.508
299,2.03E-001,5.63E-001,1.86E-002,2.26E-002,4.39E-001,7.05E-002,2.65E-001,3.84E-001,3.79E-001,9.50E+000,1.42E+000,-7.00E+000,48.021,56.1229,539.405
300,8.70E-003,3.34E-001,3.85E-001,2.04E-001,5.76E-001,8.73E-001,2.04E-001,3.52E-001,1.97E-001,7.62E+000,2.78E+001,-1.02E+001,36.4255,103.668,293.973
301,1.69E-001,5.27E-001,1.35E-001,4.95E-001,9.84E-001,8.94E-001,3.96E-001,3.41E-001,1.55E-001,1.73E+000,1.39E+001,-1.19E+001,52.7899,81.6976,716.009
302,7.91E-001,3.71E-001,5.16E-001,4.18E-001,9.29E-003,3.44E-001,3.94E-001,2.17E-001,3.77E-001,1.57E+000,3.75E+001,-1.14E+001,50.9068,171.296,620.608
303,1.79E-001,6.65E-001,6.73E-001,6.45E-001,6.48E-001,9.61E-001,2.05E-001,2.93E-001,1.46E-001,7.08E+000,2.94E+001,-3.09E+000,41.2079,199.958,612.831
304,1.20E-001,4.72E-001,7.76E-001,4.73E-001,1.54E-002,2.12E-001,3.03E-001,2.63E-001,1.56E-001,7.51E+000,1.41E+001,1.66E-001,45.8861,96.1646,490.98
305,1.22E-001,5.17E-001,2.97E-001,9.17E-001,3.53E-001,1.24E-001,3.78E-001,2.16E-001,3.64E-001,3.84E+000,3.37E+001,-2.51E+000,51.7458,196.365,597.088
306,2.82E-002,3.02E-001,5.97E-001,2.95E-001,9.84E-002,5.78E-002,3.68E-001,2.18E-001,2.77E-001,6.68E-001,1.11E+001,-1.36E+001,48.2546,43.976,381.358
307,4.41E-001,5.74E-001,7.74E-001,2.12E-001,3.92E-001,4.26E-001,3.01E-001,2.42E-001,2.64E-001,3.60E+000,2.75E+001,1.24E+000,53.2471,209.582,737.593
308,1.52E-001,5.29E-001,5.78E-001,5.78E-001,9.89E-001,4.99E-001,2.76E-001,3.83E-001,1.79E-001,5.96E+000,2.91E+001,-1.35E+001,44.4923,176.869,588.841
309,7.62E-001,6.16E-001,7.85E-001,9.47E-001,6.79E-001,1.36E-001,3.20E-001,2.47E-001,1.55E-001,9.08E-001,1.59E+001,-1.11E+001,56.3952,112.271,1001.17
310,6.46E-001,7.61E-001,7.87E-001,6.62E-001,6.69E-001,4.44E-001,3.43E-001,2.56E-001,1.36E-001,6.43E+000,1.05E+001,7.78E-001,62.5681,165.838,1182.71
311,3.20E-001,6.68E-001,1.14E-001,4.21E-001,2.56E-001,3.57E-001,2.47E-001,3.53E-001,3.33E-001,2.32E-001,3.08E+001,-5.46E+000,46.6965,111.772,570.453
312,3.18E-001,5.94E-001,5.31E-001,9.12E-001,2.98E-001,9.94E-001,2.96E-001,3.50E-001,2.56E-001,3.32E+000,1.42E+001,-1.57E+000,53.3345,106.164,749.514
313,4.81E-001,4.02E-001,3.61E-001,8.25E-001,4.99E-001,9.38E-002,2.44E-001,2.78E-001,1.22E-001,5.83E+000,1.17E+001,-1.22E+000,40.5504,69.1234,539.317
314,5.01E-001,7.72E-001,1.07E-001,8.45E-001,4.19E-001,2.60E-001,3.38E-001,2.00E-001,1.75E-001,7.72E+000,3.72E+001,-8.95E+000,55.24,298.406,861.151
315,1.00E-001,4.54E-001,6.99E-001,6.38E-001,3.10E-001,1.00E+000,3.54E-001,3.78E-001,3.16E-001,7.63E+000,3.76E+001,3.96E+000,52.7599,260.049,571.565
316,5.69E-001,4.80E-001,6.57E-001,6.85E-001,2.53E-001,3.49E-001,3.08E-001,2.16E-001,3.01E-001,5.23E+000,1.18E+001,-1.43E+001,49.9948,96.6889,704.663
317,6.94E-001,1.76E-001,2.47E-001,8.08E-001,6.59E-001,3.71E-003,2.90E-001,2.26E-001,1.83E-001,5.76E+000,3.01E+001,3.37E-001,39.5917,80.394,419.704
318,5.61E-001,7.81E-001,6.61E-001,3.24E-001,3.14E-001,4.46E-001,2.72E-001,3.80E-001,1.90E-001,8.09E+000,3.62E+001,-8.45E+000,55.5789,291.707,857.195
319,4.54E-001,6.27E-001,2.22E-002,2.55E-001,1.74E-003,9.92E-001,2.36E-001,2.40E-001,2.24E-001,8.15E+000,4.30E+000,-1.46E-001,44.5608,56.6767,495.286
320,2.13E-001,3.61E-001,7.18E-001,9.44E-001,9.07E-001,5.39E-001,3.99E-001,2.11E-001,3.16E-001,1.66E+000,1.13E+001,-3.13E+000,56.6418,92.2689,711.693
321,1.47E-001,3.85E-001,6.37E-001,2.62E-002,9.72E-001,5.46E-001,3.86E-001,3.48E-001,3.45E-001,4.77E+000,2.20E+001,-5.64E+000,56.6611,173.306,668.586
322,7.74E-001,4.62E-001,5.83E-002,7.71E-001,4.88E-003,5.37E-001,2.73E-001,2.95E-001,2.83E-001,8.36E+000,4.10E+000,4.31E+000,49.8502,75.5673,641.018
323,1.56E-001,6.19E-001,3.23E-001,7.20E-001,9.08E-001,6.95E-002,2.76E-001,2.28E-001,3.00E-001,5.68E+000,3.85E+001,1.97E+000,46.1739,251.196,644.475
324,6.13E-001,3.84E-001,4.91E-001,3.65E-001,2.62E-001,6.89E-001,3.89E-001,2.83E-001,1.67E-001,1.08E+000,2.64E+001,-5.69E+000,49.8261,121.814,650.36
325,4.28E-001,1.97E-001,1.15E-002,7.75E-001,4.48E-001,2.22E-001,3.12E-001,2.86E-001,1.99E-001,1.81E+000,3.13E+001,-2.32E+000,40.8417,48.2244,347.038
326,6.69E-001,7.97E-001,2.53E-001,8.97E-001,6.15E-001,7.00E-001,3.52E-001,2.09E-001,3.94E-001,2.62E+000,3.56E+000,-1.09E+001,66.0887,55.4486,1155.75
327,4.32E-001,1.17E-001,1.61E-001,8.35E-001,3.24E-001,3.41E-001,2.54E-001,2.63E-001,2.92E-001,6.36E+000,2.61E+000,-8.42E+000,40.7924,22.5779,285.273
328,5.10E-001,4.81E-001,3.59E-001,6.86E-001,6.52E-001,5.60E-001,3.18E-001,2.22E-001,1.90E-001,9.03E+000,2.23E+001,-4.94E+000,46.2507,185.14,729.171
329,2.22E-002,4.51E-001,2.51E-002,8.39E-001,5.68E-001,2.49E-001,3.43E-001,2.40E-001,1.74E-001,9.45E-001,2.46E+001,5.00E+000,43.7842,104.679,490.425
330,9.62E-002,6.84E-001,3.14E-001,1.73E-001,2.24E-001,9.49E-001,3.51E-001,3.45E-001,1.17E-001,9.15E+000,3.54E+001,-3.46E+000,53.4262,258.826,651.401
331,3.86E-001,3.82E-001,2.02E-001,7.52E-001,2.20E-001,9.72E-001,2.45E-001,3.99E-001,1.06E-001,3.18E+000,9.68E+000,-3.99E+000,42.127,34.1748,477.099
332,3.10E-001,6.03E-001,1.04E-001,3.75E-001,4.27E-001,3.16E-001,3.50E-001,3.19E-001,1.29E-001,8.57E+000,3.70E+001,-3.04E+000,50.0429,252.788,702.328
333,1.41E-001,4.30E-001,3.02E-003,1.20E-001,6.85E-002,1.66E-001,3.48E-001,2.65E-001,3.30E-001,6.48E+000,2.84E+001,-8.99E-001,46.3448,108.183,394.577
334,5.82E-001,7.28E-001,5.28E-001,4.44E-001,4.59E-001,1.35E-001,2.58E-001,2.65E-001,2.74E-001,1.18E+000,1.09E+001,3.05E+000,55.8176,78.9491,857.228
335,3.83E-002,5.31E-001,6.81E-001,5.81E-001,4.85E-001,8.89E-001,3.28E-001,3.94E-001,1.05E-001,1.56E+000,4.48E+000,-1.22E+001,51.2095,27.0856,637.338
336,6.52E-001,1.63E-001,7.62E-001,9.03E-001,2.13E-001,9.93E-001,3.42E-001,2.11E-001,3.56E-001,4.26E+000,2.62E+001,4.21E+000,48.0041,137.76,499.256
337,7.30E-001,3.36E-002,6.03E-001,2.13E-001,1.60E-001,8.87E-001,2.85E-001,3.15E-001,2.50E-001,9.35E+000,1.73E+001,-4.08E+000,45.8862,83.6527,402.17
338,5.23E-001,4.98E-001,4.85E-001,4.14E-001,7.90E-001,2.56E-001,2.44E-001,3.24E-001,3.98E-001,6.32E+000,3.43E+001,-6.67E+000,46.9873,214.981,691.966
339,7.45E-004,2.50E-001,9.09E-002,1.85E-001,3.11E-001,6.27E-001,3.19E-001,2.15E-001,3.86E-001,5.60E-001,1.21E+001,-1.10E+001,42.9975,24.005,244.127
340,7.70E-001,3.08E-001,2.55E-001,4.56E-001,1.84E-001,9.58E-001,3.80E-001,3.62E-001,2.45E-001,5.38E+000,3.02E+001,-9.76E+000,52.9839,126.931,652.571
341,3.84E-001,3.21E-001,5.84E-001,2.25E-001,5.05E-003,5.16E-001,2.38E-001,2.62E-001,3.77E-001,8.30E+000,5.79E+000,-4.99E+000,46.9586,54.7497,475.456
342,1.26E-001,9.30E-002,5.44E-001,9.80E-002,5.41E-001,7.68E-001,2.46E-001,3.27E-001,2.33E-001,7.12E+000,1.16E+001,3.59E+000,41.2209,44.3826,247.882
343,1.58E-001,1.84E-001,9.80E-002,5.17E-001,1.13E-001,7.45E-001,2.22E-001,3.89E-001,3.06E-001,3.73E+000,3.69E+001,-1.67E+000,37.9884,48.5018,189.171
344,5.75E-001,7.52E-001,1.36E-001,7.33E-001,3.64E-001,2.69E-001,2.98E-001,3.43E-001,2.12E-001,7.34E+000,2.17E+001,-1.12E+001,56.0837,184.534,914.024
345,4.04E-001,6.70E-002,5.63E-001,7.88E-001,8.44E-001,5.24E-001,2.52E-001,3.17E-001,3.67E-001,7.67E+000,4.26E+000,3.24E+000,47.4532,41.1268,414.826
346,1.60E-001,2.74E-002,6.70E-001,4.90E-001,8.23E-001,8.97E-001,2.21E-001,3.38E-001,3.64E-001,4.41E+000,1.34E+001,-5.74E+000,44.9005,59.7161,302.36
347,4.05E-001,7.11E-001,7.72E-001,2.65E-001,7.53E-001,3.61E-001,3.10E-001,3.18E-001,1.11E-001,9.58E+000,7.30E+000,-2.02E+000,55.6654,144.804,990.593
348,1.69E-001,3.01E-001,3.13E-001,3.42E-001,4.41E-001,7.07E-001,3.98E-001,3.29E-001,2.27E-001,5.85E+000,9.43E+000,-1.33E+001,49.5114,59.3159,484.632
349,6.20E-001,3.76E-001,4.21E-001,9.76E-001,2.52E-001,1.50E-001,3.17E-001,2.09E-001,2.63E-001,5.36E+000,5.85E-001,2.32E-001,46.5487,31.935,542.487
350,6.84E-001,8.14E-002,4.68E-001,8.07E-001,8.68E-001,8.22E-001,3.56E-001,2.88E-001,2.05E-001,6.23E+000,1.25E+001,-5.98E+000,47.1755,61.209,479.748
351,1.78E-001,1.14E-001,1.93E-001,3.08E-002,9.67E-001,5.19E-001,3.60E-001,2.50E-001,3.73E-001,9.94E+000,2.19E+001,-9.32E+000,43.6185,64.0996,235.261
352,7.48E-001,5.72E-001,6.51E-001,4.12E-001,2.38E-001,2.57E-001,3.06E-001,3.48E-001,2.44E-001,2.00E+000,1.01E+001,7.27E-002,58.9719,69.4684,881.975
353,2.59E-001,4.89E-002,9.69E-002,1.22E-001,7.65E-001,9.84E-001,3.07E-001,3.12E-001,1.04E-001,3.58E-001,3.79E+001,-5.77E+000,37.1626,23.456,149.166
354,1.10E-001,5.78E-001,1.17E-001,1.97E-001,2.76E-001,8.94E-001,3.93E-001,3.99E-001,3.08E-001,9.88E+000,3.67E+001,-5.02E+000,55.838,253.724,632.085
355,7.99E-001,6.80E-002,4.08E-001,7.83E-001,3.61E-001,2.75E-001,2.00E-001,2.78E-001,1.49E-001,5.16E+000,3.70E+001,-1.32E+001,36.8291,45.4914,365.532
356,1.52E-001,5.13E-001,4.26E-001,6.66E-001,3.26E-001,4.92E-001,3.53E-001,3.47E-001,1.81E-001,7.03E+000,2.59E+001,-1.27E+001,50.384,173.849,627.153
357,5.59E-001,3.41E-002,1.20E-001,5.12E-003,3.13E-001,6.48E-001,3.30E-001,2.82E-001,3.75E-001,4.79E+000,1.37E+001,7.12E-001,46.3235,21.9822,222.906
358,7.23E-001,3.69E-002,6.97E-001,9.95E-001,4.79E-001,1.57E-002,2.17E-001,3.48E-001,3.54E-001,5.12E+000,6.58E-001,-1.43E+001,46.2035,18.7763,465.816
359,3.63E-001,3.81E-001,6.55E-002,9.61E-001,1.81E-001,4.63E-001,3.05E-001,2.90E-001,2.57E-001,2.81E+000,1.46E+001,-7.11E-001,44.9123,49.9471,452.238
360,9.24E-002,1.36E-001,7.60E-001,6.74E-001,8.53E-001,3.40E-001,3.04E-001,2.12E-001,2.62E-001,2.73E+000,2.33E+001,-1.23E+001,42.7843,94.2561,314.604
361,7.65E-001,1.72E-001,5.39E-001,2.83E-001,2.34E-001,8.65E-001,3.22E-001,3.32E-001,1.63E-001,4.35E+000,7.93E+000,-1.15E+001,47.9062,39.5409,513.191
362,1.90E-001,2.06E-002,4.11E-001,9.32E-001,7.25E-001,7.51E-001,2.67E-001,3.67E-001,3.04E-001,1.31E+000,2.95E+001,-1.28E+001,40.294,53.662,197.526
363,1.16E-001,6.94E-002,1.05E-001,2.68E-001,8.30E-001,9.13E-001,2.66E-001,3.92E-001,1.81E-001,2.80E+000,1.63E+000,-1.79E+000,40.712,1.03022,132.469
364,9.31E-002,1.38E-001,3.58E-001,5.09E-001,9.09E-002,4.61E-001,2.31E-001,2.29E-001,2.79E-001,8.38E+000,2.53E+001,-1.07E+001,36.2755,61.1155,181.375
365,7.71E-001,2.88E-001,5.98E-001,3.56E-001,7.27E-001,6.89E-001,3.62E-001,2.83E-001,2.72E-001,9.60E+000,3.15E+001,-7.38E-001,50.7066,235.759,717.48
366,6.28E-001,1.48E-001,7.32E-001,3.93E-001,9.50E-001,3.01E-001,2.91E-001,2.57E-001,3.85E-001,8.87E+000,1.44E+001,2.82E+000,50.9231,104.593,516.074
367,3.30E-001,3.69E-001,4.04E-001,9.01E-001,6.40E-001,4.81E-001,2.33E-001,3.34E-001,2.69E-001,1.40E+000,1.91E+001,-3.24E+000,42.3945,79.0163,526.713
368,6.61E-001,7.51E-001,7.01E-001,5.97E-001,2.83E-001,9.73E-001,3.92E-001,2.23E-001,3.19E-001,7.31E+000,3.02E+001,-1.26E+001,67.4755,333.085,1063.07
369,2.22E-001,6.39E-001,3.99E-001,5.36E-001,5.65E-001,9.63E-001,2.06E-001,3.50E-001,2.02E-001,9.75E+000,3.53E+001,-8.35E+000,40.4385,213.307,557.448
370,7.80E-001,6.25E-001,1.48E-001,4.09E-001,7.05E-001,4.76E-001,3.88E-001,2.68E-001,2.62E-001,2.30E+000,8.78E+000,-1.30E+001,62.1834,77.0302,1068.37
371,7.16E-001,5.65E-001,3.44E-002,5.05E-001,5.45E-001,1.61E-001,2.80E-001,3.23E-001,1.23E-001,4.03E-001,1.65E+001,1.85E-002,49.2774,62.3737,801.022
372,7.53E-001,6.82E-001,3.67E-001,5.70E-001,8.90E-001,1.05E-001,2.18E-001,3.17E-001,2.07E-001,4.99E+000,1.02E+001,-4.62E+000,48.8904,92.5878,881.059
373,4.37E-001,8.98E-002,2.78E-001,3.08E-001,6.77E-003,8.80E-001,2.15E-001,3.27E-001,1.16E-001,8.94E+000,3.38E+001,-1.25E+001,34.2236,52.2063,226.511
374,7.55E-001,5.90E-001,7.98E-001,9.94E-001,9.13E-002,5.83E-001,2.97E-001,3.29E-001,3.84E-001,3.35E+000,1.86E+000,-3.89E+000,65.3365,38.1417,970.343
375,4.00E-001,2.85E-001,3.54E-001,1.37E-001,1.24E-001,2.27E-001,3.56E-001,3.26E-001,3.88E-001,9.55E+000,2.70E+000,-7.30E+000,51.8542,50.1159,469.62
376,5.14E-001,7.80E-001,9.46E-002,9.83E-001,3.70E-001,7.50E-001,3.32E-001,3.76E-001,3.03E-001,3.99E+000,1.88E+001,-4.11E+000,63.1014,153.4,978.815
377,4.67E-002,3.19E-001,7.94E-002,6.49E-001,4.67E-001,3.46E-001,3.24E-001,3.10E-001,3.42E-001,3.68E+000,1.51E+001,-1.45E+001,45.0394,50.1034,354.732
378,7.95E-001,2.71E-001,6.96E-002,3.45E-001,4.50E-001,6.19E-001,2.29E-001,3.14E-001,3.82E-001,7.25E+000,3.82E+001,3.00E+000,44.2415,102.515,469.733
379,2.87E-001,5.52E-001,6.72E-001,7.01E-001,9.18E-001,2.13E-001,3.52E-001,2.45E-001,2.35E-001,2.92E-001,3.69E+001,3.89E-001,50.6447,247.656,775.585
380,7.43E-001,1.09E-001,7.71E-001,8.03E-001,9.25E-001,2.70E-001,3.49E-001,3.38E-001,3.69E-001,6.56E+000,2.15E+001,-6.78E-002,56.6263,130.389,645.105
381,5.90E-001,5.36E-001,6.60E-001,7.47E-001,1.58E-001,6.55E-001,2.30E-001,2.07E-001,2.87E-001,5.40E+000,2.29E+001,-1.30E+001,44.285,151.439,636.951
382,5.82E-001,2.84E-001,6.37E-001,2.08E-001,8.90E-001,5.76E-001,3.70E-001,3.82E-001,3.51E-001,9.75E-001,1.76E+001,-1.07E+001,57.0728,103.578,744.99
383,1.98E-001,7.28E-001,1.98E-001,8.55E-001,7.21E-001,5.66E-001,3.21E-001,2.74E-001,2.07E-001,1.77E+000,4.67E+000,-9.51E+000,56.9578,44.4129,925.364
384,4.51E-001,1.18E-001,6.06E-001,1.79E-001,3.45E-001,9.68E-001,2.81E-001,2.60E-001,2.35E-001,6.25E+000,2.36E+001,-6.08E-001,40.8819,88.8416,335.975
385,5.87E-002,1.45E-001,1.23E-001,9.99E-001,2.48E-002,1.64E-001,2.71E-001,2.36E-001,2.35E-001,4.95E+000,2.52E+001,-7.46E+000,36.845,34.6246,136.962
386,7.92E-001,2.32E-001,3.19E-001,1.75E-001,8.24E-001,6.07E-001,3.57E-001,3.61E-001,3.28E-001,9.00E+000,1.43E+001,-1.13E+001,53.6026,114.686,657.967
387,3.44E-001,1.90E-001,5.69E-001,5.68E-001,2.05E-001,2.03E-002,3.60E-001,3.61E-001,1.33E-001,1.60E+000,8.65E+000,-1.46E+001,46.9057,20.3686,387.121
388,1.84E-001,4.26E-001,6.37E-002,1.59E-001,8.69E-001,8.57E-001,3.17E-001,2.58E-001,2.31E-001,5.02E+000,3.18E+001,-2.67E+000,44.3069,157.621,528.429
389,2.62E-001,8.89E-002,2.19E-001,9.67E-001,3.48E-001,2.37E-001,3.79E-001,3.34E-001,2.41E-001,8.12E+000,1.35E+001,-1.34E+000,45.6943,40.7164,248.512
390,4.72E-001,1.74E-001,6.27E-001,5.37E-001,8.59E-001,6.18E-001,3.71E-001,2.14E-001,1.16E-001,7.40E+000,9.18E+000,-6.80E+000,42.8394,59.7329,437.334
391,5.16E-001,6.89E-001,4.95E-001,8.02E-001,5.95E-001,9.29E-001,2.52E-001,2.80E-001,2.94E-001,4.55E+000,2.99E+001,-2.58E+000,50.7376,236.351,869.113
392,7.92E-001,5.05E-001,6.43E-001,7.70E-001,3.99E-001,2.11E-001,3.37E-001,2.19E-001,2.86E-001,4.02E+000,2.98E+001,-7.09E+000,52.8616,204.274,819.164
393,4.34E-001,6.20E-001,7.27E-002,9.80E-001,3.63E-001,7.41E-002,2.33E-001,3.07E-001,2.53E-001,5.60E+000,1.67E+001,-1.46E+001,43.3666,89.2517,591.515
394,1.71E-001,2.21E-001,6.01E-002,3.20E-001,9.27E-001,7.15E-001,3.46E-001,3.61E-001,3.21E-001,5.99E+000,1.44E+001,-9.88E+000,46.1541,50.6481,346.156
395,6.05E-001,8.38E-002,4.78E-001,8.79E-001,3.22E-001,8.62E-001,3.00E-001,3.77E-001,2.15E-001,6.30E+000,1.31E+001,2.85E+000,46.5917,60.1636,474.949
396,3.23E-001,4.13E-002,2.18E-001,7.19E-001,5.21E-001,5.72E-001,2.81E-001,3.16E-001,3.04E-001,1.78E+000,1.62E+001,3.80E+000,42.6089,21.8013,224.812
397,4.67E-001,3.59E-001,3.96E-001,8.14E-002,3.81E-001,1.06E-001,2.87E-001,2.93E-001,3.91E-001,7.99E+000,5.28E+000,-3.96E+000,49.4911,59.6669,537.677
398,4.27E-001,1.30E-001,6.96E-001,8.96E-001,5.08E-001,7.19E-002,2.59E-001,3.52E-001,3.79E-001,8.17E+000,7.29E+000,-5.09E+000,49.1143,61.4999,477.343
399,1.27E-001,1.20E-001,5.37E-001,7.40E-001,7.69E-001,8.05E-001,3.61E-001,2.77E-001,3.59E-001,9.18E-001,1.91E+000,-1.32E+001,50.249,4.96378,378.063
400,3.25E-001,5.79E-001,4.78E-001,5.29E-001,7.37E-001,3.16E-002,2.41E-001,2.44E-001,1.99E-001,7.60E+000,1.47E+001,-8.12E-001,44.1254,128.391,681.647
401,1.99E-001,5.86E-001,1.59E-001,8.73E-001,5.56E-001,8.58E-001,3.50E-001,3.67E-001,2.85E-001,8.63E+000,1.96E+001,-9.24E-001,54.7968,184.685,788.861
402,1.85E-001,1.68E-001,2.06E-003,7.94E-001,1.90E-001,3.98E-001,2.96E-001,2.07E-001,1.60E-001,7.47E+000,4.39E+000,-1.49E+001,37.5533,18.9984,188.574
403,5.51E-001,6.97E-001,7.39E-001,8.12E-001,8.77E-001,4.91E-001,2.22E-001,3.00E-001,1.09E-001,1.49E+000,2.76E+001,-1.45E+001,44.516,153.484,815.956
404,4.10E-001,1.37E-002,3.66E-001,3.97E-001,7.42E-001,8.38E-001,3.38E-001,2.86E-001,3.03E-001,6.37E-001,3.09E+001,3.64E+000,43.0942,53.8511,238.213
405,6.43E-001,3.78E-001,3.88E-001,5.62E-001,3.07E-001,5.90E-001,2.83E-001,3.29E-001,1.64E-001,7.37E+000,1.64E+001,-1.31E+001,45.7281,101.928,623.212
406,1.27E-001,7.86E-001,1.17E-001,7.50E-001,9.56E-001,7.98E-001,2.86E-001,3.98E-001,1.64E-001,2.14E+000,5.46E+000,-9.09E+000,52.8592,44.0476,824.973
407,1.36E-001,1.87E-001,5.09E-001,6.89E-001,4.11E-001,8.46E-001,3.78E-001,2.39E-001,1.72E-001,4.22E+000,2.25E+001,3.52E+000,42.694,83.3256,325.21
