,eval_id,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,obj_fn_1,obj_fn_2,nln_ineq_con_1
,6.36E+002,3.00E-001,7.20E-001,6.53E-001,7.63E-001,9.01E-001,7.21E-001,2.23E-001,3.32E-001,3.98E-001,6.98E+000,3.20E+001,-3.089013457,51.4149,299.895,832.867
,6.37E+002,3.00E-001,7.72E-001,6.53E-001,6.42E-001,9.01E-001,7.21E-001,2.23E-001,3.32E-001,3.65E-001,7.49E+000,3.20E+001,-4.332138211,51.5083,309.857,852.305
,6.38E+002,3.33E-001,7.24E-001,6.53E-001,1.24E-001,9.34E-001,1.79E-001,3.28E-001,3.68E-001,3.44E-001,6.76E+000,3.71E+001,-12.12648061,58.8607,342.135,925.045
,6.39E+002,3.33E-001,7.24E-001,6.53E-001,6.18E-001,6.54E-002,1.79E-001,3.52E-001,3.68E-001,3.44E-001,9.36E+000,3.75E+001,-12.12648061,62.0559,310.165,794.604
,6.40E+002,3.33E-001,7.72E-001,6.53E-001,6.18E-001,9.34E-001,1.79E-001,2.23E-001,3.68E-001,2.00E-001,6.98E+000,3.75E+001,-12.12648061,45.4478,262.415,747.413
,6.41E+002,3.85E-001,6.26E-001,4.41E-001,3.27E-001,9.62E-001,7.21E-001,3.28E-001,3.32E-001,2.00E-001,9.36E+000,3.84E+001,-3.089013457,50.6582,323.976,811.176
,6.42E+002,3.85E-001,6.26E-001,4.41E-001,3.27E-001,9.62E-001,7.21E-001,3.28E-001,3.32E-001,3.65E-001,9.36E+000,3.84E+001,3.076569512,55.0439,351.031,832.837
,6.43E+002,3.85E-001,6.26E-001,6.53E-001,1.24E-001,9.34E-001,1.79E-001,3.28E-001,3.68E-001,3.44E-001,8.80E+000,3.75E+001,-12.12648061,55.7648,333.592,851.587
,6.44E+002,3.85E-001,6.26E-001,6.53E-001,4.16E-001,9.34E-001,1.79E-001,3.52E-001,3.68E-001,2.00E-001,6.76E+000,3.84E+001,3.076569512,54.9295,327.96,888.124
,6.45E+002,3.85E-001,6.26E-001,6.53E-001,6.18E-001,8.32E-001,1.79E-001,3.52E-001,3.68E-001,2.00E-001,8.80E+000,3.84E+001,3.076569512,56.5647,369.947,951.914
,6.46E+002,3.85E-001,7.20E-001,6.53E-001,7.63E-001,9.04E-001,7.21E-001,3.28E-001,3.32E-001,3.98E-001,7.49E+000,3.45E+001,-3.089013457,63.4164,400.676,1076.1
,6.47E+002,3.85E-001,7.24E-001,4.04E-001,3.27E-001,9.04E-001,7.21E-001,2.23E-001,2.77E-001,1.86E-001,9.36E+000,3.84E+001,-3.089013457,42.827,277.828,689.634
,6.48E+002,3.85E-001,7.24E-001,4.04E-001,3.27E-001,9.04E-001,7.21E-001,3.70E-001,2.77E-001,2.00E-001,9.36E+000,3.84E+001,-3.089013457,58.1858,404.976,990.962
,6.49E+002,3.85E-001,7.24E-001,4.04E-001,3.27E-001,9.62E-001,7.21E-001,3.70E-001,2.77E-001,2.00E-001,9.36E+000,3.84E+001,-3.089013457,56.5559,385.382,941.537
,6.50E+002,3.85E-001,7.72E-001,4.04E-001,4.71E-001,9.01E-001,7.21E-001,3.70E-001,2.77E-001,2.17E-001,9.36E+000,3.84E+001,-13.9034895,60.1829,418.689,1052.5
,6.51E+002,3.85E-001,7.72E-001,4.04E-001,4.71E-001,9.01E-001,7.90E-001,3.70E-001,2.77E-001,2.17E-001,9.36E+000,8.14E+000,-13.9034895,63.0722,170.173,1143.5
,6.52E+002,5.09E-001,7.20E-001,4.04E-001,4.16E-001,9.04E-001,1.63E-001,3.28E-001,2.62E-001,1.86E-001,6.98E+000,3.84E+001,3.076569512,53.245,339.431,931.871
,6.53E+002,5.09E-001,7.20E-001,4.04E-001,4.71E-001,9.04E-001,1.63E-001,3.28E-001,3.32E-001,3.98E-001,6.98E+000,1.75E+001,3.076569512,63.7779,218.515,1093.96
,6.54E+002,5.09E-001,7.20E-001,6.53E-001,1.24E-001,9.04E-001,4.33E-001,3.28E-001,2.94E-001,1.86E-001,8.80E+000,3.84E+001,-4.332138211,55.5904,378.726,949.335
,6.55E+002,6.30E-001,6.71E-001,1.86E-001,5.72E-001,9.04E-001,4.33E-001,2.60E-001,3.32E-001,1.86E-001,9.36E+000,3.45E+001,-8.272235549,48.054,260.147,849.973
,6.56E+002,6.30E-001,6.71E-001,4.04E-001,5.72E-001,8.65E-001,4.33E-001,2.23E-001,3.32E-001,1.86E-001,6.98E+000,1.75E+001,-8.272235549,46.9148,152.107,857.295
,6.57E+002,6.30E-001,7.72E-001,4.04E-001,4.71E-001,8.65E-001,4.33E-001,2.60E-001,2.62E-001,2.17E-001,6.98E+000,1.75E+001,-13.9034895,51.3458,182.823,971.659
,6.58E+002,6.30E-001,7.72E-001,4.04E-001,4.71E-001,9.04E-001,4.33E-001,2.23E-001,2.94E-001,2.17E-001,9.36E+000,8.14E+000,-13.9034895,47.8994,129.425,890.294
,6.59E+002,6.71E-001,5.86E-001,4.04E-001,6.42E-001,7.41E-001,8.61E-001,2.23E-001,2.62E-001,1.86E-001,6.98E+000,1.75E+001,-4.332138211,44.3806,144.482,780.446
,6.60E+002,6.71E-001,5.86E-001,6.53E-001,6.42E-001,7.41E-001,8.61E-001,3.57E-001,2.94E-001,3.65E-001,6.51E+000,3.84E+001,-4.332138211,61.3769,387.783,1056.46
,6.61E+002,6.71E-001,6.71E-001,2.94E-001,4.71E-001,8.65E-001,2.76E-001,2.60E-001,2.94E-001,1.86E-001,9.36E+000,1.75E+001,-8.272235549,49.1189,185.321,892.682
,6.62E+002,6.71E-001,6.71E-001,2.94E-001,5.65E-001,8.65E-001,2.76E-001,2.60E-001,2.94E-001,3.98E-001,9.36E+000,3.45E+001,-8.272235549,51.101,280.127,874.504
,6.63E+002,6.71E-001,6.71E-001,4.04E-001,6.42E-001,9.04E-001,4.33E-001,2.23E-001,3.51E-001,1.86E-001,9.36E+000,3.84E+001,-4.332138211,46.4356,269.986,824.324
,6.64E+002,6.71E-001,7.20E-001,2.94E-001,4.71E-001,8.65E-001,1.63E-001,2.23E-001,2.86E-001,3.98E-001,6.98E+000,1.75E+001,-7.844616283,49.7437,157.167,861.167
,6.65E+002,6.71E-001,7.20E-001,2.94E-001,4.71E-001,9.04E-001,1.63E-001,2.60E-001,3.51E-001,3.65E-001,6.76E+000,3.84E+001,-3.089013457,53.1071,285.262,914.679
,6.66E+002,6.71E-001,7.20E-001,4.41E-001,3.27E-001,9.01E-001,7.21E-001,2.23E-001,2.23E-001,3.65E-001,6.98E+000,3.20E+001,-13.9034895,45.4426,245.872,786.006
,6.67E+002,6.71E-001,7.20E-001,4.41E-001,5.65E-001,8.65E-001,2.76E-001,2.23E-001,2.23E-001,3.65E-001,6.98E+000,1.54E+001,-8.272235549,48.8485,154.834,865.324
,6.68E+002,6.71E-001,7.20E-001,4.41E-001,5.65E-001,9.01E-001,2.76E-001,2.23E-001,3.32E-001,3.65E-001,6.98E+000,3.84E+001,-13.9034895,48.2305,253.455,831.62
,6.69E+002,6.71E-001,7.20E-001,5.99E-001,5.65E-001,9.04E-001,8.61E-001,3.41E-001,3.88E-001,2.17E-001,6.76E+000,3.64E+001,-4.332138211,63.138,377.71,1176.03
,6.70E+002,6.71E-001,7.20E-001,6.53E-001,7.63E-001,9.04E-001,7.21E-001,2.23E-001,3.32E-001,3.98E-001,6.98E+000,3.20E+001,-3.089013457,54.0825,309.439,995.211
,6.71E+002,6.71E-001,7.24E-001,4.41E-001,4.56E-002,9.04E-001,7.21E-001,3.70E-001,2.62E-001,3.65E-001,6.51E+000,3.84E+001,-3.089013457,63.3174,408.759,1081.67
,6.72E+002,6.71E-001,7.24E-001,4.41E-001,4.16E-001,9.04E-001,7.21E-001,3.70E-001,2.62E-001,3.65E-001,6.51E+000,3.84E+001,-4.332138211,63.5866,409.093,1119.33
,6.73E+002,6.71E-001,7.24E-001,4.41E-001,5.65E-001,9.04E-001,7.21E-001,3.70E-001,3.32E-001,3.65E-001,6.51E+000,3.84E+001,-3.089013457,66.5179,414.629,1193.88
,6.74E+002,6.71E-001,7.72E-001,4.41E-001,5.65E-001,9.01E-001,7.21E-001,3.70E-001,2.62E-001,3.65E-001,6.98E+000,3.20E+001,-3.089013457,66.7856,389.724,1228.89
,6.75E+002,6.71E-001,7.72E-001,6.53E-001,5.65E-001,9.04E-001,7.90E-001,3.70E-001,2.62E-001,2.00E-001,6.98E+000,3.84E+001,3.076569512,62.8809,434.423,1170.9
,6.76E+002,6.89E-001,5.86E-001,5.99E-001,6.42E-001,7.41E-001,8.61E-001,3.57E-001,3.51E-001,3.65E-001,9.36E+000,3.84E+001,-11.2544739,61.8115,403.643,1086.32
,6.77E+002,6.89E-001,5.86E-001,5.99E-001,6.42E-001,9.62E-001,8.61E-001,3.28E-001,2.77E-001,3.65E-001,9.36E+000,3.84E+001,-4.332138211,55.6081,374.764,948.575
,6.78E+002,6.89E-001,5.86E-001,6.53E-001,1.24E-001,7.41E-001,7.21E-001,3.28E-001,2.77E-001,3.65E-001,9.36E+000,3.84E+001,-4.332138211,57.3382,393.253,937.883
,6.79E+002,6.89E-001,7.20E-001,4.41E-001,4.71E-001,9.01E-001,7.21E-001,2.60E-001,3.50E-001,3.65E-001,9.36E+000,3.84E+001,-13.9034895,53.1889,332.622,936.759
,6.80E+002,6.89E-001,7.20E-001,5.99E-001,4.71E-001,9.01E-001,8.61E-001,2.60E-001,3.50E-001,3.65E-001,9.36E+000,3.84E+001,-13.9034895,54.2986,362.317,971.28
,6.81E+002,6.89E-001,7.20E-001,6.53E-001,4.16E-001,7.41E-001,8.61E-001,3.57E-001,3.51E-001,3.65E-001,6.51E+000,3.84E+001,-3.089013457,69.8154,440.496,1201.42
,6.82E+002,6.89E-001,7.24E-001,4.04E-001,3.27E-001,9.01E-001,7.21E-001,3.70E-001,3.51E-001,2.17E-001,9.36E+000,3.84E+001,-3.089013457,64.055,426.804,1142.56
,6.83E+002,6.89E-001,7.72E-001,5.99E-001,4.71E-001,9.01E-001,8.61E-001,2.60E-001,3.51E-001,2.17E-001,9.36E+000,3.84E+001,0.483502995,53.8116,372.897,997.145
,6.84E+002,7.44E-001,7.20E-001,6.53E-001,7.63E-001,9.04E-001,7.21E-001,2.60E-001,3.32E-001,3.98E-001,9.36E+000,3.84E+001,-4.332138211,57.4644,400.298,1060.62
,6.85E+002,7.44E-001,7.72E-001,5.99E-001,5.72E-001,9.01E-001,7.90E-001,2.23E-001,2.23E-001,3.65E-001,9.36E+000,3.20E+001,-13.9034895,49.4633,313.993,914.159
,6.86E+002,7.44E-001,7.72E-001,6.53E-001,4.53E-001,9.01E-001,7.90E-001,2.23E-001,2.23E-001,3.98E-001,6.98E+000,3.20E+001,-13.9034895,50.4896,303.472,921.018
,6.87E+002,7.44E-001,7.72E-001,6.53E-001,5.65E-001,9.34E-001,1.79E-001,3.52E-001,3.68E-001,3.44E-001,8.80E+000,3.20E+001,3.076569512,69.8671,403.916,1269.59
,6.88E+002,7.44E-001,7.72E-001,6.53E-001,5.72E-001,8.32E-001,4.33E-001,3.51E-001,2.94E-001,3.65E-001,9.36E+000,3.71E+001,-7.844616283,68.1616,471.028,1255.22
,6.89E+002,1.90E-001,7.72E-001,4.41E-001,5.65E-001,9.01E-001,9.99E-001,2.60E-001,2.23E-001,3.65E-001,6.98E+000,3.84E+001,-13.9034895,48.1644,301.607,754.263
,6.90E+002,1.90E-001,7.72E-001,6.53E-001,4.71E-001,9.04E-001,9.99E-001,2.60E-001,3.51E-001,3.65E-001,6.76E+000,3.20E+001,-3.089013457,54.467,314.708,870.496
,6.91E+002,1.90E-001,7.72E-001,6.53E-001,5.65E-001,9.01E-001,7.21E-001,3.28E-001,2.23E-001,3.98E-001,6.98E+000,3.20E+001,3.076569512,63.6004,390.369,1018.74
,6.92E+002,3.00E-001,7.20E-001,4.04E-001,1.24E-001,9.04E-001,7.21E-001,3.51E-001,2.23E-001,2.17E-001,6.98E+000,3.64E+001,-4.332138211,55.2253,350.239,911.456
,6.93E+002,3.00E-001,7.20E-001,6.53E-001,5.65E-001,9.04E-001,4.33E-001,3.51E-001,2.77E-001,1.86E-001,9.36E+000,3.64E+001,-4.332138211,57.0538,386.874,967.583
,6.94E+002,3.00E-001,7.20E-001,6.53E-001,5.65E-001,9.04E-001,7.21E-001,3.51E-001,3.32E-001,2.17E-001,6.98E+000,3.64E+001,-3.089013457,60.0167,381.276,1007.23
,6.95E+002,3.00E-001,7.20E-001,6.53E-001,7.63E-001,9.01E-001,3.40E-001,2.23E-001,3.32E-001,3.98E-001,6.98E+000,3.20E+001,-3.089013457,50.1001,274.601,794.69
,6.96E+002,3.00E-001,7.20E-001,6.53E-001,7.63E-001,9.04E-001,7.21E-001,2.23E-001,3.32E-001,2.17E-001,7.49E+000,3.20E+001,-3.089013457,46.6163,267.354,779.825
,6.97E+002,3.00E-001,7.24E-001,5.99E-001,3.27E-001,9.01E-001,7.21E-001,2.23E-001,2.62E-001,3.98E-001,6.98E+000,3.20E+001,-3.089013457,49.059,288.989,771.151
,6.98E+002,3.00E-001,7.24E-001,6.53E-001,7.63E-001,9.04E-001,7.21E-001,3.70E-001,3.32E-001,1.86E-001,6.98E+000,3.20E+001,-7.844616283,62.8812,355.037,1077.11
,6.99E+002,3.00E-001,7.72E-001,6.53E-001,6.42E-001,9.01E-001,7.21E-001,2.23E-001,2.62E-001,2.00E-001,6.98E+000,3.20E+001,-4.332138211,46.1979,268.758,778.929
,7.00E+002,3.00E-001,7.72E-001,6.53E-001,6.42E-001,9.04E-001,7.90E-001,2.23E-001,2.62E-001,2.00E-001,7.49E+000,3.20E+001,-4.332138211,46.0861,274.947,780.955
,7.01E+002,3.33E-001,7.72E-001,5.99E-001,4.71E-001,9.01E-001,8.61E-001,3.52E-001,3.68E-001,2.17E-001,8.80E+000,3.84E+001,0.483502995,62.8236,436.36,1063.72
,7.02E+002,3.33E-001,7.72E-001,5.99E-001,6.42E-001,9.01E-001,8.61E-001,2.60E-001,3.51E-001,3.65E-001,8.80E+000,3.84E+001,0.483502995,55.0397,390.154,914.127
,7.03E+002,3.85E-001,6.71E-001,1.89E-001,5.72E-001,8.32E-001,1.63E-001,2.23E-001,3.32E-001,1.86E-001,6.76E+000,1.75E+001,3.076569512,44.2783,137.956,740.254
,7.04E+002,3.85E-001,6.94E-001,5.99E-001,4.71E-001,9.01E-001,4.33E-001,3.28E-001,2.77E-001,2.17E-001,9.36E+000,3.84E+001,-4.3284429,54.2192,374.769,910.795
,7.05E+002,3.85E-001,7.20E-001,4.41E-001,3.27E-001,9.04E-001,2.76E-001,2.23E-001,3.32E-001,3.65E-001,6.98E+000,3.84E+001,-3.089013457,46.7924,268.303,717.828
,7.06E+002,3.85E-001,7.20E-001,4.41E-001,3.27E-001,9.04E-001,7.21E-001,3.70E-001,2.77E-001,2.00E-001,9.36E+000,3.84E+001,-3.089013457,58.3226,407.317,991.17
,7.07E+002,3.85E-001,7.20E-001,4.41E-001,3.27E-001,9.04E-001,7.21E-001,3.70E-001,3.32E-001,3.65E-001,9.36E+000,3.84E+001,-3.089013457,63.1093,433.341,1042.74
,7.08E+002,3.85E-001,7.20E-001,5.99E-001,4.16E-001,9.04E-001,7.21E-001,3.70E-001,3.32E-001,3.65E-001,6.76E+000,3.84E+001,-7.844616283,64.9099,423.985,1077.32
,7.09E+002,3.85E-001,7.24E-001,4.41E-001,3.27E-001,9.04E-001,7.21E-001,3.70E-001,2.77E-001,2.00E-001,9.36E+000,3.84E+001,-3.089013457,58.4539,409.33,994.585
,7.11E+002,3.85E-001,7.72E-001,4.04E-001,3.27E-001,9.01E-001,7.21E-001,3.70E-001,2.77E-001,2.00E-001,6.98E+000,3.71E+001,-3.089013457,60.9979,389.488,1048.86
,7.12E+002,3.85E-001,7.72E-001,4.04E-001,3.27E-001,9.04E-001,4.33E-001,3.70E-001,2.62E-001,1.86E-001,9.36E+000,8.14E+000,-13.9034895,61.3838,164.619,1101.73
,7.13E+002,3.85E-001,7.72E-001,4.04E-001,4.71E-001,9.01E-001,7.21E-001,3.70E-001,2.77E-001,2.17E-001,9.36E+000,1.03E+001,-13.9034895,62.7691,189.711,1143.65
,7.14E+002,3.85E-001,7.72E-001,4.04E-001,4.71E-001,9.04E-001,4.33E-001,3.70E-001,2.62E-001,2.17E-001,9.36E+000,3.84E+001,-13.9034895,59.7301,408.895,1030.25
,7.15E+002,3.85E-001,7.72E-001,4.04E-001,4.71E-001,9.62E-001,4.33E-001,3.70E-001,2.77E-001,1.86E-001,9.36E+000,3.64E+001,-4.3284429,58.3334,383.327,1001.39
,7.16E+002,3.85E-001,7.72E-001,4.04E-001,5.65E-001,9.04E-001,7.21E-001,3.52E-001,3.51E-001,3.65E-001,6.98E+000,3.71E+001,-3.089013457,64.4869,399.393,1092.33
,7.17E+002,3.85E-001,7.72E-001,6.53E-001,4.71E-001,9.01E-001,7.21E-001,2.23E-001,2.23E-001,3.98E-001,9.36E+000,3.84E+001,-13.9034895,47.0156,342.778,775.748
,7.18E+002,3.85E-001,7.72E-001,6.53E-001,5.65E-001,9.01E-001,9.99E-001,2.23E-001,2.23E-001,2.17E-001,6.98E+000,3.84E+001,-13.9034895,43.0239,280.84,728.482
,7.19E+002,5.09E-001,7.20E-001,4.41E-001,4.16E-001,9.01E-001,2.76E-001,3.70E-001,3.32E-001,3.65E-001,6.98E+000,3.84E+001,-3.089013457,64.0776,391.525,1078.12
,7.20E+002,5.09E-001,7.20E-001,4.41E-001,5.65E-001,9.04E-001,2.76E-001,2.23E-001,3.32E-001,3.65E-001,6.98E+000,3.84E+001,-3.089013457,47.8565,273.088,792.493
,7.21E+002,5.09E-001,7.24E-001,4.04E-001,4.16E-001,9.01E-001,7.21E-001,3.70E-001,2.62E-001,2.17E-001,6.98E+000,3.84E+001,3.076569512,58.5615,388.025,1033.53
,7.22E+002,5.09E-001,7.72E-001,4.41E-001,4.16E-001,9.01E-001,7.90E-001,2.23E-001,3.32E-001,3.65E-001,9.36E+000,3.84E+001,-3.089013457,49.0034,332.045,837.001
,7.23E+002,5.71E-001,7.72E-001,1.86E-001,4.71E-001,9.01E-001,7.90E-001,2.23E-001,3.50E-001,2.17E-001,6.98E+000,3.20E+001,-13.9034895,46.4246,214.896,817.012
,7.24E+002,6.30E-001,6.26E-001,4.04E-001,1.24E-001,8.65E-001,4.33E-001,3.28E-001,2.62E-001,2.00E-001,6.98E+000,1.75E+001,-8.272235549,53.9657,183.961,940.941
,7.25E+002,6.30E-001,6.71E-001,4.04E-001,5.72E-001,8.65E-001,4.33E-001,2.23E-001,3.32E-001,1.86E-001,6.98E+000,3.45E+001,-8.272235549,45.4675,229.689,809.798
,7.26E+002,6.30E-001,6.71E-001,4.04E-001,5.72E-001,8.65E-001,4.33E-001,3.65E-001,3.32E-001,1.86E-001,6.98E+000,1.75E+001,-8.272235549,62.2098,214.576,1154.2
,7.27E+002,6.71E-001,6.49E-001,4.04E-001,6.42E-001,9.04E-001,4.33E-001,2.23E-001,3.51E-001,1.86E-001,9.36E+000,3.84E+001,-4.332138211,46.0297,265.059,812.477
,7.28E+002,6.71E-001,6.71E-001,4.41E-001,6.42E-001,8.65E-001,2.76E-001,2.23E-001,3.51E-001,1.86E-001,6.98E+000,3.20E+001,-4.332138211,47.2097,223.178,857.864
,7.29E+002,6.71E-001,6.71E-001,4.41E-001,6.42E-001,9.04E-001,2.76E-001,2.23E-001,3.51E-001,1.86E-001,6.98E+000,3.84E+001,-8.272235549,46.1457,236.874,814.765
,7.30E+002,6.71E-001,7.20E-001,4.41E-001,5.65E-001,8.65E-001,2.76E-001,2.23E-001,2.23E-001,3.66E-001,6.98E+000,3.20E+001,-8.272235549,46.8326,243.491,810.505
,7.31E+002,6.71E-001,7.20E-001,4.41E-001,5.65E-001,9.04E-001,2.76E-001,3.70E-001,3.32E-001,2.00E-001,9.36E+000,3.84E+001,-3.089013457,62.5297,412.612,1140.39
,7.32E+002,6.71E-001,7.20E-001,6.53E-001,6.42E-001,9.04E-001,8.61E-001,3.73E-001,2.94E-001,3.65E-001,9.36E+000,3.84E+001,-3.089013457,67.3215,488.803,1215.07
,7.33E+002,6.71E-001,7.24E-001,4.04E-001,3.27E-001,9.04E-001,4.33E-001,2.23E-001,3.51E-001,1.86E-001,9.36E+000,3.84E+001,-4.332138211,46.8437,279.836,808.934
,7.34E+002,6.71E-001,7.24E-001,4.04E-001,6.42E-001,9.04E-001,4.33E-001,3.70E-001,2.77E-001,1.86E-001,9.36E+000,3.84E+001,-3.089013457,60.2193,412.885,1111.22
,7.35E+002,6.89E-001,5.86E-001,6.53E-001,1.24E-001,7.41E-001,7.21E-001,3.28E-001,2.06E-001,3.65E-001,9.36E+000,3.84E+001,-4.332138211,54.8623,387.892,890.493
,7.36E+002,6.89E-001,7.20E-001,4.04E-001,4.16E-001,9.04E-001,1.63E-001,3.70E-001,2.62E-001,1.86E-001,9.36E+000,3.84E+001,-3.089013457,59.1699,401.445,1066.79
,7.37E+002,6.89E-001,7.20E-001,6.53E-001,4.16E-001,9.04E-001,8.61E-001,3.52E-001,2.94E-001,3.65E-001,9.36E+000,3.84E+001,-3.089013457,64.6488,469.351,1147.72
,7.38E+002,6.89E-001,7.24E-001,5.99E-001,3.27E-001,9.01E-001,8.61E-001,2.60E-001,2.77E-001,2.00E-001,9.36E+000,3.84E+001,0.483502995,49.6665,349.627,899.628
,7.39E+002,6.89E-001,7.24E-001,5.99E-001,4.71E-001,9.01E-001,7.21E-001,3.70E-001,3.51E-001,2.00E-001,9.36E+000,3.84E+001,0.483502995,64.0564,445.868,1181.58
,7.40E+002,7.44E-001,6.71E-001,1.86E-001,4.53E-001,9.01E-001,7.90E-001,2.60E-001,2.23E-001,3.98E-001,9.36E+000,3.20E+001,-13.9034895,47.7514,249.613,814.843
,7.41E+002,7.44E-001,6.71E-001,6.53E-001,4.53E-001,9.04E-001,4.33E-001,2.23E-001,3.32E-001,1.86E-001,9.36E+000,3.20E+001,-13.9034895,46.9235,252.727,848.199
,7.42E+002,7.44E-001,7.20E-001,4.41E-001,6.42E-001,9.01E-001,8.61E-001,2.23E-001,3.50E-001,3.65E-001,9.36E+000,3.84E+001,-13.9034895,50.2318,301.206,900.449
,7.43E+002,7.44E-001,7.20E-001,6.53E-001,1.24E-001,9.01E-001,4.33E-001,3.28E-001,2.23E-001,3.65E-001,8.80E+000,3.84E+001,-4.332138211,59.0158,414.981,1007.37
,7.44E+002,7.44E-001,7.72E-001,2.29E-001,5.65E-001,9.01E-001,7.90E-001,2.23E-001,2.77E-001,3.98E-001,6.98E+000,3.20E+001,3.076569512,50.7017,257.388,905.62
,7.45E+002,7.44E-001,7.72E-001,4.41E-001,4.71E-001,9.01E-001,7.21E-001,3.70E-001,2.23E-001,3.65E-001,9.36E+000,3.20E+001,-3.089013457,65.6583,420.212,1209.38
,7.46E+002,7.44E-001,7.72E-001,4.41E-001,4.71E-001,9.01E-001,8.61E-001,2.60E-001,3.50E-001,3.65E-001,9.36E+000,3.84E+001,-13.9034895,55.2959,352.379,1000.02
,7.47E+002,7.44E-001,7.72E-001,6.53E-001,4.53E-001,9.01E-001,7.90E-001,2.23E-001,3.50E-001,2.17E-001,6.98E+000,3.20E+001,-13.9034895,50.6905,270.384,958.201
,7.48E+002,7.44E-001,7.72E-001,6.53E-001,4.71E-001,9.01E-001,7.90E-001,2.23E-001,3.50E-001,3.98E-001,6.98E+000,3.20E+001,-13.9034895,54.4013,301.959,1008.36
,7.49E+002,7.44E-001,7.72E-001,6.53E-001,5.65E-001,9.01E-001,8.61E-001,2.23E-001,2.62E-001,2.00E-001,9.36E+000,3.84E+001,-4.332138211,48.0646,333.845,886.465
,7.50E+002,7.44E-001,7.72E-001,6.53E-001,5.65E-001,9.04E-001,4.33E-001,3.28E-001,2.94E-001,1.86E-001,8.80E+000,3.20E+001,-4.332138211,60.7563,366.655,1153.19
,7.51E+002,7.44E-001,7.72E-001,6.53E-001,6.42E-001,9.01E-001,7.90E-001,2.23E-001,2.62E-001,2.00E-001,9.36E+000,3.84E+001,3.076569512,47.973,338.995,895.376
,7.52E+002,1.90E-001,6.94E-001,5.99E-001,4.71E-001,9.62E-001,4.33E-001,3.28E-001,2.77E-001,1.86E-001,9.36E+000,3.45E+001,3.076569512,51.1346,323.875,812.848
,7.53E+002,1.90E-001,7.20E-001,4.04E-001,1.24E-001,9.62E-001,7.21E-001,3.28E-001,2.62E-001,1.86E-001,9.36E+000,3.84E+001,3.076569512,50.4245,342.645,790.3
,7.54E+002,1.90E-001,7.72E-001,4.04E-001,4.71E-001,9.62E-001,4.33E-001,3.28E-001,2.94E-001,1.86E-001,9.36E+000,3.71E+001,3.076569512,52.8342,354.059,862.155
,7.55E+002,1.90E-001,7.72E-001,5.99E-001,4.71E-001,9.62E-001,4.33E-001,3.28E-001,2.77E-001,1.86E-001,9.36E+000,3.64E+001,3.076569512,53.3987,361.824,872.196
,7.56E+002,3.00E-001,6.94E-001,6.53E-001,1.24E-001,9.04E-001,4.33E-001,3.70E-001,3.32E-001,2.00E-001,9.36E+000,3.84E+001,3.076569512,58.4881,404.592,946.126
,7.57E+002,3.00E-001,7.20E-001,6.53E-001,5.65E-001,9.04E-001,4.33E-001,3.51E-001,2.62E-001,1.86E-001,9.36E+000,3.84E+001,-3.089013457,56.5033,399.249,945.241
,7.58E+002,3.00E-001,7.24E-001,6.53E-001,1.24E-001,9.04E-001,4.33E-001,3.28E-001,3.32E-001,2.00E-001,9.36E+000,3.84E+001,-3.089013457,55.7576,386.827,908.605
,7.59E+002,3.00E-001,7.24E-001,6.53E-001,3.27E-001,9.04E-001,4.33E-001,3.70E-001,2.77E-001,1.86E-001,9.36E+000,3.84E+001,3.076569512,58.155,411.914,965.939
,7.60E+002,3.00E-001,7.72E-001,6.53E-001,5.65E-001,9.04E-001,7.90E-001,3.28E-001,2.62E-001,2.00E-001,9.36E+000,3.84E+001,3.076569512,56.2145,416.293,961.898
,7.61E+002,3.33E-001,7.24E-001,4.41E-001,4.71E-001,9.01E-001,8.61E-001,3.52E-001,2.77E-001,2.00E-001,8.80E+000,3.84E+001,0.483502995,56.1865,394.893,968.288
,7.62E+002,3.33E-001,7.72E-001,5.99E-001,4.71E-001,9.01E-001,8.61E-001,3.52E-001,3.51E-001,2.17E-001,9.36E+000,3.84E+001,0.483502995,61.8876,443.173,1061.32
,7.63E+002,3.33E-001,7.72E-001,5.99E-001,5.65E-001,9.01E-001,7.90E-001,2.60E-001,3.51E-001,3.98E-001,6.98E+000,3.84E+001,0.483502995,56.1439,377.869,909.659
,7.64E+002,3.33E-001,7.72E-001,6.53E-001,6.42E-001,9.01E-001,7.90E-001,2.23E-001,2.23E-001,3.65E-001,8.80E+000,3.84E+001,-13.9034895,46.5629,336.038,767.039
,7.65E+002,3.85E-001,7.20E-001,4.41E-001,3.27E-001,9.04E-001,7.21E-001,3.52E-001,3.32E-001,1.86E-001,9.36E+000,3.84E+001,-3.089013457,57.2458,393.53,979.001
,7.66E+002,3.85E-001,7.20E-001,4.41E-001,3.27E-001,9.62E-001,7.21E-001,3.35E-001,3.24E-001,1.86E-001,9.36E+000,3.84E+001,-3.089013457,53.7858,362.113,901.131
,7.67E+002,3.85E-001,7.24E-001,4.04E-001,5.65E-001,9.04E-001,7.90E-001,3.70E-001,2.62E-001,2.00E-001,9.36E+000,3.84E+001,-3.089013457,57.9109,407.128,1002.07
,7.68E+002,3.85E-001,7.24E-001,4.41E-001,3.27E-001,9.04E-001,7.21E-001,3.52E-001,3.32E-001,1.86E-001,9.36E+000,3.84E+001,-3.089013457,57.7096,398.383,988.697
