,eval_id,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,obj_fn_1,obj_fn_2,nln_ineq_con_1
,3.00E+002,4.28E-003,7.22E-001,4.50E-001,1.31E-002,6.27E-001,4.91E-001,3.87E-001,3.24E-001,2.93E-001,2.49E+000,1.92E+001,-9.985916342,66.489,189.935,989.094
,3.01E+002,1.90E-001,7.24E-001,2.94E-001,4.71E-001,9.01E-001,9.99E-001,3.28E-001,3.50E-001,3.44E-001,6.98E+000,3.33E+001,-4.3284429,57.2897,308.595,898.72
,3.02E+002,1.90E-001,7.72E-001,2.29E-001,6.70E-001,9.62E-001,3.11E-001,3.28E-001,2.77E-001,1.82E-001,6.98E+000,1.75E+001,3.076569512,53.3439,189.19,912.963
,3.03E+002,1.90E-001,7.80E-001,1.86E-001,4.71E-001,7.41E-001,4.26E-001,2.60E-001,3.51E-001,3.65E-001,5.28E+000,2.01E+001,-13.9034895,52.0651,161.947,818.699
,3.04E+002,2.85E-001,7.32E-001,2.27E-001,7.85E-001,1.85E-001,4.26E-001,2.96E-001,3.69E-001,3.53E-001,6.00E+000,2.01E+001,-10.32136301,54.9323,150.452,759.057
,3.05E+002,2.85E-001,7.72E-001,4.50E-001,6.42E-001,7.41E-001,4.26E-001,2.60E-001,3.69E-001,3.65E-001,5.28E+000,2.01E+001,-13.9034895,54.6477,188.119,929.007
,3.06E+002,2.85E-001,7.80E-001,2.27E-001,6.42E-001,1.85E-001,9.77E-002,2.96E-001,2.38E-001,3.53E-001,5.28E+000,8.14E+000,-8.272235549,56.1255,79.1182,728.298
,3.07E+002,2.85E-001,7.80E-001,4.50E-001,3.16E-002,7.41E-001,4.26E-001,3.57E-001,3.69E-001,2.93E-001,5.28E+000,2.01E+001,-8.272235549,67.535,236.668,1122.13
,3.08E+002,2.85E-001,7.80E-001,4.50E-001,8.33E-001,6.40E-001,7.25E-001,3.01E-001,2.05E-001,1.03E-001,2.62E+000,9.01E+000,-8.272235549,53.8355,85.3514,915.131
,3.09E+002,3.00E-001,5.86E-001,2.27E-001,7.63E-001,5.49E-001,9.77E-002,3.51E-001,3.68E-001,1.00E-001,4.24E+000,2.79E+001,-0.1479673875,50.9846,186.03,799.327
,3.10E+002,3.00E-001,5.86E-001,4.50E-001,6.42E-001,9.04E-001,2.76E-001,2.95E-001,3.32E-001,2.25E-001,9.36E+000,3.84E+001,-3.089013457,48.3643,294.383,738.821
,3.11E+002,3.00E-001,6.26E-001,4.50E-001,6.42E-001,8.32E-001,9.36E-001,3.57E-001,2.62E-001,2.93E-001,7.41E+000,1.86E+001,3.076569512,58.4947,227.177,993.892
,3.12E+002,3.00E-001,7.20E-001,4.04E-001,4.16E-001,1.75E-001,7.21E-001,2.60E-001,3.68E-001,3.65E-001,9.36E+000,2.53E+001,1.381804224,53.4755,219.225,721.622
,3.13E+002,3.00E-001,7.20E-001,4.04E-001,4.16E-001,9.04E-001,7.21E-001,3.51E-001,3.68E-001,3.65E-001,9.36E+000,2.53E+001,3.076569512,63.7486,324.109,1068.24
,3.14E+002,3.00E-001,7.20E-001,4.76E-001,7.63E-001,9.04E-001,7.21E-001,3.51E-001,3.32E-001,3.65E-001,4.24E+000,3.84E+001,-3.089013457,61.6863,370.139,1012.88
,3.15E+002,3.00E-001,7.27E-001,1.86E-001,6.42E-001,7.41E-001,2.76E-001,3.57E-001,3.68E-001,3.65E-001,6.51E+000,3.84E+001,-8.272235549,61.4788,343.374,988.14
,3.16E+002,3.16E-001,6.10E-001,1.60E-001,4.00E-002,4.73E-001,4.91E-001,3.87E-001,3.24E-001,2.93E-001,5.06E+000,2.01E+001,-8.272235549,58.1756,161.766,821.584
,3.17E+002,3.27E-001,7.72E-001,6.93E-001,3.94E-001,7.24E-001,9.99E-001,3.28E-001,3.57E-001,2.72E-001,8.69E+000,1.61E+001,-2.497091222,65.6641,244.955,1138.33
,3.18E+002,3.33E-001,2.61E-001,7.74E-001,8.37E-001,9.62E-001,1.79E-001,3.35E-001,3.67E-001,3.12E-001,4.72E+000,3.75E+001,-3.925654781,49.5758,185.367,540.335
,3.19E+002,3.33E-001,7.72E-001,7.16E-001,6.70E-001,9.62E-001,1.79E-001,3.28E-001,3.68E-001,3.44E-001,6.98E+000,1.75E+001,3.076569512,66.1302,234.178,1107.34
,3.20E+002,3.85E-001,6.26E-001,1.89E-001,3.27E-001,8.32E-001,1.63E-001,3.83E-001,2.62E-001,2.00E-001,6.76E+000,3.71E+001,-7.844616283,55.4645,316.22,906.321
,3.21E+002,3.85E-001,6.26E-001,4.50E-001,6.42E-001,7.41E-001,9.36E-001,3.57E-001,2.62E-001,2.93E-001,7.41E+000,1.77E+001,3.076569512,58.8958,218.175,1006.46
,3.22E+002,3.85E-001,6.26E-001,5.37E-001,3.27E-001,8.32E-001,7.26E-001,3.86E-001,3.88E-001,2.17E-001,7.41E+000,1.74E+001,-7.844616283,63.1224,225.417,1101.95
,3.24E+002,4.10E-001,3.46E-001,6.56E-001,8.33E-001,6.40E-001,7.25E-001,3.01E-001,2.05E-001,1.03E-001,2.62E+000,9.01E+000,-0.2426988842,42.1189,51.0685,547.944
,3.25E+002,4.10E-001,7.80E-001,6.56E-001,8.33E-001,6.40E-001,7.25E-001,3.01E-001,2.05E-001,1.03E-001,5.28E+000,9.01E+000,-0.2426988842,54.1619,117.627,969.378
,3.26E+002,5.09E-001,7.20E-001,4.41E-001,4.16E-001,9.04E-001,7.21E-001,3.70E-001,3.32E-001,3.65E-001,9.36E+000,3.84E+001,-3.089013457,63.9596,439.262,1097
,3.27E+002,5.13E-001,7.27E-001,2.94E-001,7.63E-001,5.49E-001,5.78E-001,2.78E-001,3.49E-001,3.35E-001,6.98E+000,3.84E+001,-13.9034895,53.0416,277.405,877.115
,3.28E+002,5.13E-001,7.70E-001,1.89E-001,7.63E-001,2.05E-001,5.78E-001,3.41E-001,3.49E-001,3.35E-001,4.07E+000,3.64E+001,-0.1479673875,63.5354,253.487,917.971
,3.29E+002,5.75E-001,5.86E-001,5.37E-001,3.27E-001,1.75E-001,2.76E-001,3.83E-001,2.14E-001,3.44E-001,8.30E+000,2.79E+001,3.076569512,57.5228,239.718,766.506
,3.30E+002,5.75E-001,6.26E-001,5.37E-001,3.27E-001,8.32E-001,2.76E-001,3.99E-001,3.68E-001,1.93E-001,8.30E+000,1.86E+001,-14.30127119,64.5129,238.611,1138.1
,3.31E+002,5.75E-001,6.26E-001,5.37E-001,3.27E-001,8.32E-001,9.36E-001,3.99E-001,3.68E-001,1.93E-001,8.30E+000,1.86E+001,-14.30127119,64.4666,245.308,1158.84
,3.32E+002,6.30E-001,6.71E-001,6.16E-001,5.72E-001,9.04E-001,8.98E-001,2.60E-001,3.32E-001,3.65E-001,5.10E-001,2.84E+001,-0.4362755667,56.1472,223.285,989.684
,3.33E+002,6.30E-001,7.80E-001,4.51E-001,5.72E-001,3.83E-001,3.40E-002,2.63E-001,3.33E-001,1.69E-001,5.28E+000,2.84E+001,-0.4362755667,53.7979,207.175,892.323
,3.34E+002,6.71E-001,5.30E-001,2.94E-001,7.63E-001,9.01E-001,7.90E-001,2.78E-001,3.51E-001,3.35E-001,6.98E+000,8.73E+000,-13.9034895,52.976,108.917,912.54
,3.35E+002,6.71E-001,5.86E-001,1.86E-001,4.16E-001,9.04E-001,7.21E-001,2.95E-001,3.32E-001,3.65E-001,6.51E+000,3.84E+001,-3.089013457,52.4619,261.795,846.784
,3.36E+002,6.71E-001,5.86E-001,1.86E-001,6.42E-001,7.41E-001,2.76E-001,3.57E-001,3.51E-001,3.65E-001,9.36E+000,3.84E+001,-8.272235549,59.3112,330.251,992.852
,3.37E+002,6.71E-001,5.86E-001,4.76E-001,7.63E-001,5.49E-001,5.78E-001,2.95E-001,3.68E-001,3.44E-001,4.24E+000,2.79E+001,-3.089013457,56.4674,214.819,969.72
,3.38E+002,6.71E-001,7.20E-001,4.41E-001,4.16E-001,9.04E-001,7.21E-001,2.95E-001,3.32E-001,3.65E-001,9.36E+000,2.53E+001,-3.089013457,59.6366,304.663,1087.11
,3.39E+002,6.71E-001,7.32E-001,2.27E-001,7.85E-001,1.85E-001,7.90E-001,2.96E-001,2.38E-001,3.65E-001,6.98E+000,3.84E+001,-10.32136301,52.8226,251.605,787.177
,3.40E+002,6.89E-001,5.86E-001,5.84E-001,3.27E-001,1.75E-001,9.36E-001,3.83E-001,3.88E-001,1.93E-001,8.30E+000,1.86E+001,-14.30127119,61.734,188.744,933.873
,3.41E+002,6.89E-001,5.86E-001,5.84E-001,7.53E-001,1.75E-001,2.76E-001,3.83E-001,3.88E-001,3.44E-001,6.76E+000,2.79E+001,-12.78313196,65.0754,240.965,1006.63
,3.42E+002,6.89E-001,7.70E-001,5.99E-001,1.24E-001,6.28E-001,8.61E-001,3.41E-001,3.88E-001,2.17E-001,6.76E+000,3.64E+001,-4.332138211,66.1459,383.98,1139.16
,3.43E+002,6.96E-001,7.20E-001,2.94E-001,4.71E-001,8.65E-001,7.21E-001,2.23E-001,3.50E-001,3.98E-001,6.98E+000,1.75E+001,-13.9034895,51.3955,163.316,927.053
,3.44E+002,6.96E-001,7.20E-001,4.51E-001,4.16E-001,3.83E-001,7.21E-001,2.76E-001,3.63E-001,3.04E-001,9.36E+000,2.53E+001,1.381804224,58.4254,263.1,968.357
,3.45E+002,7.44E-001,7.72E-001,6.53E-001,4.71E-001,9.34E-001,9.99E-001,2.23E-001,3.90E-001,3.65E-001,6.98E+000,3.33E+001,-4.3284429,54.7075,298.071,996.539
,3.46E+002,7.44E-001,7.72E-001,6.53E-001,5.65E-001,9.04E-001,7.21E-001,2.23E-001,3.90E-001,2.72E-001,6.98E+000,1.75E+001,-13.9034895,55.4166,193.425,1079.01
,3.47E+002,7.63E-001,2.61E-001,7.74E-001,8.37E-001,9.62E-001,8.00E-001,3.35E-001,3.24E-001,1.86E-001,4.72E+000,1.61E+001,-3.925654781,51.5588,111.444,771.041
,3.48E+002,7.63E-001,7.32E-001,7.74E-001,8.37E-001,9.08E-001,8.00E-001,2.96E-001,3.67E-001,1.00E-001,4.72E+000,1.61E+001,-2.201175404,58.6823,169.136,1190.2
,3.49E+002,7.63E-001,7.72E-001,1.86E-001,4.71E-001,9.08E-001,9.99E-001,2.60E-001,3.51E-001,3.65E-001,9.36E+000,1.61E+001,-13.9034895,56.1706,191.325,1007.62
,3.50E+002,7.63E-001,7.72E-001,6.93E-001,3.94E-001,7.24E-001,9.62E-001,3.81E-001,2.82E-001,3.48E-001,6.98E+000,1.61E+001,-2.497091222,76.8149,272.862,1408.16
,3.51E+002,7.63E-001,7.72E-001,6.93E-001,4.71E-001,9.08E-001,8.80E-002,3.28E-001,3.57E-001,2.72E-001,6.98E+000,1.61E+001,-13.9034895,66.6367,219.144,1272.48
,3.52E+002,7.63E-001,7.72E-001,6.93E-001,4.71E-001,9.08E-001,9.99E-001,3.28E-001,3.57E-001,2.72E-001,9.36E+000,1.61E+001,-13.9034895,66.1908,256.321,1273.58
,3.53E+002,7.96E-001,2.61E-001,7.74E-001,8.37E-001,9.08E-001,9.77E-002,2.96E-001,3.67E-001,1.00E-001,4.72E+000,1.61E+001,-2.201175404,48.2913,80.5003,718.093
,3.54E+002,7.96E-001,7.27E-001,2.27E-001,7.85E-001,1.85E-001,7.90E-001,2.60E-001,2.38E-001,3.53E-001,6.00E+000,3.84E+001,-13.9034895,49.9763,212.114,758.162
,3.55E+002,7.96E-001,7.32E-001,4.76E-001,7.63E-001,5.49E-001,5.78E-001,2.96E-001,3.67E-001,1.00E-001,4.33E-001,2.79E+001,-2.201175404,58.4471,162.237,1085.41
,3.56E+002,1.90E-001,5.86E-001,7.16E-001,5.65E-001,9.01E-001,1.79E-001,3.35E-001,3.50E-001,3.44E-001,6.98E+000,2.79E+001,-0.1479673875,59.3143,272.737,851.684
,3.57E+002,1.90E-001,5.86E-001,7.35E-001,5.65E-001,9.34E-001,5.35E-001,3.51E-001,3.50E-001,3.44E-001,8.80E+000,1.06E+001,-0.1479673875,65.224,166.006,960.309
,3.58E+002,1.90E-001,6.57E-001,4.76E-001,5.65E-001,5.49E-001,5.35E-001,3.35E-001,3.50E-001,1.86E-001,8.80E+000,1.75E+001,-0.1479673875,56.5109,198.281,860.897
,3.59E+002,1.90E-001,6.71E-001,4.51E-001,5.72E-001,9.62E-001,8.98E-001,3.28E-001,3.63E-001,3.04E-001,6.98E+000,1.75E+001,3.076569512,57.4945,197.775,914.152
,3.60E+002,1.90E-001,6.94E-001,4.49E-001,8.92E-001,9.01E-001,3.11E-001,3.28E-001,2.77E-001,1.82E-001,6.98E+000,2.49E+001,3.102651703,52.8766,246.01,889.915
,3.61E+002,1.90E-001,7.20E-001,2.94E-001,4.16E-001,9.01E-001,9.99E-001,3.28E-001,3.32E-001,3.65E-001,6.98E+000,2.53E+001,1.381804224,58.725,260.656,933.377
,3.63E+002,1.90E-001,7.24E-001,6.53E-001,5.65E-001,9.34E-001,5.35E-001,2.23E-001,3.50E-001,3.44E-001,6.98E+000,1.75E+001,0.1789842896,52.875,183.538,810.59
,3.64E+002,1.90E-001,7.72E-001,2.29E-001,6.70E-001,9.62E-001,1.79E-001,3.35E-001,3.24E-001,1.82E-001,6.98E+000,1.75E+001,0.1789842896,55.2413,190.078,931.136
,3.65E+002,1.90E-001,7.72E-001,7.16E-001,6.70E-001,9.01E-001,1.79E-001,3.35E-001,3.24E-001,1.86E-001,6.98E+000,1.75E+001,0.1789842896,60.4202,222.47,1045.9
,3.66E+002,1.90E-001,7.80E-001,1.86E-001,5.65E-001,7.41E-001,7.21E-001,2.23E-001,3.51E-001,2.72E-001,6.98E+000,2.01E+001,-13.9034895,46.5185,158.888,736.256
,3.67E+002,1.90E-001,7.80E-001,1.86E-001,5.65E-001,7.41E-001,7.21E-001,2.60E-001,3.51E-001,3.65E-001,5.28E+000,1.75E+001,-13.9034895,52.5228,150.503,843.296
,3.68E+002,2.85E-001,7.72E-001,4.50E-001,6.42E-001,7.41E-001,4.26E-001,2.60E-001,3.69E-001,3.65E-001,2.58E+000,2.01E+001,-13.9034895,54.4918,161.957,918.143
,3.69E+002,3.00E-001,6.71E-001,4.51E-001,4.16E-001,9.04E-001,7.21E-001,3.51E-001,3.68E-001,3.04E-001,5.10E-001,2.53E+001,3.076569512,60.6939,219.648,1011.35
,3.70E+002,3.00E-001,7.20E-001,5.99E-001,1.24E-001,9.04E-001,7.21E-001,3.51E-001,3.88E-001,2.17E-001,6.76E+000,3.64E+001,-4.332138211,60.5847,370.734,989.603
,3.71E+002,3.00E-001,7.20E-001,5.99E-001,4.16E-001,6.28E-001,7.21E-001,3.41E-001,3.88E-001,3.65E-001,9.36E+000,3.64E+001,-4.332138211,64.0988,412.948,999.482
,3.72E+002,3.00E-001,7.20E-001,6.53E-001,7.63E-001,9.04E-001,7.21E-001,2.23E-001,3.32E-001,3.98E-001,4.24E+000,3.20E+001,-3.089013457,51.2833,276.32,819.028
,3.73E+002,3.00E-001,7.72E-001,6.53E-001,5.65E-001,9.04E-001,7.21E-001,2.23E-001,3.32E-001,2.72E-001,4.24E+000,1.75E+001,-13.9034895,49.9873,159.824,872.361
,3.75E+002,3.85E-001,5.83E-001,6.16E-001,3.07E-001,4.50E-001,8.98E-001,3.86E-001,3.32E-001,2.00E-001,5.10E-001,2.84E+001,-9.434040885,57.9654,203.958,877.291
,3.76E+002,3.85E-001,6.26E-001,2.94E-001,3.27E-001,8.32E-001,1.63E-001,3.83E-001,3.50E-001,2.00E-001,6.98E+000,3.71E+001,-13.9034895,58.1772,320.891,945.879
,3.77E+002,3.85E-001,6.71E-001,6.16E-001,3.07E-001,4.50E-001,8.98E-001,3.86E-001,2.62E-001,3.65E-001,7.41E+000,1.74E+001,-0.4362755667,67.5096,233.268,1041.01
,3.78E+002,3.88E-001,7.70E-001,1.89E-001,3.59E-001,1.85E-001,9.77E-002,3.41E-001,2.38E-001,1.00E-001,4.33E-001,8.14E+000,-10.22129143,56.9223,45.0092,784.72
,3.79E+002,3.88E-001,7.70E-001,3.16E-001,3.59E-001,2.05E-001,3.47E-001,3.41E-001,3.88E-001,2.17E-001,6.76E+000,3.64E+001,-1.338246812,60.5382,279.341,833.992
,3.80E+002,4.32E-001,7.99E-001,6.56E-001,2.71E-002,4.82E-001,2.76E-001,2.76E-001,3.63E-001,3.04E-001,5.10E-001,2.79E+001,3.076569512,60.4083,217.742,905.431
,3.81E+002,5.09E-001,7.20E-001,2.94E-001,4.16E-001,9.04E-001,9.99E-001,3.70E-001,3.90E-001,3.65E-001,6.98E+000,3.33E+001,1.381804224,65.6551,353.766,1125.97
,3.82E+002,5.29E-001,6.94E-001,2.29E-001,8.92E-001,9.01E-001,3.11E-001,2.98E-001,3.67E-001,1.82E-001,6.98E+000,2.49E+001,3.102651703,53.088,228.634,987.883
,3.83E+002,6.30E-001,5.30E-001,2.94E-001,7.63E-001,3.83E-001,8.98E-001,2.78E-001,3.63E-001,3.35E-001,5.10E-001,2.84E+001,-0.4362755667,51.8331,129.763,797.999
,3.84E+002,6.30E-001,6.71E-001,2.27E-001,5.72E-001,9.04E-001,9.77E-002,2.60E-001,3.32E-001,1.00E-001,4.33E-001,8.14E+000,-10.22129143,48.8908,34.2036,885.28
,3.85E+002,6.30E-001,6.71E-001,2.94E-001,5.72E-001,8.65E-001,8.98E-001,2.76E-001,3.50E-001,3.04E-001,5.10E-001,1.75E+001,-0.4362755667,56.5236,113.05,993.892
,3.86E+002,6.30E-001,6.71E-001,4.04E-001,4.16E-001,3.83E-001,7.21E-001,2.76E-001,3.63E-001,3.04E-001,9.36E+000,2.53E+001,-0.4362755667,55.6363,242.875,897.005
,3.87E+002,6.30E-001,6.71E-001,4.51E-001,5.72E-001,3.83E-001,3.11E-001,2.76E-001,3.63E-001,3.04E-001,6.98E+000,2.84E+001,-0.4362755667,55.6247,228.363,890.044
,3.88E+002,6.30E-001,6.71E-001,4.51E-001,5.72E-001,3.83E-001,8.98E-001,2.90E-001,3.63E-001,3.04E-001,5.10E-001,2.84E+001,-0.4362755667,56.6131,180.634,924.43
,3.89E+002,6.30E-001,7.32E-001,2.27E-001,5.72E-001,9.04E-001,8.98E-001,2.60E-001,3.32E-001,3.65E-001,4.33E-001,8.14E+000,-10.22129143,55.8181,45.2527,992.513
,3.90E+002,6.30E-001,7.80E-001,4.51E-001,5.72E-001,3.83E-001,7.82E-001,3.32E-001,3.33E-001,1.69E-001,5.28E+000,2.84E+001,-0.4362755667,61.31,256.91,1040.21
,3.91E+002,6.71E-001,5.86E-001,7.16E-001,7.63E-001,5.49E-001,5.78E-001,3.51E-001,3.68E-001,3.44E-001,4.24E+000,3.75E+001,-3.089013457,63.9271,325.585,1056.21
,3.92E+002,6.71E-001,5.86E-001,7.16E-001,7.63E-001,9.62E-001,1.79E-001,3.51E-001,3.68E-001,3.44E-001,4.24E+000,2.79E+001,-3.089013457,63.876,250.827,1093.59
,3.93E+002,6.71E-001,6.71E-001,4.51E-001,7.63E-001,9.01E-001,8.98E-001,2.78E-001,3.63E-001,3.04E-001,5.10E-001,8.73E+000,-13.9034895,58.3401,54.9517,1106.26
,3.94E+002,6.89E-001,7.70E-001,1.89E-001,1.78E-001,6.28E-001,7.26E-001,3.83E-001,3.88E-001,2.17E-001,6.76E+000,3.71E+001,-7.844616283,69.4628,363.091,1144.69
,3.95E+002,6.96E-001,6.26E-001,1.89E-001,3.27E-001,8.65E-001,1.63E-001,3.83E-001,3.50E-001,3.98E-001,6.98E+000,1.75E+001,-7.844616283,65.3499,200.926,1111.48
,3.96E+002,6.96E-001,6.71E-001,2.94E-001,5.72E-001,8.65E-001,8.98E-001,2.76E-001,3.63E-001,3.04E-001,5.10E-001,2.84E+001,-13.9034895,54.3892,160.798,981.274
,3.97E+002,6.96E-001,7.20E-001,6.16E-001,4.16E-001,9.04E-001,7.21E-001,2.60E-001,3.68E-001,3.65E-001,9.36E+000,2.53E+001,3.076569512,60.051,313.144,1093.06
,3.98E+002,6.96E-001,7.20E-001,6.16E-001,4.16E-001,9.04E-001,7.21E-001,3.51E-001,3.32E-001,3.65E-001,9.36E+000,2.53E+001,3.076569512,69.0395,365.681,1246.25
,3.99E+002,7.41E-001,7.24E-001,2.94E-001,4.71E-001,9.01E-001,5.35E-001,3.28E-001,2.94E-001,3.44E-001,6.98E+000,3.33E+001,-4.3284429,59.9509,324.134,1082.98
,4.00E+002,7.44E-001,7.20E-001,6.53E-001,5.65E-001,9.04E-001,7.21E-001,3.51E-001,3.90E-001,3.65E-001,4.24E+000,1.75E+001,-3.089013457,74.5357,229.439,1385.19
,4.01E+002,7.44E-001,7.24E-001,7.16E-001,4.71E-001,9.34E-001,1.79E-001,3.35E-001,3.50E-001,3.44E-001,6.98E+000,3.20E+001,-4.3284429,65.911,348.935,1169.29
,4.02E+002,7.44E-001,7.24E-001,7.35E-001,5.65E-001,9.34E-001,5.35E-001,3.51E-001,3.50E-001,3.98E-001,8.80E+000,1.06E+001,-13.9034895,72.5311,209.844,1330.18
,4.03E+002,7.44E-001,7.72E-001,4.76E-001,5.65E-001,8.65E-001,9.99E-001,2.23E-001,3.32E-001,3.98E-001,6.98E+000,3.20E+001,-3.089013457,53.5209,281.867,985.755
,4.04E+002,7.44E-001,7.72E-001,7.16E-001,4.71E-001,9.34E-001,1.79E-001,3.35E-001,3.90E-001,1.86E-001,6.98E+000,3.33E+001,-3.925654781,64.7929,350.458,1203.16
,4.06E+002,1.76E-001,7.27E-001,1.86E-001,6.42E-001,7.41E-001,2.76E-001,3.57E-001,3.68E-001,3.65E-001,6.51E+000,3.84E+001,-8.272235549,60.8167,338.619,926.773
,4.07E+002,1.90E-001,7.72E-001,1.86E-001,4.71E-001,7.41E-001,9.99E-001,2.60E-001,3.51E-001,3.98E-001,6.98E+000,3.20E+001,-13.9034895,50.6941,239.609,773.886
,4.08E+002,1.90E-001,7.72E-001,2.29E-001,1.24E-001,9.62E-001,7.21E-001,3.28E-001,2.77E-001,2.17E-001,6.76E+000,3.64E+001,3.076569512,52.9548,314.139,836.874
,4.09E+002,1.90E-001,7.72E-001,2.29E-001,6.70E-001,9.04E-001,3.11E-001,2.23E-001,3.32E-001,2.72E-001,6.98E+000,1.75E+001,3.076569512,46.8448,151.605,739.495
,4.10E+002,3.00E-001,7.13E-001,6.56E-001,8.33E-001,9.04E-001,7.21E-001,2.23E-001,2.05E-001,3.98E-001,4.24E+000,9.01E+000,-0.2426988842,54.6064,107.948,865.586
,4.11E+002,3.00E-001,7.20E-001,1.86E-001,4.16E-001,9.04E-001,7.21E-001,2.95E-001,3.32E-001,3.65E-001,4.24E+000,3.84E+001,-3.089013457,53.5192,281.153,835.292
,4.12E+002,3.00E-001,7.20E-001,1.86E-001,4.16E-001,9.04E-001,7.21E-001,3.51E-001,3.32E-001,3.65E-001,9.36E+000,3.84E+001,-3.089013457,59.0541,376.132,941.304
,4.13E+002,3.00E-001,7.20E-001,2.29E-001,6.70E-001,9.62E-001,7.21E-001,3.51E-001,3.88E-001,2.17E-001,6.98E+000,3.64E+001,-4.332138211,56.8875,320.53,941.446
,4.14E+002,3.00E-001,7.20E-001,6.53E-001,1.24E-001,9.04E-001,4.33E-001,3.52E-001,2.94E-001,2.17E-001,8.80E+000,3.64E+001,-4.332138211,58.5303,385.827,955.737
,4.15E+002,3.00E-001,7.20E-001,6.53E-001,7.63E-001,9.04E-001,7.21E-001,2.23E-001,3.32E-001,3.98E-001,7.49E+000,3.20E+001,-3.089013457,51.2544,305.223,833.129
,4.16E+002,3.00E-001,7.24E-001,4.04E-001,6.18E-001,9.34E-001,4.33E-001,3.51E-001,2.94E-001,1.86E-001,9.36E+000,3.45E+001,-12.12648061,55.6407,341.836,939.364
,4.17E+002,3.00E-001,7.24E-001,6.53E-001,4.16E-001,9.04E-001,7.21E-001,3.52E-001,3.68E-001,1.86E-001,8.80E+000,2.53E+001,-12.12648061,61.2083,306.147,1062.88
,4.18E+002,3.00E-001,7.24E-001,6.53E-001,7.63E-001,9.34E-001,7.21E-001,3.52E-001,2.94E-001,1.86E-001,4.24E+000,3.45E+001,-12.12648061,57.4764,320.349,994.319
,4.19E+002,3.00E-001,7.72E-001,2.29E-001,6.70E-001,9.04E-001,3.11E-001,2.23E-001,2.77E-001,1.82E-001,4.24E+000,1.75E+001,-13.9034895,43.8159,118.871,735.982
,4.20E+002,3.33E-001,5.86E-001,6.53E-001,6.70E-001,9.62E-001,1.79E-001,3.52E-001,2.94E-001,1.86E-001,4.24E+000,3.75E+001,3.076569512,50.8664,269.519,782.887
,4.21E+002,3.33E-001,7.24E-001,6.53E-001,6.18E-001,9.34E-001,1.79E-001,3.52E-001,3.68E-001,3.44E-001,8.80E+000,3.45E+001,3.076569512,63.6379,390.628,1039.58
,4.22E+002,3.33E-001,7.72E-001,7.16E-001,4.71E-001,9.62E-001,1.79E-001,3.51E-001,3.68E-001,3.44E-001,6.98E+000,3.75E+001,3.076569512,64.4781,400.541,1028.15
,4.23E+002,4.10E-001,7.13E-001,6.56E-001,8.33E-001,9.04E-001,7.21E-001,2.23E-001,2.05E-001,1.03E-001,2.62E+000,9.01E+000,-0.2426988842,43.0831,71.6567,766.24
,4.24E+002,5.29E-001,6.94E-001,2.29E-001,4.16E-001,9.01E-001,3.11E-001,2.98E-001,3.67E-001,3.65E-001,6.98E+000,2.49E+001,3.076569512,56.6992,235.93,974.047
,4.25E+002,5.29E-001,6.94E-001,5.99E-001,4.16E-001,9.01E-001,3.11E-001,2.98E-001,3.67E-001,3.65E-001,6.98E+000,3.64E+001,3.102651703,58.6887,346.09,980.641
,4.26E+002,5.29E-001,7.20E-001,5.99E-001,4.16E-001,6.28E-001,7.21E-001,2.98E-001,3.67E-001,1.82E-001,6.98E+000,2.49E+001,3.102651703,56.6186,260.017,1017.6
,4.27E+002,5.29E-001,7.20E-001,6.16E-001,4.16E-001,9.04E-001,3.11E-001,2.60E-001,3.68E-001,3.65E-001,6.98E+000,2.53E+001,3.076569512,57.3313,263.949,991.138
,4.28E+002,6.30E-001,6.71E-001,1.86E-001,5.72E-001,9.04E-001,9.77E-002,2.60E-001,3.68E-001,3.65E-001,6.51E+000,3.84E+001,-8.272235549,51.434,242.095,855.797
,4.29E+002,6.30E-001,7.27E-001,1.86E-001,5.72E-001,7.41E-001,9.77E-002,3.57E-001,3.68E-001,3.65E-001,6.51E+000,8.14E+000,-10.22129143,67.6223,135.798,1199.66
,4.30E+002,6.30E-001,7.70E-001,5.99E-001,5.72E-001,6.28E-001,9.77E-002,3.41E-001,3.88E-001,2.17E-001,6.76E+000,3.64E+001,-4.332138211,65.7678,364.313,1157.05
,4.31E+002,6.30E-001,7.72E-001,2.29E-001,6.70E-001,3.83E-001,3.11E-001,3.28E-001,3.33E-001,1.82E-001,5.28E+000,2.84E+001,-0.4362755667,60.0268,231.473,1003.78
,4.32E+002,6.30E-001,7.80E-001,4.51E-001,5.72E-001,3.83E-001,7.82E-001,2.59E-001,2.77E-001,1.69E-001,5.28E+000,2.84E+001,-0.4362755667,52.0688,217.571,867.774
,4.33E+002,6.30E-001,7.80E-001,4.51E-001,5.72E-001,3.83E-001,7.82E-001,2.59E-001,3.33E-001,1.36E-001,5.28E+000,2.84E+001,-0.4362755667,52.6803,212.104,896.082
,4.34E+002,6.71E-001,7.20E-001,2.94E-001,4.71E-001,8.65E-001,7.21E-001,2.23E-001,3.50E-001,3.98E-001,6.98E+000,1.75E+001,-13.9034895,51.1225,163.036,920.295
,4.36E+002,6.71E-001,7.70E-001,5.99E-001,6.42E-001,7.41E-001,8.61E-001,3.41E-001,3.88E-001,3.65E-001,6.76E+000,3.64E+001,-8.272235549,70.4775,424.691,1284.92
