id	x1	x2	x3	x4	x5	x6	x7	x8	x9	x10	x11	x12	ofn1	ofn2	ofn3
230	0.645	0.253	0.227	0.857	0.678	0.533	0.31	0.265	0.104	2.26	31.7	1.87	40.9	85.3	520
231	0.449	0.63	0.145	0.0799	0.462	0.737	0.385	0.261	0.114	5.33	22.6	-11.9	54.5	179	838
232	0.123	0.643	0.314	0.107	0.485	0.427	0.355	0.339	0.356	1.07	9.41	-2.97	62.1	71.3	832
233	0.647	0.735	0.776	0.811	0.419	0.699	0.225	0.293	0.188	6.1	12.8	-2.4	52.7	138	913
234	0.228	0.306	0.786	0.876	0.492	0.615	0.239	0.375	0.318	4.88	36.8	-11.4	43.6	188	456
235	0.656	0.494	0.0918	0.754	0.714	0.798	0.348	0.232	0.378	1.52	10.7	4.49	54.2	68.1	834
236	0.414	0.0858	0.48	0.966	0.807	0.672	0.231	0.321	0.124	2.62	28.2	-0.963	35.5	47.9	291
237	0.709	0.742	0.447	0.947	0.146	0.463	0.222	0.307	0.152	4.59	37	-0.0974	46.7	186	723
238	0.214	0.447	0.364	0.0351	0.194	0.105	0.326	0.261	0.11	7.83	0.065	-6.51	44.6	33.8	464
239	0.764	0.28	0.321	0.764	0.481	0.824	0.358	0.379	0.301	2.86	2.97	-13.2	56.9	24.5	780
240	0.082	0.105	0.798	0.824	0.334	0.796	0.378	0.374	0.278	9.33	9.34	-12.3	52.8	63.7	381
241	0.619	0.208	0.349	0.391	0.976	0.811	0.219	0.214	0.169	9.66	20.8	-1.13	35.9	86.1	370
242	0.396	0.359	0.161	0.615	0.517	0.0809	0.391	0.245	0.253	3.52	36.8	-3.36	46.9	159	554
243	0.622	0.244	0.0762	0.545	0.799	0.965	0.39	0.28	0.228	4.88	19.8	3.76	47.7	87.1	567
244	0.561	0.528	0.481	0.902	0.65	0.726	0.329	0.279	0.366	4.35	27.5	-9.17	55.2	227	906
245	0.652	0.0202	0.102	0.777	0.238	0.581	0.399	0.357	0.316	8.19	17.6	2.37	51.6	51.2	371
246	0.298	0.0388	0.189	0.587	0.252	0.945	0.241	0.213	0.137	5.28	8.42	-12	35	11.9	138
247	0.455	0.421	0.0266	0.72	0.548	0.734	0.247	0.231	0.29	7.5	27.6	-7.03	40.4	116	492
248	0.262	0.7	0.0198	0.682	0.584	0.851	0.395	0.399	0.199	9.04	27.7	0.613	61.2	290	982
249	0.353	0.411	0.564	0.986	0.736	0.634	0.397	0.277	0.37	5.95	22.5	-11.1	56.6	206	827
250	0.539	0.00164	0.238	0.534	0.931	0.929	0.274	0.375	0.24	0.533	4.76	-14.8	44.3	-4.37	286
251	0.35	0.734	0.493	0.344	0.0909	0.63	0.263	0.288	0.176	9.05	30	-5.65	49.2	214	648
252	0.411	0.116	0.265	0.0315	0.37	0.464	0.263	0.216	0.225	1.43	29.7	3.57	36.5	45.9	212
253	0.145	0.0384	0.103	0.672	0.819	0.0635	0.308	0.39	0.254	2.91	28.5	-10.5	41.1	16.7	134
254	0.77	0.124	0.00683	0.499	0.0565	0.178	0.252	0.347	0.192	4.2	22.2	-7.67	43.8	22.2	386
255	0.00949	0.18	0.173	0.661	0.548	0.464	0.363	0.334	0.319	5.83	39.3	-14.9	43.8	100	235
256	0.573	0.313	0.613	0.977	0.851	0.704	0.342	0.393	0.399	9.51	11.3	-0.86	59.4	153	863
257	0.659	0.474	0.769	0.422	0.813	0.532	0.37	0.302	0.346	5.47	0.409	4.97	65.5	54.4	1.06e+03
258	0.209	0.672	0.0961	0.357	0.893	0.065	0.296	0.361	0.273	5.8	30	-14	50.1	203	750
259	0.32	0.476	0.0825	0.856	0.0732	0.177	0.302	0.204	0.267	3.92	1.04	-0.842	45.2	21.1	461
260	0.165	0.646	0.432	0.399	0.19	0.799	0.334	0.391	0.189	6.78	1.85	4.55	55.2	52.5	719
261	0.337	0.683	0.44	0.674	0.178	0.146	0.289	0.396	0.309	0.326	39.7	-2.38	53.1	196	690
262	0.619	0.346	0.411	0.102	0.504	0.991	0.285	0.322	0.173	8.98	25.9	-2.82	43.6	146	559
263	0.185	0.756	0.485	0.969	0.677	0.446	0.359	0.235	0.112	4.51	35.3	-7.22	57.7	315	925
264	0.151	0.02	0.789	0.89	0.704	0.496	0.258	0.324	0.179	9.91	13.2	4.82	40.5	50	219
265	0.11	0.724	0.63	0.896	0.863	0.342	0.263	0.328	0.139	5.84	33.2	1.68	48	263	751
266	0.3	0.17	0.372	0.375	0.945	0.551	0.219	0.246	0.244	0.353	30.3	-4.33	35.8	66.7	269
267	0.0159	0.373	0.448	0.595	0.629	0.744	0.254	0.395	0.154	6.36	16.2	3.6	41.4	87.1	416
268	0.183	0.452	0.714	0.752	0.0528	0.084	0.245	0.213	0.301	5.43	22.1	-11.8	43.6	117	447
269	0.0761	0.709	0.795	0.31	0.491	0.924	0.283	0.208	0.262	5.38	15.7	-6.16	56.2	168	827
270	0.79	0.652	0.485	0.36	0.0498	0.476	0.296	0.315	0.106	0.177	19	-8.52	53.8	79.6	790
271	0.0971	0.148	0.685	0.598	0.00276	0.711	0.374	0.228	0.166	4.47	1.66	1	44.8	12.5	279
272	0.417	0.16	0.519	0.523	0.104	0.44	0.38	0.31	0.244	0.881	36	-7.94	45.5	97.9	382
273	0.725	0.174	0.0113	0.368	0.402	0.138	0.332	0.362	0.215	3.32	18	-4.79	48.6	33.4	451
274	0.235	0.715	0.2	0.135	0.0898	0.595	0.242	0.352	0.341	9.94	35.2	3.26	47.4	210	538
275	0.437	0.196	0.462	0.293	0.802	0.378	0.256	0.356	0.355	5.32	8.92	-14.1	45	48.7	469
276	0.57	0.402	0.111	0.268	0.467	0.0404	0.361	0.359	0.162	4.81	35.8	-1.28	48.5	160	637
277	0.146	0.675	0.107	0.818	0.619	0.513	0.27	0.37	0.361	8.86	15.6	-0.12	51.4	152	731
278	0.00257	0.579	0.663	0.695	0.408	0.173	0.215	0.229	0.118	8.86	10.3	-6.9	40.5	77.4	460
279	0.347	0.292	0.766	0.358	0.181	0.859	0.241	0.33	0.217	5.81	26.5	-2.56	42.6	135	450
280	0.598	0.296	0.158	0.556	0.877	0.692	0.253	0.397	0.267	2.41	24.8	1.55	45.7	74.2	584
281	0.781	0.615	0.0442	0.0251	0.792	0.963	0.261	0.205	0.325	7.62	13.5	-6.88	47.8	123	748
282	0.717	0.533	0.425	0.358	0.554	0.0552	0.399	0.232	0.233	0.196	37.9	-6.54	54.3	226	845
283	0.236	0.0238	0.792	0.292	0.599	0.663	0.303	0.268	0.26	6.02	32.8	-12.1	42.1	113	245
284	0.152	0.206	0.337	0.476	0.606	0.308	0.243	0.371	0.395	1.56	27.1	2.9	42	78.3	305
285	0.272	0.349	0.32	0.272	0.3	0.0867	0.258	0.355	0.168	7	37.6	-14.4	38.9	121	367
286	0.426	0.0429	0.357	0.502	0.367	0.856	0.336	0.327	0.335	3.7	10.2	-5.13	48.1	31	326
287	0.501	0.56	0.202	0.571	0.276	0.12	0.374	0.246	0.371	2.66	27.1	-1.23	54.3	158	748
288	0.684	0.578	0.476	0.617	0.498	0.471	0.353	0.373	0.187	8.9	37.2	-10.6	58.2	307	949
289	0.352	0.0997	0.594	0.925	0.669	0.579	0.364	0.344	0.31	1.85	5.74	-7.05	51.6	24.1	445
290	0.305	0.549	0.212	0.618	0.496	0.0489	0.278	0.216	0.377	2.53	28.7	-13.6	45	133	584
291	0.648	0.0605	0.325	0.0646	0.441	0.486	0.227	0.363	0.131	7.06	7.38	-7.51	40.3	29.9	297
292	0.665	0.51	0.695	0.859	0.871	0.468	0.274	0.348	0.241	3.57	31.6	-12.3	50.8	206	878
293	0.509	0.177	0.08	0.965	0.134	0.128	0.354	0.206	0.175	8.17	7.36	0.816	41.2	42.3	311
294	0.384	0.248	0.419	0.952	0.769	0.722	0.383	0.388	0.195	9.56	24.5	-14.6	48.4	158	597
295	0.0631	0.407	0.483	0.791	0.332	0.276	0.288	0.242	0.361	6.27	30.5	-7.85	44.5	157	435
296	0.623	0.482	0.21	0.513	0.396	0.695	0.262	0.361	0.238	6.84	9.54	-14.8	47.5	80.6	686
297	0.277	0.282	0.675	0.62	0.116	0.236	0.297	0.24	0.257	8.43	39.4	-7.27	41.3	159	366
298	0.0388	0.234	0.139	0.252	0.618	0.383	0.394	0.242	0.375	9.09	12.5	-11.2	47.2	62.1	343
299	0.126	0.348	0.621	0.49	0.189	0.254	0.365	0.329	0.259	9.97	16.5	-10	50.7	116	485
300	0.759	0.419	0.398	0.864	0.286	0.594	0.217	0.384	0.315	7.33	0.557	-11.7	49.2	56.4	743
301	0.457	0.164	0.68	0.737	0.359	0.159	0.29	0.262	0.265	2.23	25.5	-2.71	43.4	84.5	397
302	0.658	0.396	0.521	0.0762	0.48	0.646	0.231	0.222	0.33	8.27	29.9	-6.45	42.3	178	538
303	0.229	0.11	0.587	0.88	0.398	0.7	0.291	0.252	0.218	8.21	25.8	1.26	40.2	94.2	288
304	0.00569	0.65	0.532	0.895	0.0221	0.0687	0.362	0.391	0.111	4.78	20	-12.4	55.9	127	601
305	0.71	0.301	0.555	0.988	0.13	0.617	0.264	0.307	0.387	8.04	36.7	2.42	47.1	193	564
306	0.00654	0.478	0.282	0.543	0.21	0.878	0.347	0.262	0.307	2.3	30.2	2.58	48.9	151	474
307	0.602	0.0851	0.15	0.452	0.368	0.145	0.367	0.266	0.121	1.94	7.68	-6.04	43.6	9.71	293
308	0.109	0.564	0.479	0.294	0.0951	0.55	0.3	0.35	0.121	4.07	17.9	-5.57	47.2	98.4	519
309	0.579	0.656	0.0545	0.984	0.771	0.141	0.357	0.33	0.219	3.87	32.2	1.88	58.3	251	1.02e+03
310	0.525	0.409	0.0523	0.417	0.425	0.45	0.315	0.258	0.347	1.83	15.1	-8.11	47.5	53.5	547
311	0.458	0.103	0.518	0.518	0.163	0.384	0.336	0.333	0.263	1.58	12.6	3.52	46.7	34.5	381
312	0.53	0.652	0.274	0.892	0.466	0.0761	0.368	0.282	0.158	7.96	27.3	-6.24	56.1	245	918
313	0.641	0.173	0.689	0.928	0.691	0.33	0.335	0.33	0.333	0.143	37.4	-8.33	49	131	565
314	0.521	0.284	0.77	0.749	0.391	0.213	0.337	0.23	0.36	6.04	18.2	-3.92	52.4	129	617
315	0.735	0.166	0.063	0.789	0.0423	0.544	0.251	0.229	0.126	4.86	2.71	-3.2	40.5	23.3	344
316	0.541	0.233	0.627	0.769	0.166	0.272	0.237	0.378	0.343	2.69	27.4	-4.46	45.9	98.4	530
317	0.191	0.33	0.778	0.971	0.935	0.0268	0.28	0.248	0.24	4	18.5	-1.99	45.2	106	496
318	0.601	0.536	0.788	0.526	0.891	0.972	0.297	0.393	0.235	1.88	25	-8.41	55.4	183	961
319	0.634	0.319	0.0657	0.184	0.241	0.419	0.349	0.347	0.328	1.64	23.3	-12.1	49.4	58.5	513
320	0.692	0.764	0.182	0.684	0.275	0.536	0.25	0.253	0.37	1.79	8.12	-8.93	54.4	48.7	807
321	0.253	0.416	0.13	0.218	0.465	0.59	0.273	0.313	0.22	1.35	7.13	-6.52	44.1	25	457
322	0.000331	0.621	0.292	0.396	0.681	0.21	0.302	0.201	0.27	4.89	14	-10.8	49	113	692
323	0.0368	0.015	0.197	0.161	0.484	0.76	0.262	0.356	0.259	3.95	7.9	-4.09	41.1	6.06	81.9
324	0.477	0.112	0.783	0.232	0.261	0.22	0.267	0.342	0.4	7.8	11.2	-11.2	50.1	69.7	448
325	0.143	0.517	0.721	0.823	0.996	0.545	0.283	0.277	0.376	7.92	38.1	0.489	49.7	290	602
326	0.763	0.514	0.267	0.32	0.736	0.568	0.236	0.254	0.12	1.01	9.12	2.46	42.6	40.5	684
327	0.663	0.628	0.229	0.189	0.683	0.101	0.394	0.306	0.237	9.61	19.4	-13.4	61.1	237	1.05e+03
328	0.671	0.364	0.326	0.0167	0.567	0.665	0.239	0.279	0.232	6.81	21.3	-7.57	41.8	110	534
329	0.0598	0.471	0.623	0.681	0.487	0.623	0.298	0.236	0.326	4.76	0.522	0.273	55.5	23.8	646
330	0.0497	0.393	0.542	0.169	0.578	0.48	0.353	0.21	0.177	8.4	26.2	-5.99	44.9	171	521
331	0.646	0.0518	0.256	0.439	0.829	0.361	0.215	0.246	0.197	2.28	9.7	-11	37.4	11.7	270
332	0.212	0.737	0.29	0.819	0.937	0.527	0.227	0.258	0.281	0.301	11.5	0.306	48	70.3	726
333	0.00159	0.425	0.759	0.53	0.546	0.544	0.333	0.221	0.345	3.97	15	-9.43	54.9	126	645
334	0.655	0.798	0.03	0.559	0.483	0.407	0.353	0.33	0.347	3.05	19	3.21	68.7	162	1.11e+03
335	0.7	0.074	0.691	0.354	0.00522	0.6	0.317	0.278	0.184	1.16	33.7	-3.53	42.7	73.9	363
336	0.238	0.0805	0.503	0.262	0.4	0.482	0.292	0.243	0.21	6.22	23.3	-5.86	39.5	60.8	220
337	0.147	0.387	0.339	0.847	0.175	0.0298	0.257	0.26	0.334	0.339	4.17	4.12	44.3	13.5	378
338	0.564	0.179	0.0842	0.85	0.213	0.133	0.314	0.377	0.239	9.62	4.59	-0.306	47.9	63.9	453
339	0.695	0.707	0.148	0.447	0.079	0.123	0.216	0.368	0.314	3.8	27	-15	48	99.3	669
340	0.317	0.658	0.326	0.527	0.935	0.899	0.226	0.207	0.199	9.84	7.29	1.07	42.4	100	667
341	0.181	0.141	0.671	0.0838	0.36	0.0745	0.394	0.206	0.22	8.91	0.992	-6.22	45.7	20.3	287
342	0.729	0.127	0.389	0.519	0.983	0.829	0.263	0.271	0.394	7.64	19.1	4.57	46.4	97.2	481
343	0.572	0.096	0.514	0.745	0.69	0.221	0.22	0.384	0.19	1.89	34.6	-11.6	40	46	400
344	0.373	0.483	0.399	0.428	0.695	0.427	0.379	0.328	0.151	6.63	16.2	0.563	51.7	150	815
345	0.491	0.261	0.102	0.974	0.00598	0.807	0.37	0.297	0.263	9.57	9.49	-0.387	47.8	71.9	444
346	0.754	0.61	0.501	0.825	0.974	0.301	0.317	0.217	0.249	5.81	14.7	1.64	52.6	152	931
347	0.179	0.515	0.402	0.515	0.185	0.645	0.289	0.323	0.262	8.39	36.3	-8.89	45.4	201	506
348	0.0842	0.488	0.045	0.958	0.287	0.953	0.346	0.304	0.291	6.08	30.5	-2.41	48.6	147	489
349	0.576	0.197	0.277	0.609	0.652	0.958	0.207	0.284	0.318	5.5	20.4	-6.42	39.6	69.4	422
350	0.377	0.0799	0.574	0.868	0.192	0.0339	0.235	0.292	0.114	9.68	24.7	-2.32	35.5	58.1	249
351	0.54	0.351	0.236	0.449	0.576	0.67	0.282	0.243	0.319	9.74	30.4	-3.68	42.8	163	531
352	0.0941	0.0348	0.589	0.229	0.97	0.347	0.336	0.272	0.38	8.89	5.61	-12.4	48.1	21.3	223
353	0.589	0.645	0.645	0.92	0.357	0.29	0.376	0.232	0.206	6.63	22.9	2.63	57.9	224	924
354	0.691	0.728	0.699	0.374	0.0765	0.805	0.311	0.325	0.165	4.73	21.4	-14.8	58.7	174	915
355	0.627	0.495	0.768	0.995	0.755	0.869	0.292	0.351	0.231	5.06	18.4	-2.69	54.6	175	941
356	0.739	0.199	0.397	0.688	0.344	0.31	0.308	0.303	0.305	9.72	4.38	2.97	50.5	75	565
357	0.271	0.197	0.311	0.263	0.637	0.183	0.298	0.356	0.115	8.73	29.4	0.0785	38.8	93.6	329
358	0.283	0.311	0.00974	0.532	0.294	0.27	0.23	0.27	0.142	3.73	27.4	-10.1	35.5	55.7	299
359	0.739	0.736	0.385	0.0207	0.229	0.517	0.255	0.271	0.125	7.29	26.6	-5.14	49.8	184	732
360	0.385	0.681	0.704	0.796	0.972	0.0254	0.225	0.206	0.339	0.483	28.6	-0.783	46.8	182	708
361	0.723	0.199	0.633	0.56	0.896	0.458	0.248	0.361	0.179	6.14	38.7	-0.819	43.3	133	550
362	0.205	0.351	0.78	0.194	0.591	0.493	0.255	0.224	0.226	2.8	1.51	-9.07	45.7	14.6	504
363	0.237	0.177	0.124	0.758	0.251	0.387	0.248	0.369	0.132	0.173	35.3	-5.01	36.7	35.5	241
364	0.234	0.601	0.526	0.731	0.33	0.316	0.293	0.4	0.243	7.6	2.61	0.519	54.3	66.8	734
365	0.168	0.276	0.603	0.0418	0.942	0.343	0.339	0.325	0.275	9.76	11.6	-3.16	49.2	95.2	493
366	0.101	0.526	0.543	0.484	0.411	0.0439	0.202	0.32	0.199	8.95	26.1	-11.5	38.8	134	430
367	0.128	0.562	0.515	0.836	0.575	0.757	0.205	0.22	0.391	4.93	4.12	4.28	48.6	49	611
368	0.767	0.278	0.321	0.572	0.362	0.977	0.377	0.222	0.212	2.82	29.3	-7.43	46.3	109	559
369	0.309	0.182	0.723	0.213	0.449	0.359	0.345	0.31	0.107	8.32	29.2	-13.8	41.8	107	351
370	0.175	0.279	0.389	0.728	0.811	0.66	0.332	0.209	0.308	0.788	6.07	-3.86	46.7	29.5	476
371	0.539	0.754	0.648	0.933	0.927	0.168	0.364	0.215	0.339	9.4	0.739	4.19	68.1	112	1.19e+03
372	0.126	0.615	0.188	0.865	0.924	0.0673	0.229	0.35	0.153	6.53	16.4	-8.55	41.3	105	574
373	0.173	0.623	0.393	0.243	0.238	0.0883	0.222	0.23	0.302	0.64	0.328	4.16	46	2.86	497
374	0.75	0.654	0.552	0.611	0.712	0.89	0.31	0.388	0.191	6.6	4.53	-11.5	61.6	101	1.15e+03
375	0.467	0.473	0.484	0.026	0.709	0.0509	0.312	0.374	0.303	4.98	3.32	2.96	54.8	52.9	779
376	0.779	0.318	0.743	0.198	0.14	0.225	0.351	0.398	0.352	7.2	25.2	-14.3	57.6	169	726
377	0.688	0.241	0.544	0.945	0.703	0.832	0.38	0.376	0.271	9.17	9.76	-3.31	56.5	122	786
378	0.577	0.591	0.467	0.583	0.0185	0.00325	0.33	0.392	0.187	6.06	21.5	-4.16	55	149	796
379	0.689	0.472	0.0138	0.744	0.291	0.261	0.373	0.313	0.357	3.16	16.1	1.29	57.5	82.7	767
380	0.317	0.407	0.61	0.0972	0.463	0.33	0.393	0.211	0.323	5.48	24.4	-12.1	52.1	175	649
381	0.321	0.297	0.217	0.63	0.537	0.0535	0.28	0.296	0.144	4.67	19.5	-7.08	40.2	68.9	416
382	0.643	0.15	0.299	0.0534	0.0795	0.115	0.341	0.261	0.322	3.28	19.4	-8.54	45.1	47.9	349
383	0.791	0.0282	0.428	0.116	0.628	0.503	0.255	0.364	0.399	6.09	29.7	4.4	47.3	84.7	393
384	0.0126	0.379	0.167	0.632	0.0613	0.555	0.367	0.234	0.12	4.54	23.2	-0.404	42.1	85.1	348
385	0.375	0.309	0.164	0.934	0.532	0.611	0.262	0.305	0.357	2.03	20.9	-3.12	43.5	65.5	455
386	0.643	0.539	0.13	0.215	0.65	0.255	0.217	0.378	0.3	7.49	3.3	1.16	48.3	65	681
387	0.461	0.664	0.759	0.871	0.899	0.403	0.266	0.224	0.393	2.49	22.6	-14.9	54.7	195	909
388	0.135	0.687	0.494	0.409	0.943	0.998	0.232	0.255	0.203	8.38	31.6	-3.48	42.5	229	623
389	0.362	0.104	0.573	0.477	0.233	0.46	0.391	0.302	0.284	7.4	17.3	-4.91	48.6	76.7	365
390	0.493	0.64	0.369	0.814	0.566	0.743	0.379	0.353	0.157	2.37	0.133	-4.66	60.5	20.1	1.05e+03
391	0.778	0.181	0.558	0.722	0.475	0.554	0.213	0.203	0.232	9.3	7.71	-0.473	40.9	67.6	463
392	0.0405	0.215	0.286	0.0709	0.137	0.0155	0.366	0.269	0.286	6.57	9.19	-1.71	46.2	35.4	262
393	0.647	0.42	0.636	0.493	0.266	0.628	0.312	0.211	0.374	4.49	25.1	-11.7	50.2	178	694
394	0.181	0.287	0.596	0.946	0.626	0.548	0.285	0.323	0.157	8.29	0.682	-13	43.2	33.6	452
395	0.681	0.234	0.708	0.0548	0.816	0.51	0.306	0.346	0.108	8.59	13.7	-5.17	44.9	95.7	560
396	0.125	0.655	0.456	0.721	0.134	0.35	0.335	0.377	0.179	3.63	27.3	-9.86	54.1	170	656
397	0.0183	0.783	0.747	0.715	0.78	0.366	0.291	0.221	0.338	9.89	34.9	-4.15	58.5	388	877
398	0.112	0.757	0.404	0.727	0.0156	0.388	0.369	0.228	0.11	0.282	15.7	-2.25	57.6	97.9	728
399	0.0739	0.0482	0.385	0.281	0.976	0.765	0.306	0.324	0.296	8.87	18.2	-2.03	43.5	52.2	188
400	0.516	0.262	0.168	0.842	0.503	0.717	0.25	0.355	0.219	6.91	31.8	-14.8	40.7	96.9	470
401	0.39	0.43	0.0591	0.0992	0.953	0.52	0.201	0.29	0.171	7.27	19.8	-6.43	36.4	81.9	419
402	0.625	0.155	0.495	0.33	0.93	0.263	0.301	0.348	0.204	7.65	2.08	4.54	46.4	43.1	475
403	0.112	0.533	0.473	0.3	0.327	0.053	0.31	0.252	0.262	9.49	20	-4.47	48.6	153	575
404	0.687	0.191	0.0427	0.14	0.231	0.102	0.388	0.3	0.254	2.92	39.5	0.348	46.6	70.4	390
405	0.102	0.592	0.56	0.397	0.628	0.979	0.284	0.295	0.243	5.19	10	-8.91	50.5	95.8	730
406	0.506	0.644	0.0636	0.871	0.359	0.705	0.398	0.251	0.116	8.77	19.7	-12	55.8	195	884
407	0.683	0.44	0.141	0.824	0.373	0.811	0.364	0.344	0.189	8.94	33.8	-8	52.8	210	776
408	0.701	0.727	0.668	0.64	0.1	0.433	0.362	0.326	0.238	4.28	16.2	-8.42	68.6	158	1.06e+03
409	0.359	0.19	0.716	0.732	0.784	0.741	0.376	0.373	0.216	3.71	30.7	3.44	48.6	150	539
410	0.301	0.136	0.629	0.276	0.437	0.838	0.234	0.356	0.125	2.01	1.35	-13.3	39.1	2.48	301
411	0.41	0.704	0.212	0.521	0.195	0.158	0.395	0.244	0.183	3.47	29.1	-10.4	59.2	201	825
412	0.738	0.223	0.262	0.734	0.339	0.561	0.21	0.328	0.181	6.89	12.1	0.675	41.9	59	499
413	0.663	0.111	0.272	0.759	0.265	0.933	0.398	0.347	0.398	5.27	4.81	-3.56	55.7	37.3	523
414	0.361	0.799	0.0882	0.199	0.128	0.483	0.229	0.374	0.3	0.456	14.8	-11.1	49.8	52.2	603
415	0.711	0.107	0.377	0.95	0.697	0.969	0.355	0.22	0.182	2.33	0.0203	-9.96	45.9	6.67	398
416	0.462	0.265	0.259	0.766	0.553	0.566	0.327	0.335	0.247	4.53	5.53	-5.96	48.4	39.9	548
417	0.263	0.43	0.604	0.0801	0.606	0.574	0.256	0.387	0.304	4.8	26.1	-11.2	46.3	164	587
418	0.145	0.0844	0.375	0.44	0.0622	0.221	0.389	0.381	0.29	0.886	22.5	2.54	47.4	39.4	206
419	0.104	0.686	0.622	0.298	0.202	0.981	0.35	0.286	0.367	5.78	36.7	-9.94	58.4	293	711
420	0.48	0.0251	0.781	0.182	0.853	0.905	0.331	0.313	0.266	0.654	23.7	-0.376	47.4	83.6	351
421	0.188	0.257	0.181	0.673	0.966	0.681	0.227	0.397	0.226	7.73	23.1	0.698	38.4	81.6	335
422	0.0887	0.0812	0.274	0.847	0.299	0.452	0.235	0.281	0.224	9.08	6.82	2.66	37.9	18.9	144
423	0.029	0.0159	0.0579	0.418	0.395	0.0279	0.367	0.257	0.133	4.35	5.8	1.4	40.4	1.84	34.5
424	0.199	0.161	0.798	0.767	0.058	0.06	0.343	0.299	0.378	3.1	17.7	-8.72	51.6	79.4	383
425	0.327	0.59	0.0204	0.961	0.287	0.424	0.202	0.385	0.273	3.74	7.89	-13.2	42.1	34.3	489
426	0.0733	0.496	0.555	0.725	0.224	0.328	0.305	0.281	0.373	8.41	13	-6.08	52	110	572
427	0.618	0.0186	0.435	0.827	0.763	0.82	0.221	0.303	0.295	4.41	16.6	-1.79	42.1	50.5	387
428	0.609	0.167	0.573	0.269	0.322	0.993	0.332	0.278	0.385	8.01	10	-14.6	49.1	73.5	507
429	0.416	0.171	0.444	0.751	0.0988	0.423	0.245	0.265	0.353	8.99	33.3	-4.01	40.2	113	341
430	0.0543	0.389	0.436	0.372	0.147	0.748	0.263	0.395	0.339	1.44	19.4	-13.3	45.5	84.4	409
431	0.22	0.385	0.211	0.456	0.706	0.359	0.384	0.227	0.122	4.24	19.6	-4.56	45.3	113	587
432	0.556	0.529	0.374	0.731	0.916	0.0343	0.363	0.205	0.327	0.714	12	-3.77	55.8	81.6	882
433	0.382	0.791	0.0141	0.0198	0.56	0.674	0.339	0.315	0.212	1.67	23.6	-5.2	61.1	173	945
434	0.0221	0.544	0.598	0.266	0.431	0.808	0.391	0.29	0.365	1.51	5.2	1.77	64.4	53.7	807
435	0.166	0.341	0.206	0.977	0.187	0.0087	0.274	0.224	0.231	0.113	39.2	-14.7	37.7	90.7	299
436	0.339	0.542	0.15	0.174	0.853	0.804	0.294	0.351	0.167	4.74	15	-3.61	47.6	108	718
437	0.351	0.518	0.5	0.1	0.981	0.135	0.355	0.322	0.337	0.74	12.3	-3.39	56.4	80.6	780
438	0.371	0.399	0.253	0.231	0.236	0.707	0.296	0.388	0.201	4.13	28.3	-7.9	44.3	111	489
439	0.24	0.0872	0.363	0.362	0.51	0.218	0.323	0.218	0.222	1.76	1.88	1.27	41.6	4.98	206
440	0.284	0.232	0.679	0.538	0.882	0.849	0.304	0.228	0.33	4.57	11.5	-9.37	48.2	82.1	543
441	0.255	0.534	0.258	0.075	0.929	0.884	0.206	0.326	0.279	8.01	4.64	3.3	42.2	58.5	542
442	0.638	0.294	0.708	0.548	0.946	0.804	0.395	0.375	0.386	1.46	39.5	-0.694	57.5	249	788
443	0.545	0.769	0.443	0.809	0.941	0.246	0.398	0.33	0.335	3.76	28	0.352	69.9	308	1.29e+03
444	0.172	0.021	0.65	0.967	0.848	0.153	0.278	0.36	0.245	4.06	29.8	4.5	40.7	62.7	186
445	0.669	0.469	0.262	0.924	0.178	0.075	0.204	0.202	0.196	5.61	11	-8.87	38.3	55.7	471
446	0.408	0.334	0.216	0.327	0.649	0.654	0.35	0.391	0.194	7.41	13.8	-8.3	48.9	96.6	606
447	0.65	0.229	0.433	0.297	0.568	0.031	0.285	0.22	0.33	2.81	34.2	4.15	41.8	111	421
448	0.341	0.706	0.511	0.761	0.715	0.369	0.333	0.243	0.155	8.09	26.8	3.27	53.9	281	950
449	0.0831	0.372	0.704	0.145	0.0403	0.284	0.341	0.374	0.286	3.15	21.9	-0.892	52.7	120	469
450	0.201	0.645	0.147	0.162	0.226	0.306	0.301	0.291	0.283	7.16	6.93	-13.1	50.6	69.8	603
451	0.785	0.608	0.688	0.841	0.509	0.393	0.394	0.363	0.372	5.14	0.626	-4.61	77.5	63	1.29e+03
452	0.582	0.285	0.0909	0.884	0.173	0.0662	0.268	0.382	0.36	0.0693	3.16	-4.74	49.7	-4.85	511
453	0.208	0.748	0.0419	0.726	0.558	0.991	0.201	0.383	0.148	9.38	27.7	-7.47	41.5	174	602
454	0.734	0.619	0.617	0.491	0.28	0.46	0.249	0.223	0.162	7.36	33.2	-14.3	44.7	203	675
455	0.0805	0.33	0.707	0.576	0.214	0.84	0.292	0.313	0.296	7	5.95	-5.85	50.7	54.1	502
456	0.154	0.428	0.418	0.00606	0.947	0.855	0.352	0.218	0.176	9.47	29.1	-14.5	44.2	198	575
457	0.586	0.236	0.0509	0.0821	0.107	0.153	0.369	0.355	0.19	6.19	0.463	2.6	48.3	29.4	418
458	0.472	0.22	0.276	0.275	0.0829	0.143	0.375	0.385	0.127	2.36	1.23	-9.58	48.3	6.33	403
459	0.676	0.0261	0.291	0.0608	0.862	0.999	0.211	0.345	0.191	2.21	8.34	-2.3	40.6	9.07	277
460	0.103	0.598	0.116	0.6	0.222	0.379	0.287	0.235	0.32	7.37	8.63	-11.4	46.9	67.4	510
