dv1,dv2,of1,of2,nlc
6.9769307491,12.5310025609,314.3657460860,467.2908193900,638.7681617320
6.9769307491,13.7004471634,336.9919133140,489.9169866180,698.3806289210
6.9769307491,15.5004825701,372.5804089340,525.5054822380,790.1374777630
6.9769307491,15.6579541488,375.7305088560,528.6555821600,798.1645953320
6.9769307491,19.3114772250,450.0596778870,602.9847511920,984.4030234130
6.9769307491,19.6508879492,457.0634691480,609.9885424530,1001.7044933800
6.9819322866,12.5756857789,315.5010192410,468.6454252770,641.9653097030
6.9883074923,4.2679438667,179.7740719290,333.1982781110,218.2686332570
6.9883074923,11.4810779558,295.0820392730,448.5062454540,587.1584238250
7.0101939035,8.1846876481,237.3316869450,391.7184047230,421.2023540070
7.0111235869,3.6204065027,173.8013734900,328.2290431430,186.3636464690
7.0111235869,14.5778834515,356.2992519210,510.7269215740,750.4095232990
7.0303470767,4.4022909759,183.2059707270,338.4816381330,227.8562231310
7.0584609066,3.6204065027,175.9081814030,332.4282033480,188.8887017490
7.0584609066,14.4692909226,356.9953131030,513.5153350470,754.9112442420
7.0587655702,0.9479322382,157.9387061040,314.4722400520,49.4610610630
7.0587655702,1.3527597586,159.3821078070,315.9156417550,70.5840885343
7.0587655702,4.3332653792,183.6755400650,340.2090740130,226.1004477820
7.0587655702,5.1011559018,193.1303786650,349.6639126130,266.1673201780
7.0587655702,5.8714752206,203.6073399750,360.1408739230,306.3609219230
7.0587655702,6.0392897325,206.0070085810,362.5405425290,315.1171214540
7.0587655702,9.9296420952,270.1659695280,426.6995034760,518.1073226670
7.0587655702,12.1749744435,312.0849488180,468.6184827660,635.2639251220
7.0587655702,12.7670605820,323.5109161550,480.0444501030,666.1577036740
7.0587655702,15.2815109656,373.2852363930,529.8187703410,797.3563051690
7.0587655702,17.9322622521,427.3611320690,583.8946660170,935.6667939990
7.0587655702,18.0869515697,430.5549269360,587.0884608840,943.7381491840
7.0613243184,5.2821695177,195.6249548480,352.2719937690,275.8120713440
7.0613243184,12.4239817878,317.0170654030,473.6641043250,648.7266528930
7.0620463356,3.5326654481,175.1888284720,331.8679032050,184.4982512480
7.0620463356,6.2510859344,209.2425142930,365.9215890260,326.4714534240
7.0620463356,8.0626694896,237.7940693680,394.4731441020,421.0838651690
7.0620463356,14.3662620123,355.1587561920,511.8378309260,750.2975464900
7.0658965069,8.1358013061,239.2033241570,396.0532858250,425.3667076650
7.0665332009,4.4022909759,184.8303145170,341.7085443410,230.2078718210
7.0665332009,6.8092941618,217.8586374740,374.7368672980,356.0766714830
7.0665332009,15.9513097051,387.3151242600,544.1933540840,834.1377433050
7.0715437024,2.8935651867,169.7438707140,326.8446473650,151.5271127080
7.0715437024,8.1846876481,240.2975353720,397.3983120240,428.6069287190
7.0715437024,8.6646997969,248.4646185890,405.5653952410,453.7436891810
7.0715437024,16.7418619882,403.7534088540,560.8541855050,876.7198403120
7.0715437024,17.3903752199,417.0630318740,574.1638085260,910.6804844370
7.0715437024,18.7807444570,445.8280291630,602.9288058140,983.4898467640
7.0779973395,6.9436392127,220.4773157980,377.8649701310,364.2810294080
7.0824193429,5.9463495603,205.7617703670,363.3461430980,312.3505884970
7.0824193429,11.2231078517,295.2802403070,452.8646130370,589.5288036310
7.0824193429,16.6277923606,402.1322903170,559.7166630470,873.4267430100
7.0970477383,2.0268880120,164.5627916900,322.7988025270,106.9088911430
7.0970477383,7.1337265741,224.3585244480,382.5945352860,376.2708118290
7.0970477383,10.6340998833,285.0512438760,443.2872547130,560.8991814610
7.0970477383,12.4955363630,320.4014542800,478.6374651180,659.0812757840
7.0970477383,13.8661145577,347.3012204830,505.5372313200,731.3728844730
7.0970477383,17.8234174837,427.7366519360,585.9726627740,940.1021607060
7.1022425392,2.8030424019,170.3631009400,328.8308434610,148.0639338760
7.1205382781,10.5054536883,283.9000533360,443.1852894220,557.7878903140
7.1229315722,11.4810779558,302.3438340750,461.7361633250,609.9985858930
7.1260715728,11.2384366390,297.9126347200,457.4455247280,597.6334253950
7.1260715728,19.4370439739,463.4637671520,622.9966571600,1033.6159327900
7.1282566884,6.2386216439,212.1328612930,371.7636036020,331.9586013320
7.1282566884,8.6796220619,251.5203828910,411.1511252010,461.8448375680
7.1282566884,10.1780564106,278.2682828140,437.8990251230,541.5769000310
7.1282566884,11.0758676152,294.9623127670,454.5930550770,589.3496563800
7.1282566884,11.5926476808,304.7582566890,464.3889989990,616.8476515410
7.1330829231,13.9832001431,351.7685252370,511.6154988810,745.0574082440
7.1330829231,18.4129045803,442.4993460030,602.3463196470,981.0823577200
7.1452477608,6.3434699487,214.4809393730,374.8735874770,339.1486477450
7.1475272985,10.6340998833,287.7095098940,448.2045139760,568.9066347310
7.1487050025,5.5903654013,203.8099185500,364.3578167780,299.1738051680
7.1487050025,12.3694440221,320.8531705230,481.4010687520,661.9627466690
7.1487050025,19.6694062649,470.0121784980,630.5600767260,1052.6272784100
7.1520963019,2.5286369503,170.4482835230,331.1485436500,135.4508718950
7.1520963019,3.7729093450,181.6895780610,342.3898381890,202.1025043930
7.1520963019,4.5440119619,190.3912739400,351.0915340680,243.4079681020
7.1520963019,4.8085522302,193.6437796850,354.3440398130,257.5785314080
7.1520963019,5.3791252083,201.0784422400,361.7787023680,288.1422734120
7.1520963019,6.0716002277,210.7977837060,371.4980438330,325.2359119920
7.1520963019,6.9436392127,223.9770171460,384.6772772740,371.9482092400
7.1520963019,10.2404215793,280.6542191270,441.3544792540,548.5461372060
7.1520963019,10.2487643670,280.8079219580,441.5081820860,548.9930332530
7.1520963019,11.2982402608,300.4486660280,461.1489261560,605.2100496340
7.1520963019,14.1617289717,356.4765082850,517.1767684130,758.5978432050
7.1520963019,15.0396121363,374.1893067590,534.8895668870,805.6231941770
7.1520963019,19.6508879492,469.8701654640,630.5704255910,1052.6342683900
7.1521905564,4.7438905224,192.8412220410,353.5457178010,254.1215114460
7.1521905564,5.8714752206,207.9203411910,368.6248369500,314.5241548970
7.1521905564,11.5267181078,304.8037835620,465.5082793220,617.4651404230
7.1541024079,0.9196776063,162.1135693360,322.9039923950,49.2917837971
7.1546832692,17.7423383564,430.0005382730,590.8170724240,951.0871207390
7.1581545412,18.7835609069,452.0376320150,613.0102522830,1007.8796723800
7.1703669555,9.2439810323,263.5348210860,425.0571755860,497.7031937620
7.1703669555,15.6579541488,387.9415989000,549.4639534000,843.0365402550
7.1703669555,18.5688222845,448.3910015330,609.9133560330,999.7599652280
7.1797304075,4.8159789316,195.0028216030,356.9473007470,259.9737332180
7.1797304075,6.9436392127,225.2900479770,387.2345271210,374.8280118910
7.1797304075,8.2828265002,247.2445134660,409.1889926110,447.1193411360
7.1797304075,10.2404215793,282.0959688560,444.0404480000,552.7932462950
7.1797304075,12.5320980477,325.7746257010,487.7191048450,676.5013636400
7.1797304075,13.3784829049,342.4711034600,504.4155826040,722.1904819270
7.1797304075,14.8371069016,371.7863613390,533.7308404830,800.9291830640
7.1951031486,0.8085430976,163.6623840110,326.3010941650,43.8334688329
7.1951031486,3.7395065761,183.2930787860,345.9317889400,202.7295087160
7.1951031486,4.2679438667,189.0988675530,351.7375777070,231.3776284960
7.1951031486,5.7312671494,207.9292253680,370.5679355220,310.7086322450
7.1951031486,6.2376478902,215.2470905580,377.8858007120,338.1610024210
7.1951031486,6.4809696220,218.8893290480,381.5280392030,351.3521799590
7.1951031486,7.1337265741,229.0269581990,391.6656683530,386.7400295340
7.1951031486,7.1786770072,229.7434724460,392.3821826000,389.1769230210
7.1951031486,7.9318671152,242.0685456060,404.7072557600,430.0095455760
7.1951031486,8.0179870632,243.5138898620,406.1526000160,434.6783579960
7.1951031486,8.4861401601,251.4891777180,414.1278878720,460.0582966100
7.1951031486,11.1575370241,300.0985897610,462.7372999150,604.8824766990
7.1951031486,12.3857119830,323.7796209880,486.4183311420,671.4654070880
7.1951031486,13.3314794550,342.4334735730,505.0721837280,722.7382076720
7.1951031486,13.8682255027,353.1573791210,515.7960892750,751.8367692980
7.1951031486,14.3829456411,363.5244252750,526.1631354300,779.7412424310
7.2017534483,0.0967172720,162.9541898830,325.8936868380,5.2530212154
7.2101474354,17.5120778370,428.9779238220,592.2974696380,953.3548662130
7.2103628270,7.7869840655,240.3959767490,403.7252805320,423.9475619920
7.2103628270,9.1169205164,263.2975610040,426.6268647860,496.3534268630
7.2103628270,9.2143778267,265.0326278170,428.3619316000,501.6593050720
7.2103628270,10.7874639476,293.9170548080,457.2463585900,587.3029920450
7.2103628270,16.8885875572,415.9677020410,579.2970058230,919.4670825290
7.2103628270,17.7532325023,434.0488136830,597.3781174660,966.5410348290
7.2133119345,16.1796994955,401.4404403390,564.9033779430,881.5937363640
7.2183150413,15.7232913728,392.3357652600,556.0255351870,857.9139824330
7.2203357132,8.4861401601,252.7416503480,416.5230786810,463.2907188190
7.2203357132,8.6596776492,255.7524380450,419.5338663780,472.7647914310
7.2203357132,10.8715209229,296.0357676380,459.8171959710,593.5177416360
7.2293445734,6.2376478902,216.8596550610,381.0500406880,341.3872708350
7.2517465182,2.3031845048,173.3419145660,338.5514473100,126.8360119510
7.2517465182,3.6299139651,184.7510596910,349.9605924340,199.8987966890
7.2654409321,19.5107968894,475.2096747730,641.0437698780,1078.5184489800
7.2678706363,3.6204065027,185.3942456470,351.3392755660,200.2628218020
7.2678706363,6.6087938783,224.2933733150,390.2384032340,365.5654992860
7.2678706363,10.4645351276,290.9071311370,456.8521610560,578.8458649460
7.2678706363,10.5054536883,291.6749796120,457.6200095310,581.1092755400
7.2678706363,13.3821629981,347.7053687720,513.6503986910,740.2344797020
7.2678706363,14.0337546421,360.8491149850,526.7941449030,776.2772779880
7.2678706363,19.5107968894,475.3879566540,641.3329865730,1079.2399245200
7.2760747640,12.5153345859,330.9151281650,497.2350141280,693.8496737070
7.2760747640,13.9832001431,360.3172139810,526.6370999440,775.2280843990
7.2760747640,14.4848044563,370.5263250550,536.8462110180,803.0370084600
7.2760747640,16.1796994955,405.5196610290,571.8395469920,897.0019250050
7.2760747640,16.5751580506,413.7805667510,580.1004527140,918.9261322630
7.2792323713,6.0392897325,216.2970001420,382.7612735270,335.1086590260
7.2792323713,8.3749949599,253.7543251090,420.2185984940,464.7124835320
7.2816225734,11.0104020457,301.9712887560,468.5449002040,611.3474774170
7.2816225734,12.6723700541,334.3411513550,500.9147628040,703.6274818440
7.2816225734,19.0837607622,467.2576365290,633.8312479770,1059.6169833900
7.2842958371,16.5059528856,412.8743588380,579.5702993190,917.1584466010
7.2888525935,10.3942820758,290.7027126070,457.6072745960,578.2843656810
7.2888525935,11.0153038758,302.4560776090,469.3606395980,612.8348228540
7.2888525935,17.3002681869,429.8762105220,596.7807725100,962.4978946720
7.2924660506,10.6340998833,295.4089069430,462.4789962100,592.2133389280
7.2970970614,6.8653479437,229.6809361920,396.9632853590,382.8171772890
7.3068866633,5.6076321684,211.4329510430,379.1644448740,313.5255068200
7.3073739639,4.2679438667,194.2707062970,362.0245730980,238.6546956420
7.3073739639,6.2376478902,220.5596635910,388.3135303930,348.7965177760
7.3073739639,12.8789283209,339.9346041610,507.6884709620,720.1633420280
7.3186837078,16.2214717531,409.1724526110,577.4459921370,909.8814894050
7.3312891169,8.9764644527,266.9366353130,435.7903293040,505.2363939360
7.3510397958,6.3167593751,223.8319902410,393.5967020060,357.4542781990
7.3510397958,7.4196620600,241.2067558560,410.9714676210,419.8655970000
7.3593354399,14.1617289717,368.9905195640,539.1386062810,803.1970297120
7.3593354399,15.1402749844,389.2055313470,559.3536180640,858.6962736510
7.3593354399,18.1562610521,452.9459772350,623.0940639520,1029.7510266500
7.3649792128,8.1846876481,254.7593241340,425.1684793610,464.9152359680
7.3649792128,17.8598896125,446.9953689890,617.4045242160,1014.4962337700
7.3649792128,18.7835609069,466.8241570870,637.2333123150,1066.9635821000
7.3852194647,8.1358013061,254.9328421730,426.2799127780,464.6819069380
7.3876835627,6.2329899549,224.3348566610,395.7962871440,356.2391246150
7.3876835627,7.9676829595,252.1813304940,423.6427609770,455.3834392890
7.3876835627,14.6893398160,381.6146312770,553.0760617600,839.5517392300
7.4054941756,9.6861724880,283.6650137810,455.9541771550,556.2741847530
7.4087054131,18.0657646796,454.4679478340,626.9065627810,1038.4118131100
7.4186574842,3.7970969378,194.2339535470,367.1361512370,218.8421351300
7.4186574842,4.9467978184,207.8158470490,380.7180447400,285.1040714430
7.4624245462,8.2828265002,261.3684437870,436.3167646700,483.0221961210
7.4624245462,15.3775834736,400.7177759160,575.6660967980,896.7608026480
7.4704919092,18.3998910237,466.0664439470,641.3932301620,1075.3312533000
7.4726835859,9.0577741568,275.6663985130,451.0960738060,529.6674597340
7.4726835859,17.3376554425,443.2174165710,618.6470918630,1013.8464215300
7.4736638681,8.8671849802,272.2804856270,447.7561903990,518.6585112500
7.4736638681,15.6579541488,407.3674166460,582.8431214180,915.8635131810
7.4902788817,15.2954977822,400.7644444160,577.0212311550,898.6450968910
7.4963283201,0.9898127154,178.0739104510,354.6155157300,58.2477085697
7.4963283201,6.0392897325,226.7061336450,403.2477389240,355.3953013720
7.4963283201,10.1603465575,297.3583919530,473.8999972320,597.9079638150
7.4963283201,12.5320980477,343.9072906890,520.4488959680,737.4789022830
7.4963283201,15.6558093129,408.7874326980,585.3290379770,921.3005693460
7.4993198307,1.1219982342,178.6490364250,355.3315724190,66.0791644688
7.4993198307,4.6637066848,208.0611964670,384.7437324610,274.6651747330
7.4993198307,11.6912802736,327.2404187900,503.9229547840,688.5483492490
7.4993198307,14.7053449763,388.9059766160,565.5885126090,866.0592143550
7.4993198307,17.0656486960,439.1716096280,615.8541456220,1005.0673633300
7.5009585393,12.7530867386,348.6543386200,525.4140983720,751.4108493390
7.5009585393,19.3695800469,489.4737015110,666.2334612630,1141.2541052000
7.5047737442,18.3998910237,468.5098605210,645.4494762710,1085.2232158600
7.5058819621,1.9605587805,182.9300734900,359.9219498810,115.6676591090
7.5058819621,11.4557422099,322.9504898080,499.9423661990,675.8577697280
7.5058819621,19.2419989124,487.0329639440,664.0248403350,1135.2258310100
7.5059701118,8.1358013061,261.0233907440,438.0194243740,480.0015205230
7.5239827472,5.6597947356,222.5467922530,400.3933463120,335.5249968000
7.5239827472,8.0187310688,259.9138537760,437.7604078350,475.3678961720
7.5239827472,13.7004471634,369.4626737260,547.3092277850,812.1924390260
7.5239827472,15.6319314314,410.0695615320,587.9161155910,926.6950461220
7.5286843709,19.5527841707,495.5614239300,673.6303147100,1160.5808629800
7.5313449872,0.9778462448,179.6904632050,357.8852343350,58.0823625976
7.5313449872,14.2565981644,381.4920499940,559.6868211230,846.8170823320
7.5369532162,6.6763618526,238.4079335190,416.8681895430,397.1550818430
7.5369532162,19.3463442472,491.6182584620,670.0785144850,1150.8511824900
7.5387669017,6.0813922836,229.3978944810,407.9440498640,361.9364038700
7.5387669017,9.1169205164,280.1809301300,458.7270855130,542.5970357130
7.5387669017,14.4848044563,386.7362914530,565.2824468360,862.0687157190
7.5494810415,8.9652791940,277.9805023760,457.0345200810,535.0897531790
7.5494810415,14.8864292888,395.8748130430,574.9288307480,888.4916578130
7.5538152864,4.2679438667,205.8936591960,385.1533299060,255.0234040500
7.5538152864,5.5894414548,222.9982512340,402.2579219440,333.9871448790
7.5538152864,9.1209677836,281.0418798170,460.3015505270,545.0072271450
7.5538152864,11.1276669014,319.1667386840,498.4264093940,664.9139681710
7.5538152864,12.4239817878,345.0520351470,524.3117058570,742.3729613980
7.5538152864,15.7089583463,413.6496209800,592.9092916900,938.6609001160
7.5538152864,16.8348782122,437.8826437840,617.1423144940,1005.9382415900
7.5576288801,19.6592214050,500.0720076460,679.5127249080,1175.8882632500
7.5660801016,19.8636338394,505.2408941810,685.0831503850,1190.7735753600
7.5708681054,3.3283832592,196.7032216910,376.7731672310,199.7805974040
7.5708681054,18.4129045803,473.5182065010,653.5881520400,1105.2035750000
7.5708681054,19.8636338394,505.6011706220,685.6711161620,1192.2811545600
7.5715424761,7.6609453129,256.2108732520,436.3128994720,459.9172578700
7.5715424761,10.1603465575,301.4075518580,481.5095780770,609.9663340310
7.5717007730,5.4890207693,222.4580140710,402.5675710920,329.5416997420
7.5717007730,5.6597947356,224.8663356960,404.9758927170,339.7943742170
7.5717007730,6.2199886265,233.0889597620,413.1985167820,373.4264653990
7.5717007730,7.1928376365,248.4226131370,428.5321701580,431.8329334800
7.5717007730,7.6335998008,255.7566446620,435.8662016830,458.2947595330
7.5717007730,7.8735743872,259.8405344690,439.9500914900,472.7019983510
7.5717007730,10.8057839846,313.8609161060,493.9704731270,648.7416555780
7.5717007730,12.3857119830,345.3132247020,525.4227817230,743.5950328830
7.5717007730,12.5756857789,349.1767454960,529.2863025170,755.0003982900
7.5717007730,14.1926106038,382.6419653670,562.7515223880,852.0749362760
7.5717007730,14.6751758059,392.8068621260,572.9164191470,881.0464712000
7.5717007730,15.1402749844,402.6706938000,582.7802508210,908.9694068690
7.5736051833,11.5926476808,329.4724158710,509.6725854620,696.3323593630
7.5736051833,14.7297492599,394.0807625670,574.2809321580,884.7677715530
7.5736051833,18.7690327776,481.5613668130,661.7615364030,1127.3942965300
7.5840854820,6.2329899549,233.8948602990,414.5940942680,375.4321700590
7.5840854820,11.1909611203,322.0986248040,502.7978587720,674.0660339340
7.5840854820,14.0581527790,380.5843176290,561.2835515970,846.7658127270
7.5840854820,15.8720124214,419.1222418040,599.8214757730,956.0201620290
7.5871629676,1.6235602375,184.9401054530,365.7860181790,97.8714110068
7.5871629676,4.9937380594,216.5024118740,397.3483246000,301.0323724230
7.5871629676,5.3259680818,220.9551671960,401.8010799220,321.0598529640
7.5871629676,6.3434699487,235.7268448340,416.5727575600,382.3968709060
7.5871629676,6.7217637444,241.6095946910,422.4555074160,405.2011664920
7.5871629676,9.8049683356,295.5082939460,476.3542066720,591.0628159650
7.5871629676,10.9883662737,318.2850235070,499.1309362330,662.4003760440
7.5871629676,11.0153038758,318.8135977120,499.6595104380,664.0242277900
7.5871629676,15.8704728148,419.2908360060,600.1367487320,956.7033805300
7.5871629676,19.8232537135,505.9288229100,686.7747356360,1194.9848036700
7.6029363636,1.1957292078,183.8307929590,365.4294295640,72.3809312953
7.6135185676,5.4263150997,223.6233949940,405.7279022520,329.3854791500
7.6135185676,7.5806881895,256.9800040920,439.0845113500,460.1591624760
7.6135185676,9.5137806188,291.4512216870,473.5557289450,577.5007772480
7.6135185676,10.0122766895,300.8528302050,482.9573374630,607.7602376920
7.6226892265,6.0392897325,232.8917448260,415.4352144610,367.4776339670
7.6284801809,10.1793346881,304.8554865220,487.6764179380,620.3318162870
7.6446774917,8.4438236190,273.5550488650,457.1531602930,516.7566898930
7.6665995539,14.7297492599,399.9487273360,584.6013293140,906.6288424400
7.6675741690,2.1696368615,191.9514344740,376.6509872950,133.5769860340
7.6675741690,8.9249046375,283.4310743520,468.1306271730,549.4752985020
7.6692651760,1.1247651005,186.7576658550,371.5386949500,69.2784175856
7.6703779249,8.7512736063,280.4188588790,465.2535123550,539.1795414980
7.6703779249,13.8520500035,381.5539172890,566.3885707640,853.4462874420
7.6703779249,15.5158856118,417.0817254850,601.9163789610,955.9577801380
7.6703779249,17.8299926025,467.7237504050,652.5584038810,1098.5335013800
7.6795634989,13.9895646991,385.0232114500,570.3008232790,863.9843793270
7.6843732585,3.7729093450,206.6637014090,392.1734670140,233.3038427450
7.6843732585,4.5440119619,215.5167590020,401.0265246060,280.9861979860
7.6859988820,9.2143778267,289.7345423440,475.3228051620,570.0267912630
7.6859988820,9.8699012817,302.0597321300,487.6479949470,610.5792776840
7.6859988820,18.3731437746,480.8972257280,666.4854885450,1136.6132785400
7.7069464502,15.9323121588,428.5167156040,615.1179685460,990.9964703630
7.7191965644,5.9640815696,236.5596480400,423.7545740730,372.1486027550
7.7191965644,8.7512736063,282.9853441100,470.1802701430,546.0646718090
7.7245719581,3.4609770698,205.4113492260,392.8670787680,216.2599938490
7.7245719581,6.9026381275,251.3942678440,438.8499973860,431.3130219870
7.7245719581,7.6186120080,263.2904740540,450.7462035970,476.0508240200
7.7245719581,9.2033768209,291.5845537230,479.0402832660,575.0752387370
7.7245719581,10.8805796927,323.8192290330,511.2749585760,679.8756680480
7.7245719581,15.6319314314,423.1358939480,610.5916234900,976.7650368790
7.7245719581,16.9184396215,451.3372891690,638.7930187120,1057.1528139900
7.7245719581,17.9719924824,474.7136233170,662.1693528590,1122.9843207100
7.7251243441,3.7091898004,207.9738726800,395.4564131920,231.8027756740
7.7251243441,4.8159789316,220.9312567380,408.4137972500,300.9706550520
7.7251243441,12.8104269564,363.0533387620,550.5358792740,800.5771302780
7.7251243441,18.2136391561,480.1463574200,667.6288979320,1138.2464469800
7.7297758068,13.3314794550,374.2210899780,561.9294729610,834.1434837550
7.7349977371,13.4311334479,376.6341095090,564.5961948540,841.5146171350
7.7487612971,15.4163606071,420.0268231730,608.6584185000,969.3375651520
7.7487612971,17.1753930287,458.6899494020,647.3215447290,1079.9405957900
7.7487612971,19.7098124212,515.5526998380,704.1842951650,1239.2977868700
7.7487612971,19.7274077962,515.9513557350,704.5829510620,1240.4041347500
7.7571333981,2.5956342940,199.3416562970,388.3810834960,163.5590733860
7.7698884196,4.7170028019,221.8761483620,411.5377601200,298.2114513610
7.7698884196,6.0392897325,240.2157243210,429.8773360800,381.8071415130
7.7698884196,7.1928376365,258.4539124490,448.1155242080,454.7350597540
7.7698884196,7.9318671152,271.0322533150,460.6938650740,501.4569004390
7.7698884196,8.4645780588,280.4690390640,470.1306508220,535.1351724950
7.7698884196,14.3829456411,399.0392569430,588.7008687020,909.2975507100
7.7698884196,16.0073112864,434.3338357000,623.9954474590,1011.9908195000
7.7698884196,17.8234174837,474.6097114620,664.2713232200,1126.8060290000
7.7733897268,15.6420209704,426.5601548670,616.3927377270,989.7884139900
7.7821462591,0.7914035305,191.2417971080,381.5023043270,50.1909457115
7.7821462591,7.1755123079,258.7943319340,449.0548391530,455.0722037510
7.7821462591,9.2143778267,294.8701729560,485.1306801750,584.3773996690
7.7821462591,18.2874466378,485.8964083810,676.1569156010,1159.7929576800
7.7821462591,18.9622175502,501.1177818310,691.3782890500,1202.5870430400
7.7825745045,10.6317764011,322.1454056400,512.4268532080,674.3432679430
7.7825745045,11.0550973802,330.5535497290,520.8349972970,701.1933108380
7.7847927053,11.2231078517,334.0469626510,524.4368942730,712.2555788220
7.7897890694,7.3098405764,261.4244148230,452.0588134970,464.5023542300
7.7897890694,16.7096001733,451.1757570620,641.8101557360,1061.8081937100
7.7934943502,9.8049683356,306.6622327870,497.4780284080,623.6476113320
7.7957656317,3.1833363246,206.2315069850,397.1585388590,202.5949853040
7.7957656317,5.4890207693,233.5062435770,424.4332754500,349.3341477880
7.7957656317,6.0222420218,241.2609789980,432.1880108710,383.2695981450
7.7957656317,8.4645780588,281.8320823330,472.7591142060,538.7055882740
7.8018791218,6.2329899549,244.7592400410,435.9858417700,397.3044958930
7.8038476677,12.2820250654,356.7537091820,548.0768224860,783.2784243980
7.8038476677,12.5320980477,361.9433482140,553.2664615180,799.2266715720
7.8038476677,17.2810091438,464.8664736410,656.1895869450,1102.0854901400
7.8121145059,8.1358013061,276.8196049100,468.5482809670,519.9554710250
7.8183542415,6.3434699487,247.2930769300,439.3281524910,406.0562436370
7.8183542415,7.1786770072,260.7055150770,452.7405906380,459.5192605000
7.8183542415,8.4861401601,283.4141385370,475.4492140970,543.2121889560
7.8183542415,8.6596776492,286.5635116880,478.5985872490,554.3206172340
7.8263915274,16.2541366630,443.5607978390,635.9909013260,1042.5950667200
7.8353360611,10.6340998833,325.1442366740,518.0144359840,683.6669879930
7.8387233419,18.8734830259,503.2728515940,696.3098457230,1214.4268106800
7.8409853614,1.9729324998,199.1688570250,392.3172765580,127.0229313950
7.8409853614,17.1695527235,464.9571617540,658.1055812870,1105.4239908700
7.8409853614,19.6453144865,521.0482446720,714.1966642050,1264.8204814300
7.8497773632,16.8563475259,458.5553169080,652.1371292420,1087.6941011300
7.8497773632,18.8146965573,502.7489273480,696.3307396830,1214.0610193600
7.8497773632,19.5486212706,519.4993476740,713.0811600080,1261.4191780700
7.8634732998,19.7274077962,524.6321317700,718.8900389890,1277.4016511100
7.9058752013,3.2099137098,211.9261906840,408.2847249650,210.0979837400
7.9058752013,8.6393110029,290.8591845270,487.2177188080,565.4674819090
7.9058752013,12.1014703494,359.0206272190,555.3791615010,792.0756601540
7.9058752013,13.2348537041,382.8967895600,579.2553238420,866.2588249230
7.9058752013,19.0266938596,511.7382176970,708.0967519780,1245.3512395000
7.9101147260,16.2214717531,448.4825762430,645.0517614760,1062.8804952600
7.9115557707,6.5656154540,255.5343590060,452.1751717180,430.3559862790
7.9115557707,7.6782194468,274.0218927190,470.6627054310,503.2837707320
7.9115557707,8.7968033314,294.0622494850,490.7030621970,576.6035187840
7.9115557707,15.1402749844,424.5900087680,621.2308214810,992.3986592050
7.9164796499,7.5031083112,271.2662392520,468.1518930370,492.4181284240
7.9261312578,3.2883768637,213.6776577940,411.0436820420,216.3379559410
7.9261312578,16.2763018051,450.7927150770,648.1587393260,1070.7963255800
7.9261312578,18.2939218815,496.4492467770,693.8152710260,1203.5328765600
7.9395112386,8.9544156049,298.4980713010,496.5309990970,591.0897129810
7.9397930614,3.6299139651,217.7628596290,415.8098465260,239.6311744930
7.9397930614,6.7336834812,259.6804490660,457.7274359640,444.5285747260
7.9446879998,7.1786770072,267.2492743850,465.5405312800,474.4896288650
7.9446879998,8.8671849802,297.1533630650,495.4446199600,586.0950849510
7.9446879998,8.9249046375,298.2278694440,496.5191263390,589.9101860780
7.9446879998,10.1780564106,322.2617171070,520.5529740020,672.7398661350
7.9446879998,13.3784829049,388.3522209160,586.6434778110,884.2787301890
7.9446879998,14.7297492599,417.7058370080,615.9970939030,973.5934981640
7.9446879998,19.8115097824,532.7521896130,731.0434465080,1309.4830585800
7.9447824871,10.1603465575,321.9186760350,520.2146495720,671.5852706940
7.9501638412,0.3237332498,198.7292501810,397.2939440400,21.4273312148
7.9572993368,3.4379785524,216.6936962140,415.6149848170,227.9623746110
7.9572993368,3.6204065027,218.5425510120,417.4638396160,240.0586422610
7.9572993368,4.5440119619,229.0704140600,427.9917026640,301.3002382990
7.9572993368,5.7639410932,245.6251772430,444.5464658470,382.1901965680
7.9572993368,6.0392897325,249.7253517440,448.6466403480,400.4477652790
7.9572993368,6.6087938783,258.5811374800,457.5024260830,438.2099314610
7.9572993368,7.1337265741,267.1561035600,466.0773921640,473.0166942210
7.9572993368,12.4268822430,368.8847284660,567.8060170690,823.9904763670
7.9701213296,8.7968033314,297.2216541670,496.7845228250,585.1717692770
7.9701213296,9.1019506236,302.9272748260,502.4901434850,605.4704589440
7.9701213296,13.3078462413,388.4025885260,587.9654571840,885.2506571930
7.9701213296,15.1402749844,428.4141646680,627.9770333260,1007.1455693800
7.9701213296,19.4562346206,526.4526249870,726.0154936460,1294.2473313900
7.9775185920,9.1863996485,304.9254369530,504.8589157680,612.2229465050
7.9922132650,6.0716002277,252.0098313560,452.6805476810,406.1307889740
7.9956558524,6.3167593751,255.9584637770,456.8020922170,422.8936242910
7.9956558524,7.9060186296,282.4481448740,483.2917733140,529.2911560300
7.9956558524,8.9409046196,301.2933332460,502.1369616860,598.5745751130
8.0049276855,2.7817506729,213.1183905000,414.4280891030,186.6644631800
8.0049276855,11.0758676152,343.6702236460,544.9799222490,743.2265237930
8.0049276855,16.0557278972,451.1742879390,652.4839865420,1077.3912479500
8.0113856252,3.6204065027,221.2677704740,422.9024115020,243.3331218470
8.0113856252,9.0900690803,304.9564178320,506.5910588600,610.9576053060
8.0113856252,14.1991756643,410.3307748860,611.9654159140,954.3485626540
8.0113856252,19.5107968894,530.8428998940,732.4775409220,1311.3508423200
